,Back_9_Scoring_Average_RANK THIS WEEK,Back_9_Scoring_Average_RANK LAST WEEK,Back_9_Scoring_Average_PLAYER NAME,Back_9_Scoring_Average_ROUNDS,Back_9_Scoring_Average_AVG,Back_9_Scoring_Average_TOTAL STROKES,Back_9_Scoring_Average_TOTAL HOLES
169,170,170,Brian Kortan,65,36.06,2236,62
170,T171,T171,Arjun Atwal,85,36.07,2994,83
171,T171,T171,Kris Cox,73,36.07,2561,71
172,T171,T171,David Morland IV,73,36.07,2633,73
173,T171,T171,Gene Sauers,83,36.07,2922,81
174,175,175,Dan Olsen,75,36.08,2634,73
175,176,176,Ken Duke,89,36.1,3141,87
176,T177,T177,Jay Delsing,76,36.11,2636,73
177,T177,T177,Andre Stolz,53,36.11,1914,53
178,179,179,Rich Beem,81,36.12,2781,77
179,180,180,Roger Tambellini,81,36.15,2820,78
180,T181,T181,Mark Brooks,72,36.17,2532,70
181,T181,T181,Peter Lonard,68,36.17,2387,66
182,183,183,Grant Waite,79,36.19,2787,77
183,184,184,Tom Carter,113,36.2,3982,110
184,185,185,Blaine McCallister,68,36.21,2462,68
185,T186,T186,Mike Heinen,53,36.32,1925,53
186,T186,T186,Tripp Isenhour,55,36.32,1925,53
187,188,188,Craig Parry,52,36.34,1817,50
188,189,189,Ben Curtis,56,36.35,1890,52
189,190,190,Len Mattiace,75,36.39,2729,75
190,191,191,Niclas Fasth,61,36.43,2186,60
191,192,192,Hirofumi Miyase,65,36.57,2304,63
192,193,193,Dicky Pride,66,36.6,2306,63
193,194,194,Chris Couch,55,36.65,2016,55
194,195,195,Kevin Muncrief,50,36.88,1844,50
195,196,196,David Gossett,57,37.33,2128,57
