,Scoring_Average_Before_Cut_RANK THIS WEEK,Scoring_Average_Before_Cut_RANK LAST WEEK,Scoring_Average_Before_Cut_PLAYER NAME,Scoring_Average_Before_Cut_AVG,Scoring_Average_Before_Cut_TOTAL STROKES,Scoring_Average_Before_Cut_TOTAL ROUNDS
117,118,118,Billy Andrade,71.14,4695,66
118,119,119,Stephen Leaney,71.15,3273,46
119,T120,T120,Bob Burns,71.16,4341,61
120,T120,T120,Dudley Hart,71.16,3060,43
121,T120,T120,Chris Smith,71.16,4981,70
122,T123,T123,Alex Cejka,71.18,3132,44
123,T123,T123,Jonathan Kaye,71.18,3488,49
124,T125,T125,Jason Dufner,71.19,4058,57
125,T125,T125,Davis Love III,71.19,3061,43
126,T125,T125,Brenden Pappas,71.19,4912,69
127,128,128,Notah Begay III,71.22,3276,46
128,129,129,Heath Slocum,71.23,4416,62
129,T130,T130,Chad Campbell,71.24,3847,54
130,T130,T130,Scott Simpson,71.24,2636,37
131,132,132,Roland Thatcher,71.27,3421,48
132,133,133,John Rollins,71.3,3993,56
133,134,134,Danny Briggs,71.31,3922,55
134,135,135,Pat Perez,71.32,4636,65
135,136,136,Jeff Brehaut,71.33,4993,70
136,137,137,Pat Bates,71.35,4638,65
137,T138,T138,Steve Lowery,71.36,4139,58
138,T138,T138,Nick Price,71.36,1998,28
139,140,140,Rich Beem,71.38,3783,53
140,141,141,Matt Kuchar,71.43,4143,58
141,T142,T142,Jay Delsing,71.44,3858,54
142,T142,T142,Hunter Mahan,71.44,4429,62
143,144,144,J.P. Hayes,71.48,4003,56
144,T145,T145,Craig Bowden,71.51,4219,59
145,T145,T145,Tag Ridings,71.51,2503,35
146,147,147,Steve Elkington,71.55,2862,40
147,148,148,Hank Kuehne,71.56,4222,59
148,149,149,Ken Duke,71.58,4295,60
149,150,150,John Cook,71.59,2649,37
150,T151,T151,Tommy Armour III,71.6,4081,57
151,T151,T151,Lucas Glover,71.6,4296,60
152,153,153,Ben Curtis,71.61,2578,36
153,154,154,Mathias Grönberg,71.62,4727,66
154,T155,T155,Spike McRoy,71.64,4800,67
155,T155,T155,Steve Pate,71.64,3582,50
156,157,157,D.J. Brigman,71.65,3869,54
157,T158,T158,Tim Herron,71.66,3798,53
158,T158,T158,Omar Uresti,71.66,4156,58
159,T160,T160,Aaron Baddeley,71.68,3799,53
160,T160,T160,David Branshaw,71.68,4444,62
161,T160,T160,Rocco Mediate,71.68,2652,37
162,163,163,Russ Cochran,71.69,3226,45
163,164,164,Tom Carter,71.75,5166,72
164,165,165,Steve Stricker,71.78,3948,55
165,166,166,Craig Parry,71.8,2154,30
166,167,167,Kris Cox,71.81,3734,52
167,T168,T168,Gene Sauers,71.82,4381,61
168,T168,T168,Roger Tambellini,71.82,4022,56
169,170,170,David Frost,71.85,3808,53
170,T171,T171,Mike Heinen,71.86,2515,35
171,T171,T171,Scott Hend,71.86,4096,57
172,173,173,Craig Perks,71.92,3812,53
173,T174,T174,Dan Forsman,71.95,4101,57
174,T174,T174,Peter Lonard,71.95,3166,44
175,176,176,Grant Waite,71.97,4174,58
176,177,177,Niclas Fasth,71.98,3095,43
177,T178,T178,Cliff Kresge,72.04,4827,67
178,T178,T178,Len Mattiace,72.04,3674,51
179,180,180,Rich Barcelo,72.1,3677,51
180,181,181,Tommy Tolles,72.12,3678,51
181,T182,T182,Tripp Isenhour,72.13,2813,39
182,T182,T182,Brian Kortan,72.13,3462,48
183,184,184,Blaine McCallister,72.14,4040,56
184,185,185,Dicky Pride,72.15,3319,46
185,186,186,Esteban Toledo,72.16,5340,74
186,187,187,Arjun Atwal,72.2,4332,60
187,188,188,Andre Stolz,72.28,2891,40
188,189,189,David Morland IV,72.3,4121,57
189,190,190,Dan Olsen,72.39,4126,57
190,191,191,Guy Boros,72.42,3476,48
191,192,192,Mark Brooks,72.66,4505,62
192,193,193,Hirofumi Miyase,72.83,3860,53
193,194,194,Chris Couch,72.92,3500,48
194,195,195,Kevin Muncrief,73.5,3234,44
195,196,196,David Gossett,74.98,3974,53
