,First_Tee_Early_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Scoring_Average_PLAYER NAME,First_Tee_Early_Scoring_Average_ROUNDS,First_Tee_Early_Scoring_Average_AVG,First_Tee_Early_Scoring_Average_TOTAL STROKES,First_Tee_Early_Scoring_Average_TOT. EARLY RDS.(1ST TEE)
71,T71,T71,Tim Petrovic,111,70.92,2695,38
72,T71,T71,Kevin Sutherland,86,70.92,1844,26
73,T74,T74,Steve Allan,102,70.94,2412,34
74,T74,T74,Shigeki Maruyama,93,70.94,2341,33
75,T76,T76,Kris Cox,73,70.96,1774,25
76,T76,T76,Bob Estes,73,70.96,1845,26
77,T76,T76,Fred Funk,97,70.96,1916,27
78,T76,T76,Brett Quigley,102,70.96,1845,26
79,80,80,Arjun Atwal,85,70.97,2129,30
80,T81,T81,Greg Chalmers,70,71.0,1136,16
81,T81,T81,Heath Slocum,92,71.0,2272,32
82,T83,T83,Kent Jones,99,71.06,2487,35
83,T83,T83,Skip Kendall,99,71.06,2487,35
84,T85,T85,Michael Allen,87,71.07,2132,30
85,T85,T85,Ryan Palmer,103,71.07,1990,28
86,T87,T87,Pat Perez,102,71.12,2916,41
87,T87,T87,Omar Uresti,85,71.12,1778,25
88,T89,T89,Danny Briggs,85,71.13,2276,32
89,T89,T89,Daniel Chopra,108,71.13,2134,30
90,T89,T89,Hank Kuehne,91,71.13,2134,30
91,T89,T89,Chris Smith,105,71.13,2134,30
92,93,93,David Peoples,82,71.14,1494,21
93,T94,T94,Lucas Glover,95,71.15,1921,27
94,T94,T94,Matt Kuchar,83,71.15,1850,26
95,96,96,Jason Bohn,98,71.17,2562,36
96,97,97,Brad Faxon,94,71.18,2705,38
97,98,98,Scott Hoch,52,71.2,1068,15
98,T99,T99,David Branshaw,84,71.21,1709,24
99,T99,T99,Neal Lancaster,106,71.21,1994,28
100,T99,T99,Esteban Toledo,92,71.21,1994,28
101,T102,T102,Harrison Frazar,86,71.22,1923,27
102,T102,T102,Dan Olsen,75,71.22,1923,27
103,T102,T102,Brenden Pappas,111,71.22,2920,41
104,105,105,Rich Barcelo,67,71.23,1567,22
105,106,106,Tim Clark,84,71.25,1995,28
106,T107,T107,José Coceres,68,71.26,1354,19
107,T107,T107,Brent Geiberger,94,71.26,1924,27
108,109,109,D.J. Brigman,79,71.28,2067,29
109,T110,T110,Steve Lowery,91,71.3,2353,33
110,T110,T110,Tommy Tolles,67,71.3,1426,20
111,112,112,Robert Gamez,103,71.32,2639,37
112,T113,T113,Jay Delsing,76,71.33,1498,21
113,T113,T113,Dan Forsman,79,71.33,1926,27
114,T113,T113,Mike Heinen,53,71.33,1070,15
115,T113,T113,Bernhard Langer,59,71.33,1498,21
116,T113,T113,Jay Williamson,100,71.33,1926,27
117,118,118,Todd Fischer,104,71.35,2854,40
118,T119,T119,Pat Bates,99,71.36,2355,33
119,T119,T119,John Riegger,53,71.36,785,11
120,T119,T119,Steve Stricker,81,71.36,1570,22
121,T122,T122,Tommy Armour III,87,71.39,2213,31
122,T122,T122,Spike McRoy,93,71.39,2356,33
123,124,124,Joe Ogilvie,104,71.41,2428,34
124,125,125,Rory Sabbatini,89,71.42,2357,33
125,126,126,Nick Price,51,71.43,1500,21
126,127,127,J.J. Henry,103,71.44,2429,34
127,128,128,Ben Crane,92,71.45,2358,33
128,129,129,Craig Perks,75,71.46,1858,26
129,T130,T130,Robert Allenby,93,71.48,2073,29
130,T130,T130,J.P. Hayes,79,71.48,1644,23
131,T132,T132,K.J. Choi,83,71.5,1716,24
132,T132,T132,Hunter Mahan,94,71.5,2288,32
133,T132,T132,Steve Pate,71,71.5,1430,20
134,T135,T135,Mark Calcavecchia,79,71.52,2074,29
135,T135,T135,Vaughn Taylor,84,71.52,1502,21
136,137,137,Patrick Sheehan,113,71.53,2861,40
137,138,138,Danny Ellis,81,71.54,1860,26
138,139,139,John Rollins,90,71.55,2075,29
139,140,140,Stephen Leaney,84,71.56,1932,27
140,T141,T141,Glen Day,101,71.59,2649,37
141,T141,T141,Scott McCarron,88,71.59,1933,27
142,143,143,Tom Carter,113,71.61,2936,41
143,144,144,Todd Hamilton,92,71.63,2292,32
144,T145,T145,Jeff Brehaut,106,71.71,2438,34
145,T145,T145,Dennis Paulson,71,71.71,1219,17
146,147,147,Chad Campbell,100,71.74,2439,34
147,148,148,Bob Tway,90,71.76,2368,33
148,T149,T149,Frank Lickliter II,89,71.77,1866,26
149,T149,T149,Blaine McCallister,68,71.77,1866,26
150,151,151,Jason Dufner,79,71.79,1723,24
151,152,152,Matt Gogel,86,71.82,1221,17
152,T153,T153,Robert Damron,92,71.84,2227,31
153,T153,T153,Mathias Grönberg,91,71.84,2299,32
154,155,155,Billy Andrade,104,71.86,3090,43
155,156,156,Hidemichi Tanaka,89,71.88,2300,32
156,157,157,John Cook,57,71.9,1510,21
157,158,158,Peter Lonard,68,71.91,1582,22
158,T159,T159,Woody Austin,94,71.92,2589,36
159,T159,T159,John Daly,79,71.92,1870,26
160,161,161,David Morland IV,73,71.93,1942,27
161,162,162,J.L. Lewis,106,71.94,2446,34
162,T163,T163,Craig Bowden,83,72.0,1440,20
163,T163,T163,Roger Tambellini,81,72.0,1584,22
164,165,165,Mark Hensby,97,72.04,1801,25
165,166,166,John Huston,62,72.09,1586,22
166,T167,T167,Ben Curtis,56,72.11,1370,19
167,T167,T167,Jeff Maggert,60,72.11,1298,18
168,169,169,Rich Beem,81,72.15,1948,27
169,170,170,Arron Oberholser,77,72.19,1516,21
170,171,171,Rocco Mediate,53,72.25,1445,20
171,172,172,Tripp Isenhour,55,72.27,795,11
172,173,173,Grant Waite,79,72.3,1663,23
173,174,174,Roland Thatcher,66,72.31,940,13
174,T175,T175,Niclas Fasth,61,72.32,1808,25
175,T175,T175,Cliff Kresge,89,72.32,2242,31
176,177,177,Ken Duke,89,72.39,2389,33
177,178,178,Scott Simpson,55,72.4,1448,20
178,179,179,Mark O'Meara,58,72.44,1304,18
179,T180,T180,Aaron Baddeley,87,72.45,2246,31
180,T180,T180,Alex Cejka,76,72.45,1594,22
181,182,182,Jonathan Kaye,79,72.48,1812,25
182,183,183,Mark Brooks,72,72.5,1595,22
183,184,184,Billy Mayfair,109,72.52,3191,44
184,185,185,Hirofumi Miyase,65,72.53,1088,15
185,186,186,Brian Kortan,65,72.59,1234,17
186,187,187,Guy Boros,64,72.91,1604,22
187,188,188,Andre Stolz,53,72.94,1167,16
188,189,189,Len Mattiace,75,72.96,1897,26
189,190,190,Kevin Muncrief,50,73.07,1096,15
190,191,191,Scott Hend,81,73.14,1536,21
191,192,192,Gene Sauers,83,73.21,1757,24
192,193,193,Dicky Pride,66,73.41,1615,22
193,T194,T194,Chris Couch,55,73.78,1328,18
194,T194,T194,Craig Parry,52,73.78,1328,18
195,196,196,David Gossett,57,75.79,1440,19
