,Bogey_Avoidance_RANK THIS WEEK,Bogey_Avoidance_RANK LAST WEEK,Bogey_Avoidance_PLAYER NAME,Bogey_Avoidance_ROUNDS,Bogey_Avoidance_% MAKES BOGEY,Bogey_Avoidance_BOGEYS,Bogey_Avoidance_HOLES PLAYED
67,68,68,Joey Sindelar,100,16.38,289,1764
68,69,69,Matt Gogel,86,16.4,248,1512
69,T70,T70,Robert Gamez,103,16.45,305,1854
70,T70,T70,J.J. Henry,103,16.45,305,1854
71,72,72,Michael Allen,87,16.47,252,1530
72,73,73,Steve Allan,102,16.5,294,1782
73,74,74,Brad Faxon,94,16.54,265,1602
74,75,75,Darren Clarke,54,16.55,143,864
75,76,76,J.L. Lewis,106,16.56,316,1908
76,T77,T77,Harrison Frazar,86,16.6,245,1476
77,T77,T77,Hidemichi Tanaka,89,16.6,266,1602
78,T79,T79,Kent Jones,99,16.67,291,1746
79,T79,T79,Stephen Leaney,84,16.67,225,1350
80,T79,T79,Tim Petrovic,111,16.67,321,1926
81,T79,T79,Chris Riley,78,16.67,222,1332
82,T79,T79,Jay Williamson,100,16.67,294,1764
83,T84,T84,K.J. Choi,83,16.73,247,1476
84,T84,T84,Mark Hensby,97,16.73,280,1674
85,86,86,Mike Weir,75,16.74,220,1314
86,T87,T87,Bob Burns,88,16.8,260,1548
87,T87,T87,Tim Herron,84,16.8,251,1494
88,T89,T89,Freddie Jacobson,83,16.88,243,1440
89,T89,T89,Joe Ogilvie,104,16.88,310,1836
90,T91,T91,Skip Kendall,99,16.89,301,1782
91,T91,T91,David Toms,80,16.89,225,1332
92,93,93,Scott McCarron,88,16.93,262,1548
93,T94,T94,Danny Briggs,85,16.94,247,1458
94,T94,T94,Neal Lancaster,106,16.94,314,1854
95,96,96,Mark O'Meara,58,16.95,177,1044
96,97,97,Greg Chalmers,70,16.98,214,1260
97,98,98,Richard Johnson,102,16.99,312,1836
98,99,99,Brett Quigley,102,17.01,300,1764
99,100,100,David Frost,78,17.02,239,1404
100,T101,T101,Daniel Chopra,108,17.03,325,1908
101,T101,T101,Dan Forsman,79,17.03,236,1386
102,T101,T101,Shaun Micheel,93,17.03,279,1638
103,104,104,J.P. Hayes,79,17.04,230,1350
104,105,105,Lee Janzen,84,17.07,252,1476
105,106,106,Danny Ellis,81,17.17,238,1386
106,107,107,Pat Bates,99,17.18,300,1746
107,108,108,Paul Azinger,75,17.19,232,1350
108,T109,T109,Jay Delsing,76,17.2,226,1314
109,T109,T109,Adam Scott,55,17.2,161,936
110,T111,T111,Steve Elkington,64,17.21,189,1098
111,T111,T111,Vaughn Taylor,84,17.21,254,1476
112,113,113,Jeff Maggert,60,17.22,186,1080
113,114,114,Todd Hamilton,92,17.23,273,1584
114,115,115,Steve Flesch,109,17.3,327,1890
115,T116,T116,Jason Bohn,98,17.31,296,1710
116,T116,T116,Mark Calcavecchia,79,17.31,243,1404
117,118,118,Dean Wilson,99,17.34,309,1782
118,T119,T119,Billy Andrade,104,17.36,325,1872
119,T119,T119,John Huston,62,17.36,175,1008
120,121,121,John Daly,79,17.37,247,1422
121,122,122,Tag Ridings,53,17.44,157,900
122,123,123,Kenny Perry,79,17.47,239,1368
123,124,124,Glen Day,101,17.51,312,1782
124,125,125,Dennis Paulson,71,17.53,224,1278
125,126,126,Hank Kuehne,91,17.54,281,1602
126,127,127,Nick Price,51,17.56,158,900
127,128,128,Jason Dufner,79,17.58,250,1422
128,T129,T129,Craig Bowden,83,17.6,263,1494
129,T129,T129,Matt Kuchar,83,17.6,263,1494
130,131,131,Tommy Armour III,87,17.62,276,1566
131,132,132,Russ Cochran,61,17.67,194,1098
132,133,133,Jonathan Kaye,79,17.69,242,1368
133,134,134,Deane Pappas,72,17.7,223,1260
134,135,135,Notah Begay III,71,17.74,214,1206
135,T136,T136,Robert Damron,92,17.75,294,1656
136,T136,T136,Brenden Pappas,111,17.75,345,1944
137,138,138,Steve Pate,71,17.79,221,1242
138,139,139,Sergio Garcia,65,17.8,205,1152
139,140,140,Ryan Palmer,103,17.83,321,1800
140,141,141,Woody Austin,94,17.85,302,1692
141,T142,T142,Mathias Grönberg,91,17.88,280,1566
142,T142,T142,Steve Stricker,81,17.88,251,1404
143,144,144,Hunter Mahan,94,17.91,303,1692
144,145,145,Brian Kortan,65,17.92,200,1116
145,146,146,Frank Lickliter II,89,17.96,278,1548
146,147,147,Dudley Hart,60,18.01,188,1044
147,148,148,Jeff Brehaut,106,18.06,338,1872
148,149,149,Steve Lowery,91,18.1,290,1602
149,150,150,Billy Mayfair,109,18.2,344,1890
150,151,151,Peter Lonard,68,18.27,217,1188
151,T152,T152,Arjun Atwal,85,18.34,274,1494
152,T152,T152,Jonathan Byrd,85,18.34,274,1494
153,154,154,David Branshaw,84,18.36,271,1476
154,155,155,Chris Smith,105,18.41,348,1890
155,156,156,Craig Perks,75,18.44,239,1296
156,157,157,Blaine McCallister,68,18.46,226,1224
157,T158,T158,Spike McRoy,93,18.5,303,1638
158,T158,T158,John Rollins,90,18.5,283,1530
159,160,160,Alex Cejka,76,18.65,235,1260
160,161,161,Craig Parry,52,18.67,168,900
161,162,162,Ben Curtis,56,18.7,175,936
162,163,163,Rocco Mediate,53,18.75,162,864
163,164,164,Roland Thatcher,66,18.77,223,1188
164,165,165,Pat Perez,102,18.78,338,1800
165,166,166,Lucas Glover,95,18.93,310,1638
166,167,167,Rich Barcelo,67,18.97,222,1170
167,168,168,D.J. Brigman,79,19.01,260,1368
168,169,169,Scott Simpson,55,19.19,190,990
169,170,170,Len Mattiace,75,19.41,262,1350
170,171,171,Esteban Toledo,92,19.44,315,1620
171,172,172,Cliff Kresge,89,19.73,309,1566
172,173,173,Tom Carter,113,19.75,391,1980
173,174,174,Fred Couples,54,19.76,185,936
174,175,175,Niclas Fasth,61,19.91,215,1080
175,176,176,Dicky Pride,66,19.93,226,1134
176,177,177,Grant Waite,79,19.99,277,1386
177,178,178,Roger Tambellini,81,20.09,282,1404
178,179,179,Aaron Baddeley,87,20.13,308,1530
179,T180,T180,Mark Brooks,72,20.16,254,1260
180,T180,T180,Gene Sauers,83,20.16,294,1458
181,182,182,Ken Duke,89,20.24,317,1566
182,183,183,Kris Cox,73,20.5,262,1278
183,T184,T184,Mike Heinen,53,20.55,196,954
184,T184,T184,Andre Stolz,53,20.55,196,954
185,186,186,Rich Beem,81,20.56,285,1386
186,187,187,Dan Olsen,75,20.62,271,1314
187,188,188,David Morland IV,73,20.93,275,1314
188,189,189,Tommy Tolles,67,21.06,254,1206
189,190,190,Tripp Isenhour,55,21.07,201,954
190,191,191,Guy Boros,64,21.27,245,1152
191,192,192,Hirofumi Miyase,65,21.34,242,1134
192,193,193,Scott Hend,81,23.14,329,1422
193,194,194,Kevin Muncrief,50,24.11,217,900
194,195,195,Chris Couch,55,25.35,251,990
195,196,196,David Gossett,57,27.29,280,1026
