,Tenth_Tee_Late_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Scoring_Average_ROUNDS,Tenth_Tee_Late_Scoring_Average_AVG,Tenth_Tee_Late_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Scoring_Average_TOTAL 10TH TEE LATE RNDS.
42,43,43,Bart Bryant,73,70.25,562,8
43,T44,T44,Jason Dufner,79,70.33,1055,15
44,T44,T44,Sergio Garcia,65,70.33,211,3
45,T44,T44,Chris Riley,78,70.33,844,12
46,47,47,Hidemichi Tanaka,89,70.36,985,14
47,48,48,Jesper Parnevik,86,70.4,1056,15
48,49,49,Luke Donald,72,70.42,845,12
49,50,50,J.J. Henry,103,70.43,1479,21
50,51,51,Jonathan Kaye,79,70.45,775,11
51,T52,T52,Michael Allen,87,70.5,987,14
52,T52,T52,Briny Baird,100,70.5,1128,16
53,T52,T52,Dennis Paulson,71,70.5,987,14
54,T52,T52,Corey Pavin,83,70.5,1128,16
55,T52,T52,Roland Thatcher,66,70.5,423,6
56,57,57,Freddie Jacobson,83,70.53,1199,17
57,58,58,Lucas Glover,95,70.54,917,13
58,T59,T59,Bernhard Langer,59,70.56,635,9
59,T59,T59,Carl Pettersson,100,70.56,1129,16
60,61,61,Woody Austin,94,70.57,988,14
61,T62,T62,Brian Bateman,84,70.58,847,12
62,T62,T62,Loren Roberts,81,70.58,847,12
63,64,64,Skip Kendall,99,70.59,1200,17
64,65,65,Jay Williamson,100,70.64,989,14
65,66,66,Todd Fischer,104,70.65,1625,23
66,67,67,John Cook,57,70.67,848,12
67,68,68,Billy Mayfair,109,70.68,1555,22
68,T69,T69,J.P. Hayes,79,70.69,919,13
69,T69,T69,Lee Janzen,84,70.69,919,13
70,71,71,Patrick Sheehan,113,70.7,1414,20
71,72,72,Nick Price,51,70.71,495,7
72,73,73,Steve Flesch,109,70.74,1344,19
73,74,74,Duffy Waldorf,79,70.75,566,8
74,75,75,Cameron Beckman,99,70.76,1203,17
75,76,76,Ken Duke,89,70.82,1204,17
76,T77,T77,Billy Andrade,104,70.83,1275,18
77,T77,T77,Arron Oberholser,77,70.83,425,6
78,T77,T77,Craig Parry,52,70.83,425,6
79,80,80,Glen Day,101,70.84,1346,19
80,81,81,Rory Sabbatini,89,70.85,921,13
81,82,82,Jeff Brehaut,106,70.87,1630,23
82,T83,T83,Bob Estes,73,70.89,638,9
83,T83,T83,Shigeki Maruyama,93,70.89,638,9
84,T83,T83,José María Olazábal,56,70.89,638,9
85,86,86,Robert Gamez,103,70.91,1560,22
86,87,87,Greg Chalmers,70,70.92,922,13
87,T88,T88,John Senden,99,70.94,1277,18
88,T88,T88,Heath Slocum,92,70.94,1135,16
89,T90,T90,Craig Barlow,80,71.0,497,7
90,T90,T90,Guy Boros,64,71.0,1136,16
91,92,92,Kent Jones,99,71.06,1137,16
92,93,93,Scott Hoch,52,71.1,711,10
93,T94,T94,Craig Bowden,83,71.11,640,9
94,T94,T94,Ben Curtis,56,71.11,640,9
95,T94,T94,Joey Sindelar,100,71.11,1280,18
96,T97,T97,Fred Funk,97,71.13,569,8
97,T97,T97,Vaughn Taylor,84,71.13,1067,15
98,99,99,Jason Bohn,98,71.17,1281,18
99,100,100,Retief Goosen,56,71.2,356,5
100,101,101,J.L. Lewis,106,71.21,997,14
101,102,102,Tag Ridings,53,71.22,641,9
102,T103,T103,Stephen Ames,97,71.23,926,13
103,T103,T103,David Branshaw,84,71.23,926,13
104,T103,T103,Len Mattiace,75,71.23,926,13
105,106,106,Dean Wilson,99,71.24,1496,21
106,T107,T107,Matt Kuchar,83,71.25,1140,16
107,T107,T107,John Riegger,53,71.25,570,8
108,109,109,Alex Cejka,76,71.29,499,7
109,110,110,Rod Pampling,98,71.31,1141,16
110,111,111,Daniel Chopra,108,71.32,1355,19
111,T112,T112,Joe Durant,85,71.33,856,12
112,T112,T112,Stephen Leaney,84,71.33,642,9
113,114,114,Pat Bates,99,71.37,1356,19
114,115,115,Chad Campbell,100,71.39,1285,18
115,116,116,Mark O'Meara,58,71.4,357,5
116,T117,T117,Steve Allan,102,71.42,1357,19
117,T117,T117,Aaron Baddeley,87,71.42,857,12
118,T117,T117,Ryan Palmer,103,71.42,1357,19
119,T117,T117,Pat Perez,102,71.42,1714,24
120,121,121,Rocco Mediate,53,71.43,500,7
121,122,122,Mathias Grönberg,91,71.44,1286,18
122,123,123,Steve Lowery,91,71.45,1429,20
123,124,124,Arjun Atwal,85,71.47,1358,19
124,T125,T125,D.J. Brigman,79,71.5,1430,20
125,T125,T125,Brian Kortan,65,71.5,858,12
126,T125,T125,Adam Scott,55,71.5,429,6
127,128,128,Hank Kuehne,91,71.53,1359,19
128,129,129,Hunter Mahan,94,71.54,930,13
129,130,130,Bo Van Pelt,107,71.55,787,11
130,T131,T131,Charles Howell III,104,71.56,1145,16
131,T131,T131,Joe Ogilvie,104,71.56,1288,18
132,T131,T131,John Rollins,90,71.56,1145,16
133,T131,T131,Grant Waite,79,71.56,1288,18
134,T135,T135,K.J. Choi,83,71.57,501,7
135,T135,T135,Jeff Maggert,60,71.57,501,7
136,T135,T135,Justin Rose,77,71.57,501,7
137,138,138,Mark Wilson,62,71.62,931,13
138,139,139,Mike Heinen,53,71.63,573,8
139,T140,T140,Darren Clarke,54,71.67,215,3
140,T140,T140,Mark Hensby,97,71.67,860,12
141,T140,T140,Frank Lickliter II,89,71.67,1075,15
142,T140,T140,Gene Sauers,83,71.67,860,12
143,T144,T144,Steve Stricker,81,71.69,1147,16
144,T144,T144,Kevin Sutherland,86,71.69,932,13
145,146,146,Brett Quigley,102,71.71,1004,14
146,147,147,Brad Faxon,94,71.81,1149,16
147,148,148,Tripp Isenhour,55,71.83,431,6
148,149,149,David Frost,78,71.85,934,13
149,150,150,Mike Weir,75,71.86,1006,14
150,151,151,Fred Couples,54,71.89,647,9
151,152,152,Chris Smith,105,71.9,1510,21
152,153,153,Brenden Pappas,111,71.91,1582,22
153,154,154,Steve Pate,71,71.92,863,12
154,155,155,Scott McCarron,88,71.93,1079,15
155,156,156,Cliff Kresge,89,71.95,1367,19
156,T157,T157,Robert Damron,92,72.0,1224,17
157,T157,T157,Dicky Pride,66,72.0,1008,14
158,159,159,Danny Briggs,85,72.05,1369,19
159,160,160,Brian Gay,96,72.08,937,13
160,161,161,Harrison Frazar,86,72.15,938,13
161,T162,T162,Blaine McCallister,68,72.24,1228,17
162,T162,T162,Kevin Na,100,72.24,1517,21
163,T164,T164,Dan Forsman,79,72.33,1085,15
164,T164,T164,Esteban Toledo,92,72.33,1519,21
165,166,166,Chris Couch,55,72.36,1013,14
166,167,167,Russ Cochran,61,72.38,579,8
167,168,168,Peter Lonard,68,72.43,507,7
168,169,169,David Toms,80,72.5,580,8
169,170,170,David Morland IV,73,72.52,1523,21
170,171,171,Roger Tambellini,81,72.53,1378,19
171,T172,T172,Tommy Armour III,87,72.57,1524,21
172,T172,T172,Jay Delsing,76,72.57,1016,14
173,174,174,Spike McRoy,93,72.59,1597,22
174,T175,T175,Rich Barcelo,67,72.6,1089,15
175,T175,T175,Dudley Hart,60,72.6,726,10
176,177,177,Tom Carter,113,72.62,1888,26
177,178,178,Deane Pappas,72,72.63,1162,16
178,179,179,Scott Hend,81,72.67,872,12
179,180,180,Niclas Fasth,61,72.75,873,12
180,181,181,Hirofumi Miyase,65,72.8,728,10
181,182,182,Todd Hamilton,92,72.89,656,9
182,183,183,Tommy Tolles,67,72.93,1021,14
183,184,184,Omar Uresti,85,73.08,950,13
184,185,185,Tim Herron,84,73.14,1024,14
185,186,186,Mark Brooks,72,73.18,1244,17
186,187,187,Craig Perks,75,73.2,732,10
187,188,188,Kris Cox,73,73.32,1393,19
188,189,189,Olin Browne,92,73.36,1027,14
189,190,190,Dan Olsen,75,73.41,1248,17
190,191,191,Matt Gogel,86,73.5,588,8
191,192,192,Andre Stolz,53,73.8,1107,15
192,193,193,Shaun Micheel,93,73.86,517,7
193,194,194,Notah Begay III,71,74.0,888,12
194,195,195,Kevin Muncrief,50,74.64,821,11
195,196,196,David Gossett,57,75.72,1363,18
