,Stroke_Differential_Field_Average_RANK THIS WEEK,Stroke_Differential_Field_Average_RANK LAST WEEK,Stroke_Differential_Field_Average_PLAYER NAME,Stroke_Differential_Field_Average_ROUNDS,Stroke_Differential_Field_Average_STROKE DIFFERENTIAL,Stroke_Differential_Field_Average_PLAYER'S SCORE,Stroke_Differential_Field_Average_FIELD AVERAGE SCORE
74,T75,T75,Woody Austin,94,+.44,70.98,71.42
75,T75,T75,Bob Estes,73,+.44,70.65,71.09
76,T75,T75,J.J. Henry,103,+.44,70.94,71.38
77,T78,T78,Brian Gay,96,+.42,70.84,71.26
78,T78,T78,José María Olazábal,56,+.42,71.44,71.86
79,80,80,Matt Gogel,86,+.41,71.01,71.42
80,T81,T81,Daniel Chopra,108,+.40,70.81,71.21
81,T81,T81,Todd Hamilton,92,+.40,71.42,71.82
82,T83,T83,Mark Calcavecchia,79,+.39,71.14,71.53
83,T83,T83,Bernhard Langer,59,+.39,71.22,71.61
84,T85,T85,Scott McCarron,88,+.37,71.01,71.38
85,T85,T85,David Peoples,82,+.37,70.9,71.27
86,T85,T85,Hidemichi Tanaka,89,+.37,71.26,71.63
87,T88,T88,Brent Geiberger,94,+.36,70.64,71.0
88,T88,T88,Skip Kendall,99,+.36,71.12,71.48
89,T90,T90,Jason Bohn,98,+.34,70.96,71.3
90,T90,T90,Stephen Leaney,84,+.34,71.44,71.78
91,T90,T90,Shaun Micheel,93,+.34,71.22,71.56
92,93,93,José Coceres,68,+.32,70.84,71.16
93,94,94,Jonathan Byrd,85,+.31,71.02,71.33
94,95,95,Kent Jones,99,+.30,70.81,71.11
95,T96,T96,Joey Sindelar,100,+.29,71.11,71.4
96,T96,T96,Bob Tway,90,+.29,71.27,71.56
97,98,98,Robert Gamez,103,+.28,70.92,71.2
98,T99,T99,Alex Cejka,76,+.27,71.56,71.83
99,T99,T99,Patrick Sheehan,113,+.27,70.98,71.25
100,101,101,Peter Lonard,68,+.26,71.74,72.0
101,102,102,Dudley Hart,60,+.25,71.14,71.39
102,103,103,Frank Lickliter II,89,+.23,71.12,71.35
103,104,104,Mark Wilson,62,+.21,70.97,71.18
104,105,105,John Rollins,90,+.20,71.47,71.67
105,106,106,Neal Lancaster,106,+.19,71.19,71.38
106,107,107,Kevin Na,100,+.17,70.91,71.08
107,108,108,J.L. Lewis,106,+.16,70.95,71.11
108,109,109,Glen Day,101,+.15,71.13,71.28
109,T110,T110,Mark O'Meara,58,+.13,71.52,71.65
110,T110,T110,Heath Slocum,92,+.13,71.04,71.17
111,T112,T112,Michael Allen,87,+.12,71.07,71.19
112,T112,T112,Tag Ridings,53,+.12,71.24,71.36
113,T114,T114,Steve Allan,102,+.11,71.04,71.15
114,T114,T114,Craig Parry,52,+.11,72.14,72.25
115,T114,T114,John Riegger,53,+.11,71.23,71.34
116,T117,T117,Notah Begay III,71,+.10,71.07,71.17
117,T117,T117,Todd Fischer,104,+.10,71.04,71.14
118,T117,T117,Richard Johnson,102,+.10,71.03,71.13
119,T120,T120,Ben Curtis,56,+.09,72.0,72.09
120,T120,T120,Steve Elkington,64,+.09,71.36,71.45
121,122,122,Ryan Palmer,103,+.08,71.02,71.1
122,123,123,Billy Andrade,104,+.06,71.25,71.31
123,124,124,John Huston,62,+.04,71.14,71.18
124,125,125,Hunter Mahan,94,+.03,71.38,71.41
125,126,126,Jason Dufner,79,+.02,71.2,71.22
126,T127,T127,Danny Ellis,81,+.01,71.19,71.2
127,T127,T127,Hank Kuehne,91,+.01,71.26,71.27
128,T127,T127,Dean Wilson,99,+.01,71.12,71.13
129,T130,T130,Danny Briggs,85,E,71.2,71.2
130,T130,T130,Olin Browne,92,E,70.78,70.78
131,T132,T132,Robert Damron,92,-.01,71.42,71.41
132,T132,T132,Steve Lowery,91,-.01,71.45,71.44
133,T134,T134,Jonathan Kaye,79,-.02,71.49,71.47
134,T134,T134,Pat Perez,102,-.02,71.27,71.25
135,T136,T136,Greg Chalmers,70,-.03,71.06,71.03
136,T136,T136,Chris Smith,105,-.03,71.3,71.27
137,138,138,Paul Azinger,75,-.08,71.17,71.09
138,139,139,Jay Williamson,100,-.09,71.08,70.99
139,140,140,Craig Bowden,83,-.13,71.54,71.41
140,141,141,Matt Kuchar,83,-.16,71.48,71.32
141,142,142,Brenden Pappas,111,-.17,71.16,70.99
142,143,143,Lucas Glover,95,-.18,71.26,71.08
143,144,144,Bob Burns,88,-.19,71.35,71.16
144,145,145,Mathias Grönberg,91,-.20,71.7,71.5
145,T146,T146,John Cook,57,-.21,71.34,71.13
146,T146,T146,Steve Stricker,81,-.21,71.45,71.24
147,148,148,Billy Mayfair,109,-.22,71.8,71.58
148,149,149,Jay Delsing,76,-.23,71.47,71.24
149,150,150,Arjun Atwal,85,-.25,71.71,71.46
150,151,151,Deane Pappas,72,-.27,71.27,71.0
151,T152,T152,David Frost,78,-.28,71.6,71.32
152,T152,T152,Spike McRoy,93,-.28,71.76,71.48
153,T154,T154,Russ Cochran,61,-.31,71.34,71.03
154,T154,T154,Roland Thatcher,66,-.31,71.56,71.25
155,156,156,Rich Beem,81,-.32,71.99,71.67
156,157,157,Omar Uresti,85,-.33,71.34,71.01
157,T158,T158,Tommy Armour III,87,-.37,71.55,71.18
158,T158,T158,Jeff Brehaut,106,-.37,71.53,71.16
159,T158,T158,Rocco Mediate,53,-.37,71.67,71.3
160,161,161,D.J. Brigman,79,-.39,71.66,71.27
161,162,162,J.P. Hayes,79,-.41,71.55,71.14
162,T163,T163,Niclas Fasth,61,-.42,72.2,71.78
163,T163,T163,Dan Forsman,79,-.42,71.71,71.29
164,T163,T163,Scott Simpson,55,-.42,71.58,71.16
165,T166,T166,Pat Bates,99,-.43,71.37,70.94
166,T166,T166,Craig Perks,75,-.43,71.75,71.32
167,168,168,Aaron Baddeley,87,-.44,71.94,71.5
168,169,169,Steve Pate,71,-.45,71.57,71.12
169,170,170,David Branshaw,84,-.55,71.72,71.17
170,171,171,Roger Tambellini,81,-.57,72.09,71.52
171,172,172,Rich Barcelo,67,-.58,71.85,71.27
172,173,173,Len Mattiace,75,-.66,72.31,71.65
173,174,174,Mike Heinen,53,-.69,72.09,71.4
174,175,175,Tom Carter,113,-.72,71.94,71.22
175,176,176,Cliff Kresge,89,-.77,72.17,71.4
176,T177,T177,Blaine McCallister,68,-.78,72.19,71.41
177,T177,T177,Grant Waite,79,-.78,72.14,71.36
178,T179,T179,Kris Cox,73,-.80,72.13,71.33
179,T179,T179,Scott Hend,81,-.80,72.22,71.42
180,T179,T179,Tripp Isenhour,55,-.80,72.23,71.43
181,182,182,Ken Duke,89,-.81,72.01,71.2
182,183,183,Tommy Tolles,67,-.83,72.06,71.23
183,184,184,Brian Kortan,65,-.91,72.19,71.28
184,T185,T185,Dan Olsen,75,-.98,72.19,71.21
185,T185,T185,Gene Sauers,83,-.98,72.14,71.16
186,187,187,Andre Stolz,53,-.99,72.21,71.22
187,188,188,Esteban Toledo,92,-1.01,72.12,71.11
188,189,189,David Morland IV,73,-1.03,72.29,71.26
189,190,190,Guy Boros,64,-1.16,72.45,71.29
190,191,191,Mark Brooks,72,-1.17,72.51,71.34
191,192,192,Dicky Pride,66,-1.39,72.71,71.32
192,193,193,Hirofumi Miyase,65,-1.70,72.95,71.25
193,194,194,Chris Couch,55,-2.06,73.16,71.1
194,195,195,Kevin Muncrief,50,-2.24,73.24,71.0
195,196,196,David Gossett,57,-3.51,74.95,71.44
