,Birdie_Average_RANK THIS WEEK,Birdie_Average_RANK LAST WEEK,Birdie_Average_PLAYER NAME,Birdie_Average_ROUNDS,Birdie_Average_AVG,Birdie_Average_# OF BIRDIES,Birdie_Average_TOTAL ROUNDS
144,T145,T145,Pat Bates,99,3.32,322,97
145,T145,T145,Chad Campbell,100,3.32,309,93
146,T145,T145,J.P. Hayes,79,3.32,249,75
147,T148,T148,Tommy Armour III,87,3.3,287,87
148,T148,T148,Jay Delsing,76,3.3,241,73
149,T148,T148,Arron Oberholser,77,3.3,241,73
150,T148,T148,Steve Pate,71,3.3,228,69
151,T148,T148,Hidemichi Tanaka,89,3.3,294,89
152,T153,T153,Rocco Mediate,53,3.29,158,48
153,T153,T153,Mark O'Meara,58,3.29,191,58
154,T153,T153,Scott Simpson,55,3.29,181,55
155,T156,T156,Rich Barcelo,67,3.28,213,65
156,T156,T156,Russ Cochran,61,3.28,200,61
157,T156,T156,Todd Hamilton,92,3.28,289,88
158,T156,T156,Tim Herron,84,3.28,272,83
159,160,160,Roger Tambellini,81,3.27,255,78
160,T161,T161,Charles Howell III,104,3.26,329,101
161,T161,T161,Dan Olsen,75,3.26,238,73
162,T161,T161,Craig Perks,75,3.26,235,72
163,T161,T161,Andre Stolz,53,3.26,173,53
164,165,165,Craig Bowden,83,3.24,269,83
165,166,166,Gene Sauers,83,3.23,262,81
166,167,167,David Frost,78,3.22,251,78
167,T168,T168,John Cook,57,3.21,170,53
168,T168,T168,Spike McRoy,93,3.21,292,91
169,T168,T168,David Morland IV,73,3.21,234,73
170,T168,T168,Bob Tway,90,3.21,273,85
171,T172,T172,Tom Carter,113,3.19,351,110
172,T172,T172,Tripp Isenhour,55,3.19,169,53
173,T174,T174,Billy Mayfair,109,3.18,334,105
174,T174,T174,Nick Price,51,3.18,159,50
175,T174,T174,Omar Uresti,85,3.18,270,85
176,T177,T177,Kris Cox,73,3.17,225,71
177,T177,T177,Niclas Fasth,61,3.17,190,60
178,179,179,Mathias Grönberg,91,3.15,274,87
179,T180,T180,Guy Boros,64,3.14,201,64
180,T180,T180,Grant Waite,79,3.14,242,77
181,182,182,Ben Curtis,56,3.08,160,52
182,183,183,Esteban Toledo,92,3.07,276,90
183,184,184,Dan Forsman,79,3.04,234,77
184,T185,T185,Mark Brooks,72,3.03,212,70
185,T185,T185,Cliff Kresge,89,3.03,264,87
186,187,187,Craig Parry,52,3.0,150,50
187,188,188,Stephen Leaney,84,2.97,223,75
188,189,189,Len Mattiace,75,2.96,222,75
189,190,190,Hirofumi Miyase,65,2.94,185,63
190,191,191,Brian Kortan,65,2.92,181,62
191,192,192,Blaine McCallister,68,2.9,197,68
192,193,193,Kevin Muncrief,50,2.88,144,50
193,194,194,Dicky Pride,66,2.83,178,63
194,195,195,Peter Lonard,68,2.77,183,66
195,196,196,David Gossett,57,2.4,137,57
