,Reverse_Bounce_Back_RANK THIS WEEK,Reverse_Bounce_Back_RANK LAST WEEK,Reverse_Bounce_Back_PLAYER NAME,Reverse_Bounce_Back_ROUNDS,Reverse_Bounce_Back_% UNDER THEN OVER PAR,Reverse_Bounce_Back_TOTAL UNDER THEN OVER PAR,Reverse_Bounce_Back_UNDER PAR
34,35,35,Kevin Sutherland,86,13.79,36,261
35,T36,T36,Olin Browne,92,13.82,42,304
36,T36,T36,Ryan Palmer,103,13.82,51,369
37,38,38,Geoff Ogilvy,91,13.83,48,347
38,39,39,Jesper Parnevik,86,14.15,44,311
39,T40,T40,Bob Estes,73,14.23,34,239
40,T40,T40,Matt Kuchar,83,14.23,39,274
41,42,42,Bob Tway,90,14.34,38,265
42,43,43,Darren Clarke,54,14.37,25,174
43,44,44,Carl Pettersson,100,14.4,55,382
44,45,45,Sergio Garcia,65,14.41,34,236
45,T46,T46,Scott McCarron,88,14.43,44,305
46,T46,T46,Rory Sabbatini,89,14.43,44,305
47,48,48,Steve Allan,102,14.45,49,339
48,49,49,K.J. Choi,83,14.49,41,283
49,50,50,Stephen Ames,97,14.56,53,364
50,51,51,Brett Quigley,102,14.63,48,328
51,52,52,Tim Clark,84,14.68,43,293
52,53,53,Stuart Appleby,84,14.69,42,286
53,54,54,Briny Baird,100,14.71,50,340
54,55,55,J.P. Hayes,79,14.72,34,231
55,56,56,Steve Pate,71,14.73,33,224
56,57,57,Brent Geiberger,94,14.74,46,312
57,58,58,Davis Love III,85,14.93,40,268
58,59,59,Mark Hensby,97,14.96,51,341
59,60,60,Chris DiMarco,105,14.97,53,354
60,61,61,Kevin Na,100,14.98,46,307
61,62,62,Jeff Sluman,98,15.07,52,345
62,63,63,Justin Rose,77,15.09,40,265
63,64,64,Jay Williamson,100,15.12,49,324
64,T65,T65,Mark O'Meara,58,15.14,28,185
65,T65,T65,Kenny Perry,79,15.14,43,284
66,67,67,Dean Wilson,99,15.16,52,343
67,T68,T68,Daniel Chopra,108,15.18,58,382
68,T68,T68,Dudley Hart,60,15.18,29,191
69,70,70,Tom Byrum,83,15.24,41,269
70,71,71,Steve Flesch,109,15.34,58,378
71,72,72,David Toms,80,15.36,43,280
72,T73,T73,Jonathan Byrd,85,15.41,47,305
73,T73,T73,Joey Sindelar,100,15.41,51,331
74,75,75,Ben Crane,92,15.43,50,324
75,76,76,Paul Azinger,75,15.44,42,272
76,T77,T77,David Frost,78,15.45,38,246
77,T77,T77,Craig Perks,75,15.45,34,220
78,79,79,Hidemichi Tanaka,89,15.49,44,284
79,80,80,Vaughn Taylor,84,15.58,50,321
80,81,81,J.J. Henry,103,15.61,54,346
81,82,82,Rod Pampling,98,15.63,53,339
82,83,83,Tim Petrovic,111,15.65,54,345
83,84,84,Charles Howell III,104,15.67,50,319
84,85,85,Jason Dufner,79,15.69,43,274
85,T86,T86,Arjun Atwal,85,15.71,44,280
86,T86,T86,Brian Bateman,84,15.71,44,280
87,88,88,Greg Chalmers,70,15.75,40,254
88,89,89,Justin Leonard,90,15.77,44,279
89,90,90,Dan Forsman,79,15.91,35,220
90,91,91,Rocco Mediate,53,15.92,25,157
91,92,92,Bob Burns,88,15.93,43,270
92,93,93,Scott Hoch,52,16.09,28,174
93,94,94,Mark Wilson,62,16.1,33,205
94,95,95,Ted Purdy,114,16.14,67,415
95,96,96,J.L. Lewis,106,16.17,60,371
96,97,97,Carlos Franco,99,16.18,56,346
97,98,98,Woody Austin,94,16.19,57,352
98,99,99,Tom Lehman,70,16.21,41,253
99,100,100,Jay Delsing,76,16.23,37,228
100,101,101,Hunter Mahan,94,16.25,52,320
101,102,102,Michael Allen,87,16.26,47,289
102,103,103,Kris Cox,73,16.28,35,215
103,104,104,Shigeki Maruyama,93,16.31,53,325
104,105,105,Pat Perez,102,16.34,59,361
105,106,106,Joe Ogilvie,104,16.35,61,373
106,107,107,Brian Gay,96,16.36,53,324
107,108,108,Tag Ridings,53,16.39,30,183
108,109,109,Craig Barlow,80,16.42,45,274
109,110,110,Jonathan Kaye,79,16.53,41,248
110,111,111,Dennis Paulson,71,16.54,42,254
111,112,112,Deane Pappas,72,16.67,41,246
112,113,113,Heath Slocum,92,16.72,50,299
113,114,114,Steve Stricker,81,16.73,44,263
114,115,115,Spike McRoy,93,16.79,47,280
115,T116,T116,Fred Funk,97,16.82,54,321
116,T116,T116,Billy Mayfair,109,16.82,55,327
117,118,118,Esteban Toledo,92,16.86,44,261
118,119,119,Notah Begay III,71,16.88,40,237
119,120,120,Tommy Armour III,87,16.97,46,271
120,121,121,Lee Janzen,84,17.01,50,294
121,122,122,Stephen Leaney,84,17.05,37,217
122,123,123,Glen Day,101,17.06,58,340
123,124,124,John Riegger,53,17.16,29,169
124,125,125,Chad Campbell,100,17.17,51,297
125,126,126,John Daly,79,17.21,53,308
126,127,127,Hank Kuehne,91,17.48,54,309
127,T128,T128,Tim Herron,84,17.49,46,263
128,T128,T128,Corey Pavin,83,17.49,46,263
129,130,130,John Cook,57,17.5,28,160
130,131,131,Freddie Jacobson,83,17.57,52,296
131,132,132,Neal Lancaster,106,17.6,63,358
132,133,133,Luke Donald,72,17.65,42,238
133,134,134,Richard Johnson,102,17.71,62,350
134,135,135,Frank Lickliter II,89,17.72,56,316
135,136,136,Lucas Glover,95,17.74,58,327
136,137,137,Skip Kendall,99,17.77,59,332
137,138,138,Russ Cochran,61,17.86,35,196
138,T139,T139,David Peoples,82,17.87,47,263
139,T139,T139,Grant Waite,79,17.87,42,235
140,141,141,Jason Bohn,98,17.93,64,357
141,142,142,Guy Boros,64,18.04,35,194
142,T143,T143,Mark Calcavecchia,79,18.15,51,281
143,T143,T143,Steve Lowery,91,18.15,55,303
144,T143,T143,Omar Uresti,85,18.15,47,259
145,T146,T146,Robert Allenby,93,18.18,56,308
146,T146,T146,Craig Parry,52,18.18,26,143
147,148,148,Adam Scott,55,18.56,36,194
148,149,149,John Rollins,90,18.66,53,284
149,150,150,Craig Bowden,83,18.7,49,262
150,151,151,Kevin Muncrief,50,18.71,26,139
151,152,152,Bernhard Langer,59,18.72,35,187
152,153,153,Robert Damron,92,18.73,56,299
153,154,154,Nick Price,51,18.75,30,160
154,155,155,Zach Johnson,109,18.77,73,389
155,156,156,Tom Carter,113,18.82,64,340
156,157,157,Brad Faxon,94,18.88,54,286
157,158,158,Danny Briggs,85,18.91,52,275
158,T159,T159,Ken Duke,89,18.93,53,280
159,T159,T159,Jeff Maggert,60,18.93,39,206
160,161,161,Rich Beem,81,19.07,49,257
161,162,162,David Gossett,57,19.08,25,131
162,163,163,Dicky Pride,66,19.16,32,167
163,164,164,Mathias Grönberg,91,19.19,52,271
164,165,165,Blaine McCallister,68,19.47,37,190
165,166,166,Chris Smith,105,19.63,74,377
166,167,167,Fred Couples,54,19.68,37,188
167,168,168,Gene Sauers,83,19.69,51,259
168,169,169,Mark Brooks,72,19.7,40,203
169,170,170,Aaron Baddeley,87,19.93,54,271
170,171,171,Niclas Fasth,61,20.11,37,184
171,172,172,Steve Elkington,64,20.3,41,202
172,173,173,Cliff Kresge,89,20.31,52,256
173,174,174,Pat Bates,99,20.33,62,305
174,175,175,Kent Jones,99,20.35,69,339
175,176,176,John Huston,62,20.49,42,205
176,177,177,Brenden Pappas,111,20.62,80,388
177,178,178,David Morland IV,73,20.63,46,223
178,179,179,Dan Olsen,75,20.85,49,235
179,180,180,Len Mattiace,75,21.03,45,214
180,181,181,Jeff Brehaut,106,21.15,70,331
181,182,182,D.J. Brigman,79,21.26,54,254
182,183,183,Shaun Micheel,93,21.28,63,296
183,184,184,David Branshaw,84,21.54,56,260
184,185,185,Roger Tambellini,81,21.63,53,245
185,186,186,Rich Barcelo,67,22.0,44,200
186,187,187,Billy Andrade,104,22.13,79,357
187,188,188,Roland Thatcher,66,22.48,49,218
188,189,189,Scott Simpson,55,22.54,39,173
189,190,190,Tommy Tolles,67,22.84,53,232
190,191,191,Andre Stolz,53,23.67,40,169
191,192,192,Scott Hend,81,24.73,70,283
192,193,193,Hirofumi Miyase,65,25.28,45,178
193,194,194,Tripp Isenhour,55,25.61,42,164
194,195,195,Mike Heinen,53,25.84,46,178
195,196,196,Chris Couch,55,26.37,48,182
