,Late_Scoring_Average_RANK THIS WEEK,Late_Scoring_Average_RANK LAST WEEK,Late_Scoring_Average_PLAYER NAME,Late_Scoring_Average_ROUNDS,Late_Scoring_Average_AVG,Late_Scoring_Average_TOTAL STROKES,Late_Scoring_Average_TOTAL LATE ROUNDS
42,T42,T42,Dennis Paulson,71,70.69,2757,39
43,T42,T42,Kevin Sutherland,86,70.69,2545,36
44,T45,T45,Billy Andrade,104,70.7,3040,43
45,T45,T45,Jay Haas,84,70.7,3111,44
46,T47,T47,Sergio Garcia,65,70.71,2899,41
47,T47,T47,J.L. Lewis,106,70.71,3606,51
48,49,49,Briny Baird,100,70.73,3395,48
49,T50,T50,Richard Johnson,102,70.75,3396,48
50,T50,T50,Carl Pettersson,100,70.75,3396,48
51,T52,T52,Ted Purdy,114,70.76,4104,58
52,T52,T52,David Toms,80,70.76,2618,37
53,T54,T54,Robert Damron,92,70.77,3043,43
54,T54,T54,Davis Love III,85,70.77,3114,44
55,T56,T56,José Coceres,68,70.79,2407,34
56,T56,T56,Robert Gamez,103,70.79,3752,53
57,58,58,Frank Lickliter II,89,70.8,3257,46
58,59,59,J.J. Henry,103,70.81,3682,52
59,T60,T60,Bernhard Langer,59,70.83,1700,24
60,T60,T60,Adam Scott,55,70.83,2125,30
61,62,62,Duffy Waldorf,79,70.85,2905,41
62,63,63,Todd Fischer,104,70.87,3260,46
63,T64,T64,Cameron Beckman,99,70.88,3686,52
64,T64,T64,Daniel Chopra,108,70.88,3969,56
65,T64,T64,Neal Lancaster,106,70.88,3473,49
66,T64,T64,Justin Leonard,90,70.88,3048,43
67,T64,T64,Tom Pernice Jr.,103,70.88,3544,50
68,69,69,Matt Gogel,86,70.89,3261,46
69,70,70,Craig Barlow,80,70.9,2907,41
70,71,71,Michael Allen,87,70.92,2695,38
71,T72,T72,Jason Bohn,98,70.93,2908,41
72,T72,T72,Chad Campbell,100,70.93,3192,45
73,T72,T72,Bob Tway,90,70.93,2979,42
74,T75,T75,Jeff Maggert,60,70.94,2270,32
75,T75,T75,Ryan Palmer,103,70.94,3760,53
76,77,77,Heath Slocum,92,70.95,2838,40
77,T78,T78,Steve Allan,102,70.96,3406,48
78,T78,T78,Scott Hoch,52,70.96,1987,28
79,T78,T78,Freddie Jacobson,83,70.96,3193,45
80,81,81,Mark Calcavecchia,79,70.97,2768,39
81,T82,T82,John Cook,57,71.0,1917,27
82,T82,T82,Nick Price,51,71.0,1775,25
83,T84,T84,Greg Chalmers,70,71.03,2415,34
84,T84,T84,David Peoples,82,71.03,2841,40
85,T86,T86,Danny Ellis,81,71.05,2629,37
86,T86,T86,Hidemichi Tanaka,89,71.05,2842,40
87,T88,T88,Glen Day,101,71.07,2985,42
88,T88,T88,Corey Pavin,83,71.07,3127,44
89,T88,T88,Mike Weir,75,71.07,3056,43
90,91,91,Shigeki Maruyama,93,71.09,3341,47
91,92,92,Mark O'Meara,58,71.11,1991,28
92,93,93,Jeff Sluman,98,71.12,3627,51
93,T94,T94,Pat Bates,99,71.13,3201,45
94,T94,T94,Bob Burns,88,71.13,2774,39
95,T94,T94,J.P. Hayes,79,71.13,2205,31
96,T94,T94,Justin Rose,77,71.13,2276,32
97,98,98,Skip Kendall,99,71.14,3486,49
98,T99,T99,Lucas Glover,95,71.15,2917,41
99,T99,T99,Rod Pampling,98,71.15,3273,46
100,T99,T99,Brenden Pappas,111,71.15,3415,48
101,102,102,Jonathan Byrd,85,71.17,3274,46
102,103,103,Jay Williamson,100,71.18,3203,45
103,T104,T104,Hank Kuehne,91,71.2,3275,46
104,T104,T104,Scott McCarron,88,71.2,3275,46
105,T106,T106,Craig Bowden,83,71.22,2920,41
106,T106,T106,Lee Janzen,84,71.22,3205,45
107,T106,T106,Jonathan Kaye,79,71.22,2564,36
108,T106,T106,John Riegger,53,71.22,1923,27
109,110,110,Roland Thatcher,66,71.23,2208,31
110,111,111,Scott Simpson,55,71.26,1924,27
111,T112,T112,Paul Azinger,75,71.29,2709,38
112,T112,T112,Steve Lowery,91,71.29,3208,45
113,T112,T112,Joe Ogilvie,104,71.29,3636,51
114,115,115,Brian Bateman,84,71.3,2852,40
115,116,116,Kevin Na,100,71.32,3780,53
116,T117,T117,Alex Cejka,76,71.34,2497,35
117,T117,T117,Steve Elkington,64,71.34,2069,29
118,119,119,Steve Flesch,109,71.35,3924,55
119,T120,T120,Olin Browne,92,71.36,2997,42
120,T120,T120,José María Olazábal,56,71.36,1998,28
121,122,122,Aaron Baddeley,87,71.37,2712,38
122,T123,T123,Pat Perez,102,71.38,3212,45
123,T123,T123,Dean Wilson,99,71.38,3426,48
124,125,125,Brett Quigley,102,71.39,3641,51
125,126,126,Charles Howell III,104,71.4,3927,55
126,127,127,Billy Mayfair,109,71.42,3214,45
127,T128,T128,Jeff Brehaut,106,71.43,3500,49
128,T128,T128,Tim Petrovic,111,71.43,3857,54
129,T128,T128,Joey Sindelar,100,71.43,3500,49
130,T131,T131,Danny Briggs,85,71.44,2572,36
131,T131,T131,K.J. Choi,83,71.44,2929,41
132,T133,T133,Matt Kuchar,83,71.46,2930,41
133,T133,T133,Gene Sauers,83,71.46,2644,37
134,135,135,Craig Parry,52,71.48,1787,25
135,136,136,Ken Duke,89,71.5,2717,38
136,137,137,Hunter Mahan,94,71.51,3218,45
137,T138,T138,Brad Faxon,94,71.52,3004,42
138,T138,T138,Todd Hamilton,92,71.52,3004,42
139,T140,T140,Tripp Isenhour,55,71.54,1717,24
140,T140,T140,Stephen Leaney,84,71.54,2504,35
141,142,142,Chris Smith,105,71.55,3792,53
142,143,143,Chris Riley,78,71.58,2863,40
143,T144,T144,Jay Delsing,76,71.62,2650,37
144,T144,T144,Brian Gay,96,71.62,3581,50
145,146,146,Omar Uresti,85,71.63,2722,38
146,147,147,Guy Boros,64,71.64,2006,28
147,148,148,Rich Beem,81,71.68,2652,37
148,149,149,D.J. Brigman,79,71.69,2509,35
149,150,150,Deane Pappas,72,71.71,2725,38
150,T151,T151,Mike Heinen,53,71.73,1578,22
151,T151,T151,Steve Pate,71,71.73,2152,30
152,T153,T153,Darren Clarke,54,71.74,1937,27
153,T153,T153,Tim Herron,84,71.74,3085,43
154,T153,T153,Tag Ridings,53,71.74,1650,23
155,156,156,John Rollins,90,71.75,2870,40
156,157,157,Mathias Grönberg,91,71.76,2655,37
157,158,158,Fred Couples,54,71.79,2369,33
158,159,159,Tommy Armour III,87,71.86,3018,42
159,160,160,Scott Hend,81,71.87,2731,38
160,T161,T161,Dicky Pride,66,71.88,1869,26
161,T161,T161,Mark Wilson,62,71.88,1797,25
162,163,163,Dan Forsman,79,71.89,2660,37
163,164,164,Rocco Mediate,53,71.9,1438,20
164,165,165,Peter Lonard,68,71.91,2301,32
165,166,166,Russ Cochran,61,71.93,1942,27
166,167,167,Dudley Hart,60,71.96,2015,28
167,168,168,David Frost,78,71.97,2447,34
168,T169,T169,Arjun Atwal,85,72.0,2736,38
169,T169,T169,Len Mattiace,75,72.0,2448,34
170,171,171,David Branshaw,84,72.08,2595,36
171,T172,T172,Notah Begay III,71,72.1,2163,30
172,T172,T172,Shaun Micheel,93,72.1,2956,41
173,174,174,Rich Barcelo,67,72.13,2164,30
174,175,175,Cliff Kresge,89,72.15,2958,41
175,T176,T176,Tommy Tolles,67,72.18,2382,33
176,T176,T176,Grant Waite,79,72.18,2743,38
177,T178,T178,Chris Couch,55,72.27,1879,26
178,T178,T178,Spike McRoy,93,72.27,2963,41
179,T178,T178,Craig Perks,75,72.27,2385,33
180,T181,T181,Blaine McCallister,68,72.32,2242,31
181,T181,T181,David Morland IV,73,72.32,2676,37
182,183,183,Steve Stricker,81,72.35,2677,37
183,184,184,Esteban Toledo,92,72.36,3039,42
184,185,185,Ben Curtis,56,72.37,1954,27
185,186,186,Brian Kortan,65,72.46,2029,28
186,187,187,Tom Carter,113,72.51,3408,47
187,188,188,Niclas Fasth,61,72.56,1814,25
188,189,189,Andre Stolz,53,72.64,1816,25
189,190,190,Roger Tambellini,81,72.67,2834,39
190,191,191,Mark Brooks,72,72.76,2401,33
191,192,192,Hirofumi Miyase,65,72.9,2187,30
192,193,193,Kris Cox,73,72.95,2699,37
193,194,194,Dan Olsen,75,73.06,2338,32
194,195,195,Kevin Muncrief,50,73.59,1619,22
195,196,196,David Gossett,57,74.71,2092,28
