,Presidents_Cup_International_RANK THIS WEEK,Presidents_Cup_International_RANK LAST WEEK,Presidents_Cup_International_PLAYER NAME,Presidents_Cup_International_EVENTS,Presidents_Cup_International_AVG POINTS,Presidents_Cup_International_TOTAL POINTS,Presidents_Cup_International_POINTS LOST,Presidents_Cup_International_POINTS GAINED
69,70,65.0,Jacques Blaauw,45,0.79,35.56,-13.98,29.49
70,71,67.0,Jang Dong-Kyu,47,0.79,36.93,-9.95,37.22
71,72,69.0,Jaco Van Zyl,40,0.78,31.28,-43.92,12.66
72,73,71.0,Ashun Wu,46,0.78,35.75,-36.69,7.87
73,74,83.0,Thaworn Wiratchant,51,0.78,39.61,-47.73,23.41
74,75,76.0,Tomohiro Kondo,46,0.76,35.19,-23.21,19.04
75,76,72.0,Kazuhiro Yamashita,47,0.76,35.72,-25.61,16.67
76,77,80.0,Steven Alker,44,0.73,32.33,-12.2,25.13
77,78,81.0,Jake Roos,52,0.73,38.15,-23.71,34.45
78,79,74.0,K.T. Kim,51,0.73,37.31,-40.67,17.95
79,80,73.0,Ulrich Van den Berg,52,0.73,38.01,-14.45,30.07
80,81,78.0,P. Tangkamolpraser,40,0.73,29.11,-4.74,29.76
81,82,103.0,Jung-gon Hwang,51,0.73,37.02,-31.09,23.95
82,83,77.0,Brad Kennedy,47,0.72,33.93,-31.38,12.96
83,84,79.0,Danny Lee,52,0.72,37.44,-21.01,32.71
84,85,84.0,Jhonattan Vegas,40,0.71,28.58,-10.16,30.06
85,86,89.0,I J Jang,51,0.71,36.3,-29.08,22.97
86,87,85.0,Katsumasa Miyamoto,45,0.71,31.97,-13.13,26.11
87,88,82.0,Seuk-hyun Baek,48,0.71,34.08,-20.39,20.29
88,89,88.0,Tim Wilkinson,49,0.7,34.24,-18.16,23.98
89,90,86.0,Wade Ormsby,45,0.69,31.22,-18.67,20.69
90,91,102.0,Hur In-hoi,44,0.69,30.35,-5.8,24.72
91,92,111.0,Adilson da Silva,51,0.68,34.62,-23.61,22.61
92,93,87.0,Marcus Fraser,40,0.68,27.03,-54.03,
93,94,90.0,Trevor Fisher Jr,45,0.65,29.35,-21.33,23.92
94,95,91.0,Masahiro Kawamura,51,0.64,32.47,-25.16,7.82
95,96,92.0,Dawie van der Walt,52,0.63,32.59,-27.96,20.9
96,97,93.0,Mark Tullo,52,0.63,32.58,-15.29,25.32
97,98,105.0,Taichi Teshima,43,0.62,26.67,-11.23,24.22
98,99,94.0,Mike Weir,50,0.61,30.7,-7.21,29.3
99,100,95.0,Cameron Percy,52,0.6,31.32,-21.41,22.75
100,101,114.0,Cameron Smith,40,0.6,23.87,-4.51,24.83
101,102,98.0,Brad Fritsch,52,0.6,30.96,-22.16,22.54
102,103,96.0,Garth Mulroy,52,0.59,30.86,-36.27,12.95
103,104,99.0,Justin Walters,52,0.59,30.68,-29.32,12.69
104,105,100.0,Juvic Pagunsan,44,0.59,25.79,-24.07,18.92
105,106,97.0,Merrick Bremner,50,0.59,29.3,-16.31,19.16
106,107,101.0,Shunsuke Sonoda,40,0.58,23.28,-19.82,4.78
107,108,117.0,Yoshitaka Takeya,40,0.58,23.08,-0.8,23.89
108,109,107.0,Jean Hugo,52,0.57,29.8,-14.05,23.02
109,110,106.0,Matthew Griffin,41,0.56,23.08,-15.63,13.61
110,111,104.0,Jin Jeong,44,0.56,24.5,-14.33,10.68
111,112,108.0,Scott Strange,40,0.55,21.9,-16.52,10.24
112,113,109.0,Richard Lee,40,0.55,21.89,-9.4,18.7
113,114,110.0,Gaganjeet Bhullar,52,0.55,28.38,-41.33,11.45
114,115,112.0,Haydn Porteous,40,0.54,21.76,-1.6,23.36
115,116,113.0,Fabián Gómez,52,0.54,27.99,-15.53,17.19
116,117,115.0,Sung Kang,52,0.52,27.07,-15.46,9.74
117,118,135.0,Angelo Que,45,0.52,23.26,-18.24,10.04
118,119,116.0,Michio Matsumura,47,0.52,24.24,-19.49,16.36
119,120,122.0,Jaco Ahlers,45,0.51,23.14,-12.92,17.64
120,121,119.0,SSP Chawrasia,52,0.51,26.66,-15.72,21.04
121,122,120.0,Trevor Immelman,52,0.51,26.5,-25.64,13.14
122,123,121.0,Adam Bland,40,0.51,20.3,-6.02,15.49
123,124,118.0,Mike Hendry,50,0.51,25.37,-25.1,16.0
124,125,152.0,Marcelo Rozo,40,0.5,20.12,-5.87,16.23
125,126,123.0,Ricardo Gonzalez,49,0.5,24.34,-19.72,10.7
126,127,125.0,Rashid Khan,40,0.49,19.78,-8.13,19.03
127,128,127.0,Sang-hee Lee,45,0.49,22.17,-15.31,12.8
128,129,124.0,Mark Brown,40,0.49,19.68,-16.16,12.38
129,130,129.0,Masanori Kobayashi,52,0.48,25.19,-31.59,
130,131,128.0,S.K. Ho,48,0.48,23.04,-18.33,8.85
131,132,126.0,Nicholas Fung,41,0.48,19.64,-13.61,2.92
132,133,133.0,Keith Horne,52,0.48,24.84,-16.48,25.11
133,134,134.0,David McKenzie,40,0.48,19.0,-8.23,12.0
134,135,131.0,Brendan Jones,40,0.47,18.97,-36.59,6.4
135,136,132.0,Jared Harvey,45,0.47,21.21,-6.8,16.37
136,137,137.0,Ashley Hall,52,0.47,24.5,-15.11,14.12
137,138,138.0,Jake Higginbottom,40,0.47,18.79,-13.51,13.45
138,139,136.0,Titch Moore,51,0.46,23.55,-10.66,17.33
139,140,144.0,Tjaart van der Walt,41,0.46,18.86,-15.64,3.77
140,141,140.0,Tyrone Van Aswegen,52,0.46,23.87,-14.26,20.45
141,142,141.0,Daisuke Kataoka,52,0.45,23.65,-13.49,13.87
142,143,142.0,Sihwan Kim,50,0.45,22.71,-18.01,9.25
143,144,143.0,Dimi Papadatos,40,0.45,18.16,-6.14,18.03
144,145,139.0,Young-han Song,42,0.45,18.82,-9.48,9.94
145,146,145.0,Toru Taniguchi,41,0.45,18.35,-27.96,11.59
146,147,146.0,Terry Pilkadaris,52,0.44,23.07,-6.43,20.8
147,148,147.0,Kim Hyung-Tae,40,0.44,17.65,-8.47,9.12
148,149,149.0,Xinjun Zhang,40,0.44,17.6,-2.48,17.88
149,150,151.0,Miguel Tabuena,40,0.44,17.47,-4.32,16.0
150,151,150.0,Robert Allenby,52,0.43,22.54,-12.2,18.94
151,152,148.0,Arnond Vongvanij,40,0.43,17.34,-19.32,8.92
152,153,163.0,Andrew Dodt,46,0.43,19.7,-7.98,17.45
153,154,158.0,Rod Pampling,51,0.42,21.21,-15.12,17.29
154,155,169.0,Rahil Gangjee,40,0.42,16.62,-6.76,14.5
155,156,154.0,Greg Chalmers,52,0.41,21.5,-38.28,15.25
156,157,155.0,Ki-Tack Kwon,40,0.41,16.49,-0.73,17.21
157,158,156.0,Roger Sloan,42,0.41,17.23,-3.86,15.28
158,159,153.0,Toshinori Muto,46,0.41,18.81,-29.4,7.92
159,160,159.0,Nathan Holman,40,0.4,16.11,-6.6,8.45
160,161,157.0,Wallie Coetsee,47,0.4,18.85,-5.38,18.93
161,162,160.0,Hyun-woo Ryu,52,0.4,20.73,-27.37,8.1
162,163,161.0,Scott Gardiner,52,0.4,20.7,-20.94,14.27
163,164,162.0,Yuki Kono,40,0.39,15.68,-10.93,1.31
164,165,177.0,Marcus Both,43,0.39,16.65,-3.36,17.29
165,166,165.0,Kim Tae-hoon,40,0.38,15.39,-8.89,5.16
166,167,167.0,HaoTong Li,40,0.38,15.19,-3.62,12.81
167,168,164.0,Tetsuji Hiratsuka,52,0.38,19.69,-19.94,5.72
168,169,166.0,Charlie Wi,52,0.38,19.69,-32.64,11.88
169,170,183.0,Hidemasa Hoshino,40,0.37,14.92,-7.49,6.64
170,171,168.0,Jyoti Randhawa,40,0.37,14.84,-9.29,7.19
171,172,170.0,Bryden MacPherson,40,0.37,14.64,-3.99,7.47
172,173,172.0,Sattaya Supupramai,40,0.36,14.58,-4.02,11.49
173,174,171.0,IlHwan Park,40,0.36,14.52,-4.12,11.74
174,175,174.0,Ryutaro Nagano,41,0.36,14.87,-7.18,10.28
175,176,176.0,Steven Jeffress,40,0.36,14.4,-2.16,13.2
176,177,173.0,Daisuke Maruyama,46,0.36,16.48,-13.99,3.96
177,178,175.0,Jeunghun Wang,40,0.36,14.31,-5.18,13.43
178,179,178.0,Wen-Tang Lin,40,0.35,14.04,-8.93,9.9
179,180,179.0,Gunn Charoenkul,40,0.35,14.03,-8.31,9.82
180,181,180.0,Atiwit Janewattanano,40,0.35,13.96,-4.62,9.29
181,182,181.0,Woo-Hyun Kim,40,0.35,13.86,-1.42,13.86
182,183,182.0,Elmer Salvador,40,0.34,13.75,-9.21,6.0
183,184,184.0,Rhein Gibson,40,0.34,13.65,-5.08,7.5
184,185,185.0,Aron Price,52,0.34,17.45,-8.98,9.16
185,186,186.0,Yoshinobu Tsukada,51,0.33,16.97,-16.69,5.54
186,187,187.0,Yasuharu Imano,40,0.33,13.3,-9.02,8.75
187,188,208.0,Brandon Stone,40,0.33,13.25,-3.97,11.07
188,189,188.0,Julián Etulain,41,0.33,13.54,-5.14,10.34
189,190,190.0,Ryan Fox,40,0.33,13.12,-6.52,10.1
190,191,189.0,Kunihiro Kamii,45,0.32,14.53,-22.73,2.89
191,192,191.0,Satoshi Tomiyama,40,0.32,12.8,-8.68,3.04
192,193,192.0,Yosuke Tsukada,40,0.32,12.79,-5.58,7.17
193,194,195.0,Hung Chien-yao,40,0.32,12.63,-7.05,5.63
194,195,193.0,Tadahiro Takayama,44,0.32,13.88,-9.1,9.02
195,196,194.0,Tano Goya,52,0.32,16.38,-7.34,18.07
196,197,203.0,José de Jesús Rodríguez,43,0.31,13.49,-12.23,5.3
197,198,201.0,Jun-won Park,40,0.31,12.44,-5.26,11.88
198,199,197.0,Chawalit Plaphol,40,0.31,12.42,-11.25,8.4
199,200,196.0,James Kingston,51,0.31,15.82,-17.53,5.39
200,201,202.0,Ki Sang Lee,40,0.31,12.39,-3.46,12.7
201,202,200.0,Daniel Gaunt,52,0.31,16.1,-10.06,9.09
202,203,199.0,Gareth Paddison,40,0.31,12.37,-11.54,7.68
203,204,204.0,Ho Sung Choi,52,0.31,16.02,-12.51,6.5
204,205,198.0,Lyle Rowe,51,0.31,15.69,-3.06,14.0
205,206,206.0,Panuphol Pittayarat,41,0.31,12.56,-8.8,5.02
206,207,207.0,Bronson La'Cassie,52,0.3,15.83,-14.42,3.71
207,208,205.0,Neil Schietekat,50,0.3,15.08,-5.36,12.53
208,209,245.0,PH McIntyre,49,0.3,14.72,-7.6,10.27
209,210,209.0,Nick Taylor,40,0.3,11.83,-3.82,9.4
210,211,210.0,Louis de Jager,40,0.29,11.76,-6.63,9.54
211,212,211.0,Jack Wilson,40,0.29,11.62,-7.18,1.4
212,213,214.0,Whee Kim,51,0.29,14.67,-13.37,10.44
213,214,212.0,Mathew Goggin,52,0.29,14.92,-15.86,5.27
214,215,213.0,D.H. Lee,51,0.29,14.6,-21.12,2.21
215,216,216.0,Ryan Yip,40,0.28,11.21,-2.01,10.11
216,217,215.0,Nick Cullen,40,0.28,11.15,-15.46,
217,218,219.0,Oscar Fraustro,52,0.27,14.07,-11.21,11.03
218,219,218.0,Danny Chia,40,0.27,10.81,-5.55,9.95
219,220,217.0,Andrew Curlewis,50,0.27,13.39,-8.92,5.59
220,221,220.0,Dong Seop Maeng,40,0.27,10.68,-3.6,7.92
221,222,250.0,Nobuhiro Masuda,40,0.26,10.47,-2.25,10.96
222,223,221.0,Scott Barr,41,0.26,10.68,-8.12,7.04
223,224,224.0,Arie Ahmad Irawan,40,0.26,10.28,-0.95,9.81
224,225,223.0,Shigeru Nonaka,40,0.26,10.21,-7.82,2.65
225,226,222.0,Oliver Bekker,52,0.25,13.22,-12.02,7.87
226,227,225.0,Choi Joon-woo,40,0.25,10.13,-2.06,8.4
227,228,226.0,Brett Drewitt,40,0.25,10.05,-1.04,11.09
228,229,228.0,Christiaan Basson,48,0.25,11.94,-7.16,8.49
229,230,229.0,Dohoon Kim,40,0.25,9.9,-9.07,2.4
230,231,231.0,Gi-Whan Kim,52,0.24,12.71,-10.5,5.4
231,232,230.0,Manuel Villegas,46,0.24,11.25,-7.67,7.07
232,233,227.0,Justin Harding,46,0.24,11.17,-7.33,9.95
233,234,232.0,Ryan Williams,40,0.24,9.62,-2.09,7.8
234,235,234.0,Annop Tangkamolprasert,40,0.24,9.61,-0.7,10.31
235,236,235.0,Kurt Barnes,44,0.24,10.41,-11.59,5.39
236,237,233.0,Azuma Yano,46,0.24,10.89,-10.95,1.2
237,238,236.0,James Nitties,52,0.24,12.27,-7.2,6.46
238,239,237.0,Todd Baek,40,0.24,9.4,-1.98,8.46
239,240,238.0,Miguel Angel Carballo,52,0.23,12.03,-9.13,5.12
240,241,244.0,Tae Hee Lee,43,0.23,9.87,-5.56,7.4
241,242,239.0,Alistair Presnell,52,0.23,11.89,-15.67,8.4
242,243,240.0,Heung-Chol Joo,40,0.23,9.11,-2.87,7.56
243,244,243.0,Steve Allan,40,0.23,9.1,-2.19,9.54
244,245,241.0,Lee Dong-Min,40,0.23,9.06,-2.9,8.5
245,246,247.0,Poom Saksansin,40,0.22,8.98,-0.69,9.67
246,247,242.0,Pariya Junhasavasdikul,41,0.22,9.19,-9.06,3.07
247,248,246.0,Colin Nel,46,0.22,10.1,-5.76,8.51
248,249,261.0,Hiroo Kawai,40,0.22,8.71,-4.96,6.24
249,250,251.0,Y.E. Yang,52,0.22,11.32,-22.26,6.57
250,251,248.0,JJ Senekal,42,0.22,9.12,-3.44,7.25
251,252,249.0,Dean Burmester,49,0.22,10.6,-7.52,7.43
252,253,252.0,Akio Sadakata,40,0.21,8.47,-9.07,3.95
253,254,344.0,Unho Park,40,0.21,8.39,-5.18,3.78
254,255,253.0,Adam Crawford,52,0.21,10.89,-5.83,7.27
255,256,336.0,Kazuhiko Hosokawa,40,0.2,8.16,-4.31,5.83
256,257,255.0,Namchoak Tantipokakul,40,0.2,8.13,-7.88,2.75
257,258,254.0,Warren Abery,47,0.2,9.43,-5.1,4.13
258,259,257.0,Dylan Frittelli,46,0.2,9.2,-11.76,
259,260,259.0,Andrés Echavarría,47,0.19,9.15,-7.62,7.96
260,261,258.0,Lee Chang-woo,40,0.19,7.69,-4.87,1.88
261,262,256.0,Matthew Stieger,41,0.19,7.83,-9.7,3.6
262,263,260.0,Steve Dartnall,40,0.19,7.46,-3.54,7.32
263,264,262.0,Thanyakorn Khrongpha,42,0.19,7.84,-4.63,5.25
264,265,263.0,Gavin Kyle Green,40,0.19,7.42,-2.87,6.0
265,266,265.0,Weitze Yeh,40,0.19,7.42,-2.95,5.03
266,267,264.0,Michael Hollick,46,0.18,8.45,-6.5,1.4
267,268,268.0,Erik van Rooyen,40,0.18,7.14,-0.32,7.46
268,269,267.0,Armando Favela,40,0.18,7.08,-4.17,6.0
269,270,269.0,Roberto Díaz,40,0.18,7.04,-0.94,7.98
270,271,271.0,Yuki Inamori,40,0.18,7.02,0.0,7.02
271,272,272.0,Rattanon Wannasrichan,40,0.17,6.93,-0.54,6.13
272,273,307.0,Tommy Cocha,44,0.17,7.61,-4.92,7.92
273,274,270.0,Aaron Townsend,47,0.17,8.11,-10.52,2.4
274,275,273.0,Masaru Takahashi,40,0.17,6.83,-2.55,3.38
275,276,320.0,Sam Brazel,40,0.17,6.8,-2.46,4.7
276,277,266.0,Peter Senior,40,0.17,6.78,-17.71,
277,278,276.0,Fernando Mechereffe,43,0.17,7.28,-6.19,2.99
278,279,274.0,Nick O'Hern,47,0.17,7.91,-13.55,
279,280,277.0,Atomu Shigenaga,40,0.17,6.6,-1.1,6.64
280,281,280.0,Michael Gligic,40,0.17,6.6,-2.74,6.6
281,282,275.0,Michael Wright,40,0.16,6.58,-5.28,1.2
282,283,278.0,Jason Scrivener,40,0.16,6.56,-3.38,2.46
283,284,279.0,David Smail,45,0.16,7.26,-10.22,2.55
284,285,282.0,Steven Conran,40,0.16,6.37,-7.25,3.4
285,286,285.0,Ryuji Masaoka,40,0.16,6.36,-0.37,6.73
286,287,283.0,Mithun Perera,40,0.16,6.33,-7.52,2.03
287,288,284.0,David Bransdon,40,0.16,6.25,-5.89,5.4
288,289,281.0,Ruan de Smidt,51,0.16,7.92,-10.76,3.55
289,290,286.0,David Klein,40,0.16,6.21,-2.01,6.4
290,291,288.0,Pijit Petkasem,40,0.16,6.2,-0.08,6.28
291,292,287.0,Alexandre Rocha,51,0.15,7.85,-14.64,1.2
292,293,289.0,Keiichiro Fukabori,42,0.15,6.39,-6.87,1.37
293,294,291.0,Peter Karmis,40,0.15,6.04,-2.27,3.89
294,295,290.0,Jorge Fernández-Valdés,52,0.15,7.84,-8.01,2.51
295,296,293.0,Greg Machtaler,40,0.15,6.0,0.0,6.0
296,297,295.0,Adam Stephens,40,0.15,6.0,0.0,6.0
297,298,335.0,Do-Hoon Kim,49,0.15,7.35,-15.88,2.8
298,299,298.0,Nathan Green,48,0.15,7.08,-7.71,3.45
299,300,296.0,Si Woo Kim,40,0.15,5.89,-1.76,5.6
300,301,294.0,Iain Steel,40,0.15,5.87,-5.22,
301,302,297.0,Airil-rizman Zahari,40,0.15,5.85,-2.49,3.6
302,303,332.0,Tyrone Ferreira,50,0.15,7.25,-3.62,7.26
303,304,299.0,Daniel Alfredo Vancsik,46,0.14,6.67,-8.42,4.19
304,305,301.0,Jay Bayron,40,0.14,5.78,-0.42,6.21
305,306,302.0,Kodai Ichihara,40,0.14,5.77,-3.26,4.73
306,307,305.0,Ray Beaufils,40,0.14,5.77,-0.53,6.3
307,308,306.0,Peter Campbell,40,0.14,5.75,-0.39,6.14
308,309,300.0,Chih-Bing Lam,40,0.14,5.75,-4.91,3.43
309,310,303.0,Shaaban Hussin,40,0.14,5.74,-2.58,3.0
310,311,292.0,Desvonde Botes,43,0.14,6.13,-11.6,
311,312,304.0,Rory Hie,41,0.14,5.83,-5.64,1.32
312,313,309.0,Rufino Bayron,40,0.14,5.67,-0.33,6.0
313,314,311.0,Lucas Lee,40,0.14,5.6,-3.34,3.9
314,315,310.0,Mackenzie Hughes,40,0.14,5.6,-4.83,
315,316,308.0,Joong Kyung Mo,51,0.14,7.13,-8.68,3.09
316,317,312.0,David Vanegas,40,0.14,5.6,-2.87,6.0
317,318,314.0,Ryosuke Kinoshita,40,0.14,5.57,0.0,5.57
318,319,315.0,Kyongjun Moon,40,0.14,5.49,-1.04,4.8
319,320,316.0,CJ Plessis,40,0.14,5.44,-0.37,5.81
320,321,313.0,Benjamín Alvarado,40,0.13,5.39,-9.34,
321,322,317.0,R Nachimuthu,40,0.13,5.33,-3.65,3.6
322,323,318.0,Quincy Quek,41,0.13,5.4,-4.18,3.84
323,324,319.0,Scott Laycock,40,0.13,5.21,-7.01,1.8
324,325,321.0,Leroux Ferreira,40,0.13,5.2,-0.61,5.8
325,326,325.0,Jin Park,43,0.13,5.57,-5.25,3.77
326,327,328.0,Hugo León,43,0.13,5.54,-4.8,2.51
327,328,322.0,Puma Dominguez,40,0.13,5.15,-3.06,3.72
328,329,326.0,Khor Kheng-Hwai,40,0.13,5.15,-0.07,5.22
329,330,323.0,Anthony Summers,40,0.13,5.13,-2.41,6.0
330,331,327.0,Ross Wellington,40,0.13,5.08,-2.35,4.2
331,332,329.0,Mitsuhiko Hashizume,40,0.13,5.02,-3.68,4.2
332,333,324.0,Mardan Mamat,45,0.13,5.63,-9.21,2.8
333,334,330.0,Martin du Toit,40,0.12,4.92,-4.75,
334,335,331.0,S.S. Hong,40,0.12,4.86,-6.27,
335,336,334.0,Wisut Artjanawat,40,0.12,4.86,-2.65,6.0
336,337,333.0,Scott Arnold,52,0.12,6.25,-2.43,3.24
337,338,341.0,Tirawat Kaewsiribandt,40,0.12,4.8,0.0,4.8
338,339,337.0,Josh Geary,40,0.12,4.74,-4.98,
339,340,338.0,Bryce Easton,52,0.12,6.12,-9.34,2.79
340,341,346.0,David Lutterus,40,0.12,4.69,-1.02,3.21
341,342,347.0,Camilo Benedetti,48,0.12,5.61,-9.93,1.2
342,343,340.0,Mu Hu,40,0.12,4.68,-6.47,1.44
343,344,342.0,Yui Ueda,40,0.12,4.67,-5.61,4.08
344,345,339.0,Jason Norris,40,0.12,4.67,-6.57,
345,346,350.0,José Toledo,40,0.12,4.66,-0.91,3.54
346,347,345.0,Rafael Echenique,40,0.12,4.66,-5.55,1.71
347,348,343.0,Lindsay Renolds,40,0.12,4.64,-5.96,
348,349,349.0,Donlaphatchai Niyomchon,40,0.12,4.63,-0.27,4.9
349,350,348.0,Nelson Ledesma,40,0.12,4.61,-3.68,4.97
350,351,352.0,Hsieh Tung-shu,40,0.12,4.61,-0.22,4.83
351,352,354.0,Hyowon Park,40,0.11,4.54,-0.34,4.88
352,353,351.0,Chiragh Kumar,40,0.11,4.54,-3.9,1.4
353,354,355.0,Cory Renfrew,40,0.11,4.52,-4.01,2.87
354,355,353.0,Max Gilbert,40,0.11,4.52,-2.61,1.32
355,356,426.0,Wen-Teh Lu,40,0.11,4.47,-3.16,1.49
356,357,357.0,Eugene Wong,40,0.11,4.44,-6.2,3.0
357,358,360.0,Zecheng Dou,40,0.11,4.4,-0.46,4.86
358,359,356.0,Jake Redman,41,0.11,4.47,-2.46,3.71
359,360,359.0,Ryan Cairns,41,0.11,4.46,-5.16,1.96
360,361,371.0,Koh Deng-shan,40,0.11,4.33,-1.15,3.6
361,362,361.0,Brady Watt,40,0.11,4.34,-2.59,2.45
362,363,369.0,Adam Cornelson,40,0.11,4.32,0.0,4.32
363,364,362.0,Sebastián Vázquez,42,0.11,4.5,-4.82,3.7
364,365,363.0,Cho Min-jun,51,0.11,5.47,-7.88,1.2
365,366,358.0,Vaughn Groenewald,52,0.11,5.53,-9.57,1.28
366,367,364.0,Chinnarat Phadungsil,40,0.11,4.25,-6.06,1.2
367,368,368.0,Ryuko Tokimatsu,40,0.11,4.25,-2.52,1.2
368,369,370.0,Heinrich Bruiners,40,0.11,4.24,-2.61,1.37
369,370,373.0,Jack Munro,40,0.1,4.19,-0.61,4.8
370,371,372.0,Jakraphan Premsirigorn,40,0.1,4.18,-4.13,
371,372,365.0,Kyung-Nam Kang,40,0.1,4.17,-10.78,
372,373,366.0,Matt Carvell,50,0.1,5.18,-4.7,4.01
373,374,367.0,Daehyun Kim,40,0.1,4.14,-9.15,3.26
374,375,374.0,Hyun Bin Park,44,0.1,4.55,-7.33,1.2
375,376,375.0,Poosit Supupramai,40,0.1,4.12,-0.61,4.72
376,377,,Rafael Campos,40,0.1,4.07,-2.79,3.9
