,PGA_Championship_Points_RANK THIS WEEK,PGA_Championship_Points_RANK LAST WEEK,PGA_Championship_Points_PLAYER NAME,PGA_Championship_Points_EVENTS,PGA_Championship_Points_POINTS
71,72,72,Andres Romero,4,160190
72,73,73,Stewart Cink,3,151017
73,74,74,Brooks Koepka,2,149619
74,75,75,Daniel Summerhays,4,149094
75,76,76,Jamie Donaldson,2,148500
76,T77,T77,Brad Fritsch,2,148400
77,T77,T77,Kevin Kisner,2,148400
78,79,79,Ian Poulter,4,147275
79,80,80,Charles Howell III,5,143207
80,81,81,Kevin Streelman,5,142764
81,82,82,Ricky Barnes,3,141249
82,83,83,Brian Harman,6,139730
83,84,84,Paul Casey,3,136980
84,85,85,Francesco Molinari,3,131359
85,86,86,Brendon de Jonge,5,130400
86,87,87,Tim Clark,5,129566
87,88,88,Jason Kokrak,3,129349
88,89,89,Matt Jones,5,127942
89,T90,T90,Marc Warren,1,127889
90,T90,T90,Bernd Wiesberger,1,127889
91,92,92,Erik Compton,4,126680
92,93,93,Joost Luiten,2,125750
93,94,94,Ben Crane,5,120067
94,95,95,Rod Pampling,1,120000
95,96,96,Jason Allred,2,118507
96,97,97,Harris English,5,118000
97,98,98,Scott Piercy,2,116600
98,99,99,Ryo Ishikawa,4,114441
99,100,100,Alexander Levy,2,108500
100,101,101,Branden Grace,2,107375
101,102,102,Jason Bohn,4,104210
102,103,103,Luke Donald,4,103600
103,104,104,Richard Sterne,3,102232
104,105,105,Fabrizio Zanotti,2,100575
105,106,106,Tim Wilkinson,2,99680
106,107,107,George McNeill,4,99367
107,108,108,Vijay Singh,3,98110
108,109,109,Thomas Bjørn,2,97500
109,110,110,Shawn Stefani,4,93693
110,111,111,Sangmoon Bae,2,92750
111,112,112,Jonas Blixt,3,91420
112,113,113,Matt Every,5,89580
113,114,114,Scott Stallings,5,86575
114,115,115,Kyle Stanley,2,84000
115,116,116,Brendan Steele,4,82907
116,117,117,David Toms,3,81900
117,118,118,Hudson Swafford,2,76812
118,119,119,Danny Lee,4,75930
119,120,120,Bryce Molder,3,75394
120,121,121,Jeff Overton,4,74867
121,122,122,Kenny Perry,1,71000
122,123,123,Thorbjørn Olesen,2,69810
123,124,124,K.J. Choi,4,69670
124,T125,T125,Roberto Castro,3,66780
125,T125,T125,D.A. Points,2,66780
126,127,127,Eric Axley,2,66000
127,128,128,Charley Hoffman,4,64847
128,129,129,Danny Willett,1,62000
129,130,130,David Hearn,3,60800
130,131,131,Andrew Svoboda,3,58609
131,132,132,Miguel Angel Jiménez,2,57500
132,133,133,Luke Guthrie,2,56689
133,134,134,Stephen Gallacher,3,55500
134,135,135,Joe Durant,2,55160
135,136,136,Tommy Gainey,2,54312
136,137,137,Retief Goosen,3,54233
137,138,138,Chad Campbell,2,54000
138,T139,T139,David Howell,1,49625
139,T139,T139,Thongchai Jaidee,2,49625
140,141,141,Andrew Loupe,2,47759
141,T142,T142,Brice Garnett,3,44807
142,T142,T142,J.J. Henry,2,44807
143,144,144,Pablo Larrazabal,2,44250
144,145,145,Wes Roach,2,44060
145,T146,T146,Miguel Angel Carballo,2,43500
146,T146,T146,George Coetzee,2,43500
147,148,148,Jason Dufner,2,43375
148,149,149,Daisuke Maruyama,1,43000
149,T150,T150,David Lynn,1,42625
150,T150,T150,Yoshitaka Takeya,1,42625
151,152,152,David Lingmerth,2,42523
152,T153,T153,Derek Ernst,2,42130
153,T153,T153,Doug LaBelle II,2,42130
154,T153,T153,Johnson Wagner,2,42130
155,156,156,Tano Goya,1,42000
156,157,157,Willy Wilcox,2,41009
157,158,158,Will MacKenzie,5,40944
158,159,159,Scott Brown,4,40255
159,160,160,Michael Putnam,4,38487
160,161,161,Brian Davis,2,36850
161,162,162,John Merrick,2,35747
162,163,163,Troy Merritt,2,33867
163,164,164,Koumei Oda,1,33500
164,165,165,Steve Flesch,2,32400
165,166,166,Lee Janzen,2,30364
166,167,167,Justin Bolli,2,29327
167,T168,T168,Robert Karlsson,2,25375
168,T168,T168,Shane Lowry,1,25375
169,T168,T168,Edoardo Molinari,1,25375
170,T168,T168,Pat Perez,3,25375
171,T168,T168,Chris Wood,1,25375
172,173,173,Mark Wilson,2,22073
173,174,174,Josh Teater,2,21730
174,175,175,Ben Martin,3,21394
175,176,176,Ben Curtis,2,20677
176,T177,T177,Woody Austin,1,20400
177,T177,T177,Billy Mayfair,1,20400
178,179,179,Colin Montgomerie,1,18033
179,180,180,Rafa Cabrera Bello,2,17700
180,181,181,Billy Hurley III,3,17600
181,182,182,Nicholas Thompson,2,17281
182,183,183,Boo Weekley,3,17120
183,T184,T184,Steve Marino,2,16960
184,T184,T184,Y.E. Yang,3,16960
185,186,186,Tim Herron,2,16621
186,T187,T187,Kent Jones,1,15480
187,T187,T187,Jamie Lovemark,2,15480
188,189,189,Martin Flores,2,14560
189,190,190,Robert Garrigus,3,14257
190,T191,T191,John Mallinger,1,12900
191,T191,T191,Patrick Rodgers,2,12900
192,T191,T191,D.J. Trahan,1,12900
193,T194,T194,Kevin Foley,2,12473
194,T194,T194,Charlie Wi,2,12473
195,196,196,James Hahn,3,11660
196,T197,T197,Peter Malnati,2,11130
197,T197,T197,Michael Thompson,2,11130
198,T199,T199,Greg Chalmers,2,11100
199,T199,T199,Kevin Tway,2,11100
200,201,201,Bobby Wyatt,2,10441
201,202,202,Tyrone Van Aswegen,2,10123
202,203,203,Joe Ogilvie,2,9858
203,204,204,Oliver Goss,1,9600
204,T205,T205,Padraig Harrington,3,7810
205,T205,T205,Kevin Lucas,1,7810
206,T205,T205,Troy Matteson,2,7810
207,T205,T205,Marc Turnesa,2,7810
208,T209,T209,Arjun Atwal,2,6980
209,T209,T209,Tim Petrovic,2,6980
210,211,211,Trevor Immelman,2,6750
211,T212,T212,Jim Herman,2,6630
212,T212,T212,Bronson La'Cassie,2,6630
213,T214,T214,Cameron Beckman,2,6420
214,T214,T214,Charlie Beljan,2,6420
215,T214,T214,Ryuji Imada,2,6420
216,T217,T217,D.H. Lee,2,6180
217,T217,T217,John Rollins,2,6180
218,T219,T219,Len Mattiace,2,6000
219,T219,T219,Rory Sabbatini,3,6000
220,T219,T219,Mike Weir,2,6000
221,222,222,Chris Smith,1,5820
222,223,223,Chad Collins,2,5760
