,All-Around_Ranking_RANK THIS WEEK,All-Around_Ranking_RANK LAST WEEK,All-Around_Ranking_PLAYER NAME,All-Around_Ranking_EVENTS,All-Around_Ranking_TOTAL
110,111,111,Rory Sabbatini,26,785
111,112,112,Ken Duke,25,792
112,T113,T113,Ben Crane,25,793
113,T113,T113,Brendon de Jonge,31,793
114,T113,T113,Danny Lee,28,793
115,116,116,Vijay Singh,25,803
116,117,117,Wes Roach,22,806
117,118,118,Brice Garnett,28,808
118,T119,T119,John Merrick,25,814
119,T119,T119,Louis Oosthuizen,16,814
120,121,121,Luke Donald,17,826
121,122,122,Pat Perez,25,828
122,123,123,Jonathan Byrd,24,834
123,124,124,Tim Wilkinson,25,837
124,125,125,Jim Herman,21,841
125,T126,T126,Erik Compton,28,842
126,T126,T126,Nicholas Thompson,30,842
127,128,128,Ernie Els,24,843
128,T129,T129,Lucas Glover,26,856
129,T129,T129,Justin Leonard,22,856
130,131,131,Tyrone Van Aswegen,25,857
131,132,132,Jamie Lovemark,20,861
132,133,133,John Huh,28,862
133,134,134,Geoff Ogilvy,26,866
134,135,135,Bryce Molder,25,867
135,136,136,David Lingmerth,26,868
136,137,137,Jonas Blixt,21,876
137,138,138,Retief Goosen,26,879
138,139,139,"Ted Potter, Jr.",24,881
139,140,140,Tommy Gainey,26,882
140,141,141,Sean O'Hair,25,883
141,T142,T142,James Hahn,27,886
142,T142,T142,Josh Teater,28,886
143,144,144,Kyle Stanley,28,888
144,145,145,Davis Love III,22,889
145,146,146,Trevor Immelman,28,891
146,147,147,Greg Chalmers,27,892
147,148,148,Chesson Hadley,29,893
148,149,149,J.J. Henry,28,894
149,150,150,Gonzalo Fernandez-Castaño,25,896
150,151,151,Charlie Wi,25,897
151,T152,T152,James Driscoll,25,913
152,T152,T152,Spencer Levin,20,913
153,154,154,Robert Allenby,29,919
154,155,155,Richard Lee,27,922
155,156,156,Boo Weekley,24,925
156,157,157,Chad Collins,28,955
157,158,158,Scott Stallings,28,961
158,159,159,Roberto Castro,27,977
159,160,160,Derek Ernst,28,982
160,161,161,Brian Gay,26,985
161,162,162,Y.E. Yang,28,988
162,163,163,Mark Wilson,25,993
163,164,164,Ben Curtis,24,996
164,165,165,Jeff Maggert,19,1001
165,166,166,Johnson Wagner,24,1026
166,167,167,Briny Baird,17,1034
167,168,168,John Peterson,25,1043
168,169,169,D.H. Lee,20,1069
169,170,170,Troy Matteson,23,1080
170,171,171,D.A. Points,27,1085
171,172,172,Bronson La'Cassie,18,1096
172,173,173,Mike Weir,25,1097
173,174,174,Kevin Tway,23,1103
174,175,175,John Rollins,28,1111
175,176,176,Jim Renner,25,1166
176,177,177,Woody Austin,22,1190
