,FedExCup_Points_per_Event_Leaders_RANK THIS WEEK,FedExCup_Points_per_Event_Leaders_RANK LAST WEEK,FedExCup_Points_per_Event_Leaders_PLAYER NAME,FedExCup_Points_per_Event_Leaders_EVENTS,FedExCup_Points_per_Event_Leaders_POINTS PER EVENT,FedExCup_Points_per_Event_Leaders_TOTAL POINTS
37,38,38,Steve Stricker,11,47.181999999999995,519.0
38,39,39,Jason Dufner,17,46.912,797.5
39,40,40,Charley Hoffman,22,46.652,1026.333
40,41,41,Brian Harman,29,46.503,1348.5829999999999
41,42,42,Kevin Stadler,23,46.41,1067.437
42,43,43,Tim Clark,24,46.312,1111.49
43,44,44,Kevin Streelman,21,46.285,971.98
44,45,45,George McNeill,21,45.82899999999999,962.4169999999999
45,46,46,Matt Jones,22,44.071000000000005,969.567
46,47,47,Ian Poulter,15,43.766999999999996,656.5
47,48,48,Shawn Stefani,15,42.659,639.886
48,49,49,Freddie Jacobson,24,41.11600000000001,986.7810000000001
49,50,50,K.J. Choi,20,40.717,814.3330000000001
50,51,51,Ángel Cabrera,20,40.366,807.321
51,52,52,Charles Howell III,26,40.064,1041.667
52,53,53,Seung-Yul Noh,24,39.563,949.523
53,54,54,Camilo Villegas,26,38.547,1002.21
54,55,55,Russell Knox,23,38.481,885.066
55,56,56,Will MacKenzie,24,38.329,919.9
56,57,57,Jerry Kelly,20,38.274,765.4830000000001
57,58,58,Chris Stroud,22,37.916,834.1460000000001
58,59,59,Jason Kokrak,17,37.157,631.6659999999999
59,60,60,Hunter Mahan,21,36.929,775.5
60,61,61,Bob Estes,2,36.25,72.5
61,62,62,Daniel Summerhays,24,36.219,869.2560000000001
62,63,63,José María Olazábal,1,36.0,36.0
63,64,64,Jason Bohn,22,35.618,783.6
64,65,65,Brandt Snedeker,23,35.313,812.19
65,66,66,Ben Crane,22,35.178000000000004,773.92
66,67,67,Russell Henley,25,34.56,864.0
67,68,68,Brian Stuard,26,34.258,890.71
68,69,69,Robert Streb,19,33.438,635.33
69,70,70,Justin Hicks,28,32.964,922.987
70,71,71,Ben Martin,24,32.868,788.8330000000001
71,72,72,Paul Casey,15,31.410999999999998,471.167
72,73,73,Billy Horschel,23,31.375999999999998,721.6510000000001
73,74,74,Ryo Ishikawa,22,30.948,680.85
74,75,75,Steven Bowditch,27,30.67,828.086
75,76,76,Brendan Steele,24,30.357,728.557
76,77,77,Lee Westwood,17,30.263,514.467
77,78,78,Louis Oosthuizen,15,30.184,452.767
78,79,79,Jonas Blixt,20,29.964000000000002,599.286
79,80,80,Erik Compton,25,29.79,744.738
80,81,81,Pat Perez,23,29.635,681.597
81,82,82,Robert Garrigus,23,29.487,678.19
82,83,83,Andrew Svoboda,22,29.408,646.97
83,84,84,Scott Brown,28,29.158,816.41
84,85,85,Ernie Els,21,29.045,609.94
85,86,86,Cameron Tringale,27,28.933000000000003,781.202
86,87,87,Kevin Chappell,25,28.92,723.0
87,88,88,Jeff Overton,22,28.671,630.76
88,89,89,Geoff Ogilvy,22,27.756,610.64
89,90,90,Vijay Singh,23,27.189,625.34
90,91,91,Chesson Hadley,26,27.096,704.503
91,92,92,Troy Merritt,19,26.263,499.0
92,93,93,Billy Hurley III,24,26.259,630.2090000000001
93,94,94,David Toms,19,26.199,497.786
94,95,95,Carl Pettersson,25,26.0,649.994
95,96,96,Scott Stallings,26,25.71,668.46
96,97,97,Scott Langley,27,25.401,685.83
97,98,98,Jason Gore,7,24.929000000000002,174.5
98,99,99,William McGirt,26,24.858,646.32
99,100,100,David Hearn,26,24.809,645.045
100,101,101,Brendon de Jonge,29,24.724,717.0
101,102,102,Michael Thompson,21,24.517,514.85
102,103,103,Nick Watney,24,24.315,583.556
103,104,104,Kevin Kisner,25,23.483,587.0830000000001
104,105,105,Justin Leonard,21,23.36,490.57
105,106,106,Luke Guthrie,25,22.991999999999997,574.81
106,107,107,Jhonattan Vegas,22,22.962,505.157
107,108,108,Aaron Baddeley,23,22.953000000000003,527.92
108,109,109,Retief Goosen,25,22.753,568.8330000000001
109,110,110,Rory Sabbatini,25,22.671,566.77
110,111,111,Willy Wilcox,16,22.599,361.582
111,112,112,Bo Van Pelt,23,22.522,518.0
112,113,113,Michael Putnam,28,22.08,618.231
113,114,114,Stewart Cink,23,21.892,503.517
114,115,115,Boo Weekley,23,21.549,495.62
115,116,116,Briny Baird,17,21.515,365.76
116,117,117,Stuart Appleby,26,21.311999999999998,554.1030000000001
117,118,118,Martin Laird,20,21.269000000000002,425.38
118,119,119,Martin Flores,25,21.215,530.377
119,120,120,Andres Romero,24,20.965,503.167
120,121,121,John Huh,26,20.916999999999998,543.85
121,122,122,Tim Wilkinson,24,20.566,493.575
122,123,123,Gonzalo Fernandez-Castaño,23,20.452,470.39
123,124,124,Sangmoon Bae,23,20.243,465.57800000000003
124,125,125,Peter Hanson,13,20.12,261.563
125,126,126,Larry Mize,1,20.0,20.0
126,127,127,Ricky Barnes,26,19.905,517.538
127,128,128,Scott Piercy,12,19.822,237.86
128,129,129,Brian Davis,27,19.776,533.94
129,130,130,Bryce Molder,24,18.96,455.036
130,131,131,Danny Lee,26,18.827,489.5
131,132,132,Bud Cauley,19,18.802,357.23
132,133,133,Heath Slocum,23,18.230999999999998,419.32
133,134,134,Brice Garnett,27,18.066,487.78
134,135,135,Brad Fritsch,18,17.882,321.869
135,136,136,Chad Campbell,18,17.628,317.296
136,137,137,James Hahn,26,17.522000000000002,455.56800000000004
137,138,138,Andrew Loupe,22,17.273,380.0
138,139,139,Steve Marino,13,17.232,224.02
139,140,140,Ben Curtis,24,16.933,406.39
140,141,141,Kenny Perry,5,16.6,83.0
141,142,142,Fred Couples,3,16.333,49.0
142,143,143,Morgan Hoffmann,28,16.008,448.21
143,144,144,Jonathan Byrd,24,15.947000000000001,382.73
144,145,145,John Merrick,25,15.943,398.57
145,146,146,Charlie Beljan,26,15.732000000000001,409.033
146,147,147,Robert Allenby,28,15.642999999999999,438.0
147,148,148,J.J. Henry,28,15.161,424.50300000000004
148,149,149,David Lingmerth,26,15.057,391.49
149,150,150,Mike Weir,25,15.009,375.217
150,151,151,Greg Chalmers,27,14.89,402.023
151,152,152,Joe Durant,15,14.745,221.17
152,153,153,Nicholas Thompson,30,14.579,437.37300000000005
153,154,154,Brian Gay,26,14.405999999999999,374.555
154,155,155,Roberto Castro,27,14.345,387.31
155,156,156,Wes Roach,22,14.261,313.75
156,157,157,Tyrone Van Aswegen,25,14.22,355.49
157,158,158,Eric Axley,10,14.084000000000001,140.84
158,159,159,Richard Lee,27,13.933,376.2
159,160,160,Jim Renner,25,13.832,345.79699999999997
160,161,161,Hudson Swafford,26,13.51,351.25
161,162,162,Johnson Wagner,24,13.448,322.76
162,163,163,Charlie Wi,25,13.155999999999999,328.9
163,164,164,Thorbjørn Olesen,14,12.982000000000001,181.75
164,165,165,"Ted Potter, Jr.",24,12.962,311.08299999999997
165,166,166,Trevor Immelman,28,12.633,353.723
166,167,167,Sandy Lyle,2,12.5,25.0
167,168,168,James Driscoll,25,12.44,311.0
168,169,169,Spencer Levin,20,12.3,246.0
169,170,170,Dicky Pride,13,12.192,158.5
170,171,171,Ken Duke,25,12.182,304.55
171,172,172,Tommy Gainey,26,11.952,310.74
172,173,173,Josh Teater,28,11.924000000000001,333.86
173,174,174,Davis Love III,22,11.517999999999999,253.4
174,175,175,Blake Adams,8,11.388,91.1
175,176,176,Sean O'Hair,25,11.117,277.92
176,177,177,Rod Pampling,7,10.630999999999998,74.42
177,178,178,Kyle Stanley,28,10.597999999999999,296.745
178,179,179,Jamie Lovemark,20,10.591,211.813
179,180,180,Chad Collins,28,10.53,294.83
180,181,181,Tim Herron,15,10.477,157.16
181,182,182,Troy Matteson,23,10.347000000000001,237.97
182,183,183,Jeff Maggert,19,10.267999999999999,195.1
183,184,184,Woody Austin,22,10.229,225.02700000000002
184,185,185,Tom Watson,5,10.1,50.5
185,186,186,Kent Jones,2,10.0,20.0
186,187,187,Ryuji Imada,9,9.971,89.74
187,188,188,José Coceres,6,9.81,58.86
188,189,189,Patrick Cantlay,5,9.594,47.97
189,190,190,Tim Petrovic,10,9.55,95.5
190,191,191,Peter Malnati,18,9.527999999999999,171.5
191,192,192,David Lynn,11,9.408999999999999,103.5
192,193,193,Chez Reavie,2,8.75,17.5
193,194,194,John Rollins,28,8.727,244.36
194,195,195,Greg Owen,8,8.424,67.39
195,196,196,Y.E. Yang,28,8.363,234.166
196,197,197,Dudley Hart,4,8.097999999999999,32.39
197,198,198,Glen Day,5,7.9,39.5
198,199,199,Derek Ernst,28,7.776,217.733
199,200,200,Miguel Angel Carballo,15,7.711,115.66
200,201,201,D.A. Points,27,7.626,205.915
201,202,202,Kevin Tway,23,7.478,172.0
202,203,203,Nicolas Colsaerts,12,7.354,88.25
203,204,204,Steve Flesch,5,7.35,36.75
204,205,205,Padraig Harrington,16,7.266,116.25
205,206,206,Bronson La'Cassie,18,7.1370000000000005,128.46
206,207,207,Scott Gardiner,18,6.936,124.853
207,208,208,Mark Anderson,8,6.856,54.848
208,209,209,John Peterson,25,6.7829999999999995,169.583
209,210,210,Jim Herman,21,6.763999999999999,142.05
210,211,211,Doug LaBelle II,12,6.581,78.97
211,212,212,Will Claxton,8,6.542999999999999,52.34
212,213,213,Tiger Woods,7,6.399,44.79
213,214,214,Justin Bolli,6,6.082999999999999,36.5
214,215,215,Mark Calcavecchia,8,6.077999999999999,48.626000000000005
215,216,216,Cameron Beckman,12,6.01,72.12
216,217,217,Billy Mayfair,4,5.973,23.89
217,218,218,Stephen Ames,18,5.7589999999999995,103.66
218,219,219,Alex Cejka,6,5.678,34.07
219,220,220,Mark Wilson,25,5.675,141.87
220,221,221,Lee Williams,13,5.672999999999999,73.75
221,222,222,Darren Clarke,15,5.524,82.86
222,223,223,Kevin Foley,15,5.218999999999999,78.29
223,224,224,Len Mattiace,4,5.207000000000001,20.826999999999998
224,225,225,David Duval,15,5.126,76.89
225,226,226,Marc Turnesa,6,5.117,30.7
226,227,227,Lee Janzen,8,5.098,40.783
227,228,228,Lucas Glover,26,4.955,128.827
228,229,229,D.H. Lee,20,4.6930000000000005,93.85
229,230,230,Alex Prugh,16,4.525,72.4
230,231,231,Marco Dawson,1,4.375,4.375
231,232,232,Ben Kohles,3,4.333,13.0
232,233,233,John Daly,15,4.218999999999999,63.28
233,234,234,Chris Smith,7,4.051,28.36
234,235,235,Matt Bettencourt,14,4.0360000000000005,56.5
235,236,236,Vaughn Taylor,3,3.958,11.875
236,237,237,D.J. Trahan,5,3.6,18.0
237,238,238,Nathan Green,4,3.5,14.0
238,239,239,Tag Ridings,12,3.4789999999999996,41.747
239,240,240,Joe Ogilvie,13,3.04,39.52
240,241,241,Arjun Atwal,4,2.75,11.0
241,242,242,Todd Hamilton,4,2.625,10.5
242,243,243,Benjamín Alvarado,6,2.5,15.0
243,244,244,Harrison Frazar,15,2.45,36.75
244,245,245,Fabián Gómez,4,2.396,9.583
245,246,246,Kris Blanks,8,2.375,19.0
246,247,247,Jesper Parnevik,3,1.4580000000000002,4.375
247,248,248,Edward Loar,19,1.195,22.7
248,249,249,Fred Funk,8,1.172,9.375
249,250,250,Brett Quigley,1,0.8,0.8
250,251,251,Paul Goydos,19,0.601,11.41
251,252,252,Daniel Chopra,16,0.539,8.63
252,253,253,Paul Stankowski,3,0.307,0.92
253,254,254,Scott McCarron,12,0.13699999999999998,1.64
254,255,255,Chris DiMarco,7,0.11699999999999999,0.82
255,256,256,Alex Aragon,18,0.102,1.83
256,257,257,Scott Verplank,12,0.076,0.91
257,258,258,Bobby Gates,14,0.055999999999999994,0.79
