,Going_for_the_Green_-_Hit_Green_Pct._RANK THIS WEEK,Going_for_the_Green_-_Hit_Green_Pct._RANK LAST WEEK,Going_for_the_Green_-_Hit_Green_Pct._PLAYER NAME,Going_for_the_Green_-_Hit_Green_Pct._ROUNDS,Going_for_the_Green_-_Hit_Green_Pct._%,Going_for_the_Green_-_Hit_Green_Pct._SUCCESSES,Going_for_the_Green_-_Hit_Green_Pct._ATTEMPTS,Going_for_the_Green_-_Hit_Green_Pct._RTP-SUCCESSES,Going_for_the_Green_-_Hit_Green_Pct._RTP-NOT GOING FOR THE GRN
64,65,65,Billy Horschel,86,23.84,41,172,-42,42 Under
65,T66,T66,Brice Garnett,99,23.81,35,147,-35,35 Under
66,T66,T66,James Hahn,85,23.81,35,147,-39,39 Under
67,68,68,D.A. Points,63,23.75,19,80,-23,23 Under
68,69,69,Rory Sabbatini,91,23.72,37,156,-42,42 Under
69,70,70,Adam Scott,78,23.62,30,127,-32,32 Under
70,71,71,Sam Saunders,80,23.57,37,157,-40,40 Under
71,T72,T72,Tyler Duncan,97,23.39,40,171,-42,42 Under
72,T72,T72,Jimmy Walker,81,23.39,29,124,-30,30 Under
73,74,74,Brett Stegmaier,67,23.33,21,90,-23,23 Under
74,75,75,Stephan Jaeger,81,23.13,31,134,-32,32 Under
75,76,76,Harris English,84,23.08,36,156,-37,37 Under
76,77,77,Trey Mullinax,75,22.92,33,144,-35,35 Under
77,T78,T78,Brian Gay,103,22.88,27,118,-26,26 Under
78,T78,T78,Adam Schenk,86,22.88,35,153,-36,36 Under
79,T80,T80,Lucas Glover,65,22.86,24,105,-26,26 Under
80,T80,T80,Robert Streb,78,22.86,24,105,-22,22 Under
81,82,82,Ollie Schniederjans,91,22.79,31,136,-27,27 Under
82,T83,T83,Luke List,98,22.75,53,233,-56,56 Under
83,T83,T83,Grayson Murray,72,22.75,38,167,-33,33 Under
84,85,85,Sung Kang,89,22.66,29,128,-26,26 Under
85,86,86,Whee Kim,93,22.64,24,106,-26,26 Under
86,87,87,Jim Furyk,50,22.5,9,40,-9,9 Under
87,88,88,Jason Day,75,22.34,21,94,-22,22 Under
88,T89,T89,Rory McIlroy,64,22.22,28,126,-32,32 Under
89,T89,T89,Brandt Snedeker,84,22.22,26,117,-28,28 Under
90,91,91,Sean O'Hair,67,22.14,29,131,-28,28 Under
91,92,92,Francesco Molinari,73,22.06,30,136,-32,32 Under
92,93,93,Chez Reavie,93,22.0,22,100,-28,28 Under
93,94,94,Nick Taylor,94,21.94,34,155,-33,33 Under
94,95,95,Kevin Streelman,94,21.91,39,178,-38,38 Under
95,96,96,Jordan Spieth,81,21.88,35,160,-33,33 Under
96,97,97,Patrick Cantlay,87,21.86,40,183,-38,38 Under
97,T98,T98,Mackenzie Hughes,80,21.54,28,130,-26,26 Under
98,T98,T98,Xinjun Zhang,81,21.54,28,130,-28,28 Under
99,100,100,Martin Piller,79,21.49,26,121,-26,26 Under
100,T101,T101,Derek Fathauer,84,21.48,29,135,-25,25 Under
101,T101,T101,Patrick Rodgers,97,21.48,32,149,-35,35 Under
102,103,103,Daniel Berger,81,21.38,31,145,-33,33 Under
103,104,104,Charles Howell III,104,21.33,32,150,-31,31 Under
104,T105,T105,Robert Garrigus,80,21.14,37,175,-34,34 Under
105,T105,T105,Scott Piercy,84,21.14,26,123,-26,26 Under
106,107,107,Zach Johnson,94,21.05,24,114,-26,26 Under
107,108,108,Paul Casey,74,21.0,21,100,-22,22 Under
108,109,109,Johnson Wagner,75,20.93,18,86,-18,18 Under
109,110,110,J.J. Henry,81,20.79,21,101,-21,21 Under
110,111,111,Chris Stroud,81,20.74,28,135,-27,27 Under
111,112,112,Charley Hoffman,87,20.73,34,164,-33,33 Under
112,113,113,Nick Watney,94,20.71,35,169,-36,36 Under
113,114,114,Kevin Na,91,20.69,24,116,-29,29 Under
114,115,115,Nate Lashley,51,20.59,14,68,-15,15 Under
115,116,116,Jhonattan Vegas,92,20.48,34,166,-35,35 Under
116,117,117,Webb Simpson,95,20.42,29,142,-33,33 Under
117,T118,T118,Chad Campbell,87,20.41,20,98,-25,25 Under
118,T118,T118,Emiliano Grillo,94,20.41,30,147,-30,30 Under
119,120,120,Corey Conners,97,20.38,32,157,-33,33 Under
120,121,121,Ethan Tracy,72,20.37,22,108,-20,20 Under
121,122,122,Zac Blair,64,20.27,15,74,-15,15 Under
122,123,123,Marc Leishman,93,20.25,33,163,-33,33 Under
123,T124,T124,Louis Oosthuizen,62,20.0,15,75,-15,15 Under
124,T124,T124,Xander Schauffele,96,20.0,37,185,-36,36 Under
125,126,126,William McGirt,84,19.84,25,126,-26,26 Under
126,127,127,Justin Thomas,91,19.77,34,172,-43,43 Under
127,128,128,John Huh,94,19.74,30,152,-33,33 Under
128,129,129,Ben Silverman,90,19.7,26,132,-28,28 Under
129,T130,T130,Branden Grace,67,19.61,20,102,-22,22 Under
130,T130,T130,Phil Mickelson,90,19.61,30,153,-35,35 Under
131,T132,T132,Matt Atkins,56,19.57,18,92,-19,19 Under
132,T132,T132,Ryan Moore,78,19.57,27,138,-31,31 Under
133,134,134,Troy Merritt,89,19.48,30,154,-34,34 Under
134,135,135,Harold Varner III,91,19.39,32,165,-38,38 Under
135,136,136,Roberto Díaz,72,19.35,18,93,-17,17 Under
136,137,137,Patton Kizzire,92,19.23,30,156,-30,30 Under
137,138,138,Patrick Reed,94,19.21,29,151,-34,34 Under
138,139,139,Graeme McDowell,67,19.19,19,99,-19,19 Under
139,T140,T140,Ryan Blaum,81,19.12,26,136,-26,26 Under
140,T140,T140,Anirban Lahiri,82,19.12,26,136,-24,24 Under
141,142,142,Ryan Armour,109,19.05,24,126,-29,29 Under
142,T143,T143,Hunter Mahan,67,18.97,22,116,-23,23 Under
143,T143,T143,Aaron Wise,90,18.97,33,174,-32,32 Under
144,145,145,Tom Hoge,101,18.9,31,164,-32,32 Under
145,146,146,Pat Perez,82,18.68,17,91,-17,17 Under
146,147,147,Wesley Bryan,69,18.64,11,59,-11,11 Under
147,148,148,Ian Poulter,73,18.6,16,86,-16,16 Under
148,149,149,Billy Hurley III,70,18.52,15,81,-18,18 Under
149,150,150,Jamie Lovemark,92,18.48,34,184,-37,37 Under
150,151,151,Talor Gooch,78,18.46,24,130,-25,25 Under
151,152,152,Michael Kim,74,18.29,15,82,-17,17 Under
152,T153,T153,Jonathan Byrd,70,18.18,18,99,-20,20 Under
153,T153,T153,Matt Every,79,18.18,26,143,-29,29 Under
154,T155,T155,Jonas Blixt,67,17.92,19,106,-21,21 Under
155,T155,T155,Alex Cejka,77,17.92,19,106,-24,24 Under
156,T157,T157,Ben Crane,65,17.91,12,67,-15,15 Under
157,T157,T157,Zecheng Dou,53,17.91,12,67,-9,9 Under
158,159,159,Kelly Kraft,94,17.65,21,119,-21,21 Under
159,160,160,Si Woo Kim,108,17.51,31,177,-29,29 Under
160,161,161,Austin Cook,107,17.39,32,184,-31,31 Under
161,162,162,Dominic Bozzelli,65,17.32,22,127,-20,20 Under
162,163,163,Brian Harman,94,17.29,23,133,-27,27 Under
163,164,164,Abraham Ancer,98,17.2,32,186,-33,33 Under
164,165,165,Beau Hossler,104,17.09,34,199,-34,34 Under
165,166,166,Andrew Landry,82,17.07,21,123,-22,22 Under
166,167,167,Nicholas Lindheim,77,17.05,15,88,-10,10 Under
167,168,168,Matt Jones,70,16.98,18,106,-23,23 Under
168,169,169,C.T. Pan,104,16.88,27,160,-28,28 Under
169,170,170,Brian Stuard,103,16.84,16,95,-17,17 Under
170,171,171,Scott Brown,102,16.78,25,149,-25,25 Under
171,T172,T172,Fabián Gómez,88,16.67,22,132,-24,24 Under
172,T172,T172,Peter Malnati,87,16.67,22,132,-24,24 Under
173,174,174,Matt Kuchar,88,16.52,19,115,-21,21 Under
174,175,175,Martin Flores,92,15.83,22,139,-22,22 Under
175,176,176,Danny Lee,88,15.82,25,158,-27,27 Under
176,177,177,Adam Hadwin,92,15.79,24,152,-24,24 Under
177,178,178,Andrew Putnam,97,15.65,23,147,-25,25 Under
178,179,179,Retief Goosen,60,15.58,12,77,-11,11 Under
179,180,180,Ricky Barnes,65,15.29,13,85,-15,15 Under
180,181,181,Jonathan Randolph,71,15.24,16,105,-17,17 Under
181,182,182,"Ted Potter, Jr.",87,15.0,18,120,-15,15 Under
182,183,183,J.T. Poston,73,14.53,17,117,-17,17 Under
183,184,184,Tyrone Van Aswegen,101,14.49,20,138,-22,22 Under
184,185,185,Andrew Yun,51,14.29,9,63,-7,7 Under
185,186,186,Charl Schwartzel,65,14.14,14,99,-14,14 Under
186,187,187,Cody Gribble,71,13.71,17,124,-16,16 Under
187,188,188,Bud Cauley,55,12.5,11,88,-11,11 Under
188,189,189,Daniel Summerhays,51,10.81,8,74,-8,8 Under
189,190,190,Kyle Thompson,50,10.71,6,56,-5,5 Under
190,191,191,Rod Pampling,62,9.8,10,102,-9,9 Under
191,192,192,Ben Martin,64,8.26,10,121,-9,9 Under
192,193,193,Greg Chalmers,56,7.58,5,66,-3,3 Under
