,Birdie_or_Better_Percentage_-__125_yard_RANK THIS WEEK,Birdie_or_Better_Percentage_-__125_yard_RANK LAST WEEK,Birdie_or_Better_Percentage_-__125_yard_PLAYER NAME,Birdie_or_Better_Percentage_-__125_yard_ROUNDS,Birdie_or_Better_Percentage_-__125_yard_%,Birdie_or_Better_Percentage_-__125_yard_TOTAL BIRDIES,Birdie_or_Better_Percentage_-__125_yard_TOTAL HOLES
144,145,145,Bud Cauley,55,21.19,32,151
145,146,146,Daniel Summerhays,51,21.17,29,137
146,147,147,Daniel Berger,81,21.11,38,180
147,148,148,Blayne Barber,69,21.08,43,204
148,149,149,Adam Hadwin,92,21.05,40,190
149,150,150,Richy Werenski,98,21.03,53,252
150,151,151,Kevin Chappell,77,20.99,55,262
151,152,152,Lanto Griffin,80,20.92,50,239
152,153,153,Harris English,84,20.87,43,206
153,154,154,Adam Schenk,86,20.83,50,240
154,155,155,J.T. Poston,73,20.81,46,221
155,156,156,Trey Mullinax,75,20.79,58,279
156,157,157,Chez Reavie,93,20.57,43,209
157,158,158,Scott Piercy,84,20.38,54,265
158,159,159,Tony Finau,105,20.36,57,280
159,160,160,Austin Cook,107,20.19,64,317
160,161,161,Luke List,98,20.07,55,274
161,162,162,Charl Schwartzel,65,20.0,25,125
162,163,163,Nick Taylor,94,19.93,55,276
163,164,164,Byeong Hun An,86,19.84,51,257
164,165,165,Jason Kokrak,99,19.81,64,323
165,T166,T166,Matt Atkins,56,19.76,33,167
166,T166,T166,Jonathan Byrd,70,19.76,33,167
167,168,168,Matt Every,79,19.72,43,218
168,T169,T169,Graeme McDowell,67,19.61,30,153
169,T169,T169,Conrad Shindler,60,19.61,30,153
170,171,171,Sean O'Hair,67,19.52,41,210
171,172,172,Alex Cejka,77,19.35,42,217
172,173,173,Fabián Gómez,88,19.22,49,255
173,174,174,Zecheng Dou,53,19.11,30,157
174,175,175,Patrick Cantlay,87,19.1,51,267
175,176,176,Kiradech Aphibarnrat,51,18.95,18,95
176,177,177,Patrick Rodgers,97,18.62,54,290
177,178,178,Denny McCarthy,71,18.59,29,156
178,179,179,Ricky Barnes,65,18.18,28,154
179,180,180,Derek Fathauer,84,18.14,41,226
180,181,181,Rod Pampling,62,18.13,29,160
181,182,182,Alex Noren,67,18.05,24,133
182,183,183,Marc Leishman,93,17.86,45,252
183,184,184,Talor Gooch,78,17.31,36,208
184,185,185,Jhonattan Vegas,92,17.02,32,188
185,186,186,Cody Gribble,71,16.67,28,168
186,187,187,Nate Lashley,51,16.08,23,143
187,188,188,Satoshi Kodaira,51,15.67,21,134
188,189,189,D.A. Points,63,15.52,27,174
189,190,190,James Hahn,85,15.32,34,222
190,191,191,Brendan Steele,74,14.22,31,218
191,192,192,Bill Haas,76,14.11,34,241
192,193,193,Andrew Yun,51,13.39,17,127
