,Average_Distance_to_Hole_After_Tee_Shot_RANK THIS WEEK,Average_Distance_to_Hole_After_Tee_Shot_RANK LAST WEEK,Average_Distance_to_Hole_After_Tee_Shot_PLAYER NAME,Average_Distance_to_Hole_After_Tee_Shot_ROUNDS,Average_Distance_to_Hole_After_Tee_Shot_AVG,Average_Distance_to_Hole_After_Tee_Shot_TOTAL DIST AFTER TEE SHOT,Average_Distance_to_Hole_After_Tee_Shot_TOTAL TEE SHOTS
105,106,106,Sean O'Hair,67,172.7,4856923.0,781
106,T107,T107,Tyler Duncan,97,172.8,6985323.0,1123
107,T107,T107,Branden Grace,67,172.8,3789389.0,609
108,T107,T107,Martin Laird,73,172.8,5224595.0,840
109,T107,T107,Louis Oosthuizen,62,172.8,3969032.0,638
110,111,111,Denny McCarthy,71,172.9,4225646.0,679
111,112,112,Michael Thompson,62,173.1,4836425.0,776
112,113,113,Kevin Streelman,94,173.2,7062815.0,1133
113,114,114,Rafa Cabrera Bello,75,173.4,4188188.0,671
114,T115,T115,Jonathan Byrd,70,173.7,4126832.0,660
115,T115,T115,Talor Gooch,78,173.7,5304145.0,848
116,T115,T115,Kevin Kisner,89,173.7,5665808.0,906
117,T118,T118,Aaron Baddeley,84,173.8,6012099.0,961
118,T118,T118,Keegan Bradley,98,173.8,6919997.0,1106
119,T118,T118,Fabián Gómez,88,173.8,6144953.0,982
120,T118,T118,Webb Simpson,95,173.8,7027256.0,1123
121,T118,T118,Andrew Yun,51,173.8,2947438.0,471
122,T123,T123,Tom Hoge,101,173.9,7162583.0,1144
123,T123,T123,Alex Noren,67,173.9,4275709.0,683
124,125,125,Graeme McDowell,67,174.1,3986888.0,636
125,T126,T126,Kiradech Aphibarnrat,51,174.2,2973021.0,474
126,T126,T126,Russell Henley,77,174.2,5078270.0,810
127,T126,T126,Danny Lee,88,174.2,6056341.0,966
128,T126,T126,Nick Taylor,94,174.2,6454500.0,1029
129,T130,T130,C.T. Pan,104,174.3,7142525.0,1138
130,T130,T130,Richy Werenski,98,174.3,6430179.0,1025
131,132,132,Tiger Woods,68,174.4,5110110.0,814
132,133,133,Troy Merritt,89,174.5,6343250.0,1010
133,134,134,Satoshi Kodaira,51,174.6,3494065.0,556
134,135,135,Adam Hadwin,92,174.7,5753495.0,915
135,T136,T136,Emiliano Grillo,94,174.9,6390928.0,1015
136,T136,T136,Nicholas Lindheim,77,174.9,5143410.0,817
137,138,138,Scott Brown,102,175.0,6993938.0,1110
138,139,139,Tyrone Van Aswegen,101,175.2,7171806.0,1137
139,T140,T140,Roberto Díaz,72,175.3,4910003.0,778
140,T140,T140,Ben Martin,64,175.3,4942006.0,783
141,T140,T140,Pat Perez,82,175.3,4517306.0,716
142,T143,T143,Ryan Blaum,81,175.4,6306693.0,999
143,T143,T143,Ben Silverman,90,175.4,6622654.0,1049
144,T143,T143,Brandt Snedeker,84,175.4,6465857.0,1024
145,T146,T146,Zach Johnson,94,175.7,6311164.0,998
146,T146,T146,Vaughn Taylor,83,175.7,6153409.0,973
147,T146,T146,Jimmy Walker,81,175.7,5729446.0,906
148,T149,T149,David Lingmerth,82,175.9,6041279.0,954
149,T149,T149,Martin Piller,79,175.9,5843685.0,923
150,151,151,J.J. Henry,81,176.0,5556225.0,877
151,T152,T152,Bill Haas,76,176.1,5782313.0,912
152,T152,T152,Sung Kang,89,176.1,5774191.0,911
153,154,154,William McGirt,84,176.2,6558425.0,1034
154,155,155,Cameron Tringale,67,176.4,4349782.0,685
155,T156,T156,Chad Campbell,87,176.5,5901649.0,929
156,T156,T156,Lucas Glover,65,176.5,4035910.0,635
157,158,158,Andrew Putnam,97,176.7,6779608.0,1066
158,T159,T159,Chris Kirk,108,176.8,8454588.0,1328
159,T159,T159,Russell Knox,94,176.8,6510646.0,1023
160,161,161,Kyle Thompson,50,177.2,3170743.0,497
161,162,162,Derek Fathauer,84,177.3,5962043.0,934
162,T163,T163,Bud Cauley,55,177.4,3601856.0,564
163,T163,T163,Ryan Moore,78,177.4,5867467.0,919
164,T165,T165,David Hearn,66,177.7,4451697.0,696
165,T165,T165,Chez Reavie,93,177.7,5322731.0,832
166,167,167,Robert Streb,78,177.8,5287310.0,826
167,168,168,Ricky Barnes,65,177.9,3958381.0,618
168,169,169,Jonathan Randolph,71,178.2,5338011.0,832
169,170,170,Rod Pampling,62,178.3,3979847.0,620
170,171,171,Henrik Stenson,60,178.4,3944221.0,614
171,172,172,Kevin Na,91,178.5,6239075.0,971
172,173,173,Kelly Kraft,94,178.6,6525177.0,1015
173,174,174,"Ted Potter, Jr.",87,178.7,6872265.0,1068
174,T175,T175,Alex Cejka,77,178.8,5330248.0,828
175,T175,T175,Johnson Wagner,75,178.8,4912553.0,763
176,177,177,Michael Kim,74,178.9,4713706.0,732
177,T178,T178,Zac Blair,64,179.1,4107050.0,637
178,T178,T178,Matt Kuchar,88,179.1,5791096.0,898
179,180,180,Daniel Summerhays,51,179.3,3389202.0,525
180,181,181,Ian Poulter,73,179.4,4482607.0,694
181,T182,T182,Ryan Armour,109,179.5,8646917.0,1338
182,T182,T182,John Huh,94,179.5,7355600.0,1138
183,T182,T182,Rob Oppenheim,74,179.5,4833796.0,748
184,185,185,Brian Gay,103,180.2,8252937.0,1272
185,186,186,Billy Hurley III,70,180.3,5057642.0,779
186,187,187,Ben Crane,65,181.5,4175210.0,639
187,188,188,D.A. Points,63,181.8,4294424.0,656
188,189,189,Whee Kim,93,182.3,6555822.0,999
189,190,190,Greg Chalmers,56,182.5,3692959.0,562
190,191,191,Wesley Bryan,69,182.7,4596819.0,699
191,192,192,Brian Stuard,103,183.4,8060419.0,1221
192,193,193,Jim Furyk,50,187.2,4306757.0,639
