,Average_Approach_Distance_-_Par_RANK THIS WEEK,Average_Approach_Distance_-_Par_RANK LAST WEEK,Average_Approach_Distance_-_Par_PLAYER NAME,Average_Approach_Distance_-_Par_ROUNDS,Average_Approach_Distance_-_Par_AVG (YARDS),Average_Approach_Distance_-_Par_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Par_NUMBER OF APPROACH SHOTS
99,T99,T99,Rob Oppenheim,74,163.5,366007800.0,622
100,T99,T99,Richy Werenski,98,163.5,497448200.0,845
101,T102,T102,Joel Dahmen,93,163.6,487173400.0,827
102,T102,T102,Talor Gooch,78,163.6,408139400.0,693
103,T102,T102,Seamus Power,86,163.6,452823500.0,769
104,T102,T102,J.J. Spaun,85,163.6,464744900.0,789
105,T102,T102,Kevin Streelman,94,163.6,569983300.0,968
106,T102,T102,Daniel Summerhays,51,163.6,241440700.0,410
107,T108,T108,Kevin Chappell,77,163.7,394813500.0,670
108,T108,T108,Michael Kim,74,163.7,347101000.0,589
109,T108,T108,Johnson Wagner,75,163.7,393757500.0,668
110,T111,T111,Brandt Snedeker,84,163.8,496494400.0,842
111,T111,T111,Kevin Tway,110,163.8,591916200.0,1004
112,T113,T113,Tom Hoge,101,163.9,538035400.0,912
113,T113,T113,Shane Lowry,64,163.9,341722700.0,579
114,T115,T115,Alex Cejka,77,164.0,413996300.0,701
115,T115,T115,Brian Harman,94,164.0,472364200.0,800
116,T115,T115,Ben Silverman,90,164.0,506424600.0,858
117,T115,T115,Harold Varner III,91,164.0,491243500.0,832
118,119,119,Roberto Díaz,72,164.1,378742800.0,641
119,T120,T120,Billy Horschel,86,164.2,528566400.0,894
120,T120,T120,Adam Schenk,86,164.2,446391100.0,755
121,T122,T122,Matt Every,79,164.3,385579700.0,652
122,T122,T122,J.B. Holmes,77,164.3,450041800.0,761
123,T122,T122,"Ted Potter, Jr.",87,164.3,507598300.0,858
124,T122,T122,Jordan Spieth,81,164.3,434698100.0,735
125,T122,T122,Vaughn Taylor,83,164.3,458854100.0,776
126,127,127,Justin Rose,70,164.4,345021600.0,583
127,T128,T128,Jonathan Randolph,71,164.5,406869100.0,687
128,T128,T128,Chez Reavie,93,164.5,415784200.0,702
129,T130,T130,Abraham Ancer,98,164.6,568840500.0,960
130,T130,T130,Jimmy Walker,81,164.6,436683100.0,737
131,132,132,Chris Stroud,81,164.7,381748700.0,644
132,T133,T133,Patrick Cantlay,87,164.8,457294700.0,771
133,T133,T133,Cody Gribble,71,164.8,346380400.0,584
134,T133,T133,Whee Kim,93,164.8,477128500.0,804
135,T136,T136,Rafa Cabrera Bello,75,164.9,323601100.0,545
136,T136,T136,Lucas Glover,65,164.9,309898200.0,522
137,T138,T138,Jonas Blixt,67,165.1,323310300.0,544
138,T138,T138,Brooks Koepka,64,165.1,359509300.0,605
139,T140,T140,Jim Furyk,50,165.2,327123200.0,550
140,T140,T140,Kevin Na,91,165.2,460900300.0,775
141,T140,T140,Ian Poulter,73,165.2,346225100.0,582
142,T140,T140,Ollie Schniederjans,91,165.2,495946900.0,834
143,144,144,Satoshi Kodaira,51,165.3,253565700.0,426
144,T145,T145,Ryan Blaum,81,165.4,462191100.0,776
145,T145,T145,Branden Grace,67,165.4,297126700.0,499
146,T145,T145,Emiliano Grillo,94,165.4,492370000.0,827
147,T145,T145,Kelly Kraft,94,165.4,504926400.0,848
148,T145,T145,Jamie Lovemark,92,165.4,523279500.0,879
149,150,150,Rod Pampling,62,165.5,304494000.0,511
150,T151,T151,Tyler Duncan,97,165.6,536623500.0,900
151,T151,T151,Adam Scott,78,165.6,398759300.0,669
152,153,153,Luke List,98,165.8,525745900.0,881
153,T154,T154,Dominic Bozzelli,65,166.0,409435700.0,685
154,T154,T154,Scott Brown,102,166.0,543957100.0,910
155,T154,T154,Derek Fathauer,84,166.0,444676500.0,744
156,157,157,Wesley Bryan,69,166.1,350324400.0,586
157,T158,T158,Troy Merritt,89,166.2,481025200.0,804
158,T158,T158,Robert Streb,78,166.2,397895700.0,665
159,T160,T160,Russell Henley,77,166.3,392833600.0,656
160,T160,T160,Sung Kang,89,166.3,447195200.0,747
161,162,162,Pat Perez,82,166.4,341443700.0,570
162,T163,T163,Jhonattan Vegas,92,166.6,434350000.0,724
163,T163,T163,Gary Woodland,96,166.6,461191500.0,769
164,T165,T165,Rickie Fowler,74,166.7,427337100.0,712
165,T165,T165,Andrew Putnam,97,166.7,546772800.0,911
166,T165,T165,Webb Simpson,95,166.7,584083200.0,973
167,T168,T168,Sam Ryder,82,166.8,476257600.0,793
168,T168,T168,Kyle Stanley,93,166.8,453227600.0,755
169,170,170,Charley Hoffman,87,167.0,461113400.0,767
170,T171,T171,Anirban Lahiri,82,167.2,453891600.0,754
171,T171,T171,Danny Lee,88,167.2,485049200.0,806
172,T171,T171,Ryan Moore,78,167.2,474854100.0,789
173,T171,T171,Patrick Reed,94,167.2,432746700.0,719
174,T175,T175,Marc Leishman,93,167.3,493205500.0,819
175,T175,T175,C.T. Pan,104,167.3,571417000.0,949
176,177,177,Harris English,84,167.4,457474400.0,759
177,T178,T178,Tommy Fleetwood,73,167.6,342753300.0,568
178,T178,T178,Ben Martin,64,167.6,391677700.0,649
179,180,180,Paul Casey,74,167.7,336922700.0,558
180,181,181,Xinjun Zhang,81,168.2,386925800.0,639
181,T182,T182,Keegan Bradley,98,168.5,550804000.0,908
182,T182,T182,John Huh,94,168.5,560495000.0,924
183,T184,T184,Hideki Matsuyama,75,168.6,382993100.0,631
184,T184,T184,Xander Schauffele,96,168.6,480660000.0,792
185,186,186,Kiradech Aphibarnrat,51,169.0,227524700.0,374
186,T187,T187,Daniel Berger,81,169.3,436430400.0,716
187,T187,T187,Alex Noren,67,169.3,355867300.0,584
188,189,189,Tiger Woods,68,169.5,408775000.0,670
189,190,190,Charl Schwartzel,65,170.8,285381000.0,464
190,191,191,Adam Hadwin,92,171.0,471034800.0,765
191,192,192,Francesco Molinari,73,171.3,402099900.0,652
192,193,193,Henrik Stenson,60,172.5,332891800.0,536
