,Average_Going_for_it_Shot_Distance_in_Yards_RANK THIS WEEK,Average_Going_for_it_Shot_Distance_in_Yards_RANK LAST WEEK,Average_Going_for_it_Shot_Distance_in_Yards_PLAYER NAME,Average_Going_for_it_Shot_Distance_in_Yards_EVENTS,Average_Going_for_it_Shot_Distance_in_Yards_AVG,Average_Going_for_it_Shot_Distance_in_Yards_DISTANCE (IN INCHES),Average_Going_for_it_Shot_Distance_in_Yards_ATTEMPTS
41,T41,T41,Martin Flores,29,254.7,1274333.0,139
42,T41,T41,Tom Lovelady,28,254.7,1751135.0,191
43,T41,T41,Scott Stallings,30,254.7,1512852.0,165
44,T41,T41,Brett Stegmaier,21,254.7,825216.0,90
45,T46,T46,Tony Finau,28,254.9,1972673.0,215
46,T46,T46,Ethan Tracy,23,254.9,990923.0,108
47,T46,T46,Andrew Yun,22,254.9,578164.0,63
48,T49,T49,Billy Horschel,27,255.0,1578664.0,172
49,T49,T49,David Lingmerth,26,255.0,1092508.0,119
50,T51,T51,Stewart Cink,25,255.4,1140094.0,124
51,T51,T51,Zecheng Dou,23,255.4,616113.0,67
52,T51,T51,Chris Kirk,29,255.4,1563214.0,170
53,T51,T51,Ollie Schniederjans,27,255.4,1250389.0,136
54,55,55,Rob Oppenheim,26,255.5,754371.0,82
55,T56,T56,Byeong Hun An,24,255.6,1554817.0,169
56,T56,T56,Keith Mitchell,29,255.6,2024167.0,220
57,58,58,Brandt Snedeker,25,255.9,1077897.0,117
58,59,59,Sung Kang,29,256.0,1179609.0,128
59,T60,T60,Martin Piller,28,256.2,1116048.0,121
60,T60,T60,Hudson Swafford,22,256.2,1088146.0,118
61,62,62,Corey Conners,28,256.4,1449065.0,157
62,63,63,Tom Hoge,31,256.5,1514099.0,164
63,T64,T64,Aaron Baddeley,27,256.8,1321800.0,143
64,T64,T64,Jason Dufner,22,256.8,1017054.0,110
65,T64,T64,Nicholas Lindheim,26,256.8,813599.0,88
66,T67,T67,Brooks Koepka,17,256.9,1304070.0,141
67,T67,T67,Sean O'Hair,22,256.9,1211738.0,131
68,T67,T67,Kyle Thompson,22,256.9,517944.0,56
69,T70,T70,Rory Sabbatini,27,257.1,1443970.0,156
70,T70,T70,Nick Watney,26,257.1,1564221.0,169
71,T72,T72,Scott Brown,32,257.2,1379369.0,149
72,T72,T72,Rafa Cabrera Bello,20,257.2,833200.0,90
73,T72,T72,Hunter Mahan,21,257.2,1073917.0,116
74,75,75,Brian Gay,30,257.3,1093050.0,118
75,T76,T76,Talor Gooch,27,257.4,1204802.0,130
76,T76,T76,Seamus Power,28,257.4,1297285.0,140
77,T78,T78,Alex Cejka,24,257.5,982765.0,106
78,T78,T78,Brandon Harkins,30,257.5,1835638.0,198
79,T78,T78,Ian Poulter,20,257.5,797150.0,86
80,T81,T81,Lucas Glover,18,257.6,973641.0,105
81,T81,T81,Jamie Lovemark,26,257.6,1706524.0,184
82,T83,T83,Cody Gribble,25,257.7,1150404.0,124
83,T83,T83,Patrick Rodgers,30,257.7,1382156.0,149
84,T85,T85,Jonas Blixt,23,257.9,984335.0,106
85,T85,T85,Bud Cauley,17,257.9,817181.0,88
86,T85,T85,Kevin Kisner,25,257.9,975027.0,105
87,T85,T85,Sam Ryder,26,257.9,1475935.0,159
88,89,89,Jordan Spieth,23,258.0,1485970.0,160
89,T90,T90,Branden Grace,18,258.1,947838.0,102
90,T90,T90,Graeme McDowell,20,258.1,919902.0,99
91,T90,T90,Adam Scott,21,258.1,1180147.0,127
92,T93,T93,Keegan Bradley,27,258.2,1775225.0,191
93,T93,T93,Tyler Duncan,31,258.2,1589555.0,171
94,95,95,Chesson Hadley,30,258.3,1655190.0,178
95,T96,T96,Charles Howell III,28,258.4,1395514.0,150
96,T96,T96,Robert Streb,29,258.4,976774.0,105
97,T98,T98,Abraham Ancer,30,258.6,1731346.0,186
98,T98,T98,Matt Atkins,21,258.6,856326.0,92
99,T98,T98,Luke List,29,258.6,2169454.0,233
100,T98,T98,Nick Taylor,30,258.6,1442801.0,155
101,102,102,Rod Pampling,20,258.7,949869.0,102
102,T103,T103,Tommy Fleetwood,19,259.0,1267861.0,136
103,T103,T103,Kelly Kraft,31,259.0,1109458.0,119
104,T103,T103,Grayson Murray,22,259.0,1556872.0,167
105,T103,T103,Ben Silverman,28,259.0,1230936.0,132
106,T103,T103,Peter Uihlein,26,259.0,1323945.0,142
107,108,108,Bubba Watson,24,259.2,1688893.0,181
108,109,109,Ryan Blaum,28,259.3,1269317.0,136
109,T110,T110,Zac Blair,20,259.4,690980.0,74
110,T110,T110,Kevin Na,26,259.4,1083074.0,116
111,T110,T110,Henrik Stenson,16,259.4,943185.0,101
112,T113,T113,Danny Lee,30,259.6,1476779.0,158
113,T113,T113,Peter Malnati,28,259.6,1233726.0,132
114,T113,T113,Justin Rose,18,259.6,1121443.0,120
115,T113,T113,Tiger Woods,18,259.6,1084272.0,116
116,117,117,Nate Lashley,17,259.7,635838.0,68
117,T118,T118,Bronson Burgoon,24,259.8,1253489.0,134
118,T118,T118,Kevin Tway,31,259.8,2282067.0,244
119,T120,T120,Jonathan Byrd,24,259.9,926268.0,99
120,T120,T120,J.T. Poston,22,259.9,1094717.0,117
121,T120,T120,Gary Woodland,27,259.9,1740362.0,186
122,T123,T123,Daniel Summerhays,19,260.2,693085.0,74
123,T123,T123,Jhonattan Vegas,27,260.2,1554880.0,166
124,T125,T125,Trey Mullinax,24,260.3,1349580.0,144
125,T125,T125,Jonathan Randolph,25,260.3,983948.0,105
126,T125,T125,J.J. Spaun,27,260.3,1321110.0,141
127,T125,T125,Chris Stroud,27,260.3,1265160.0,135
128,T125,T125,Richy Werenski,32,260.3,1311819.0,140
129,130,130,Derek Fathauer,28,260.4,1265394.0,135
130,T131,T131,Billy Hurley III,27,260.5,759718.0,81
131,T131,T131,Troy Merritt,27,260.5,1444085.0,154
132,T133,T133,Fabián Gómez,28,260.6,1238574.0,132
133,T133,T133,Bill Haas,25,260.6,1144416.0,122
134,T133,T133,Russell Knox,27,260.6,1097608.0,117
135,T133,T133,Hideki Matsuyama,21,260.6,1304230.0,139
136,137,137,Beau Hossler,28,260.9,1869385.0,199
137,138,138,Jon Rahm,20,261.0,1277746.0,136
138,T139,T139,Emiliano Grillo,25,261.3,1382643.0,147
139,T139,T139,Zach Johnson,25,261.3,1072356.0,114
140,T139,T139,Justin Thomas,23,261.3,1618223.0,172
141,T142,T142,Joel Dahmen,28,261.4,1449205.0,154
142,T142,T142,Patton Kizzire,29,261.4,1467857.0,156
143,T142,T142,Ryan Moore,22,261.4,1298678.0,138
144,T145,T145,Si Woo Kim,31,261.6,1666879.0,177
145,T145,T145,"Ted Potter, Jr.",28,261.6,1129943.0,120
146,T145,T145,Brendan Steele,22,261.6,1384304.0,147
147,T148,T148,Chez Reavie,28,261.8,942410.0,100
148,T148,T148,Vaughn Taylor,25,261.8,1093069.0,116
149,T148,T148,Johnson Wagner,21,261.8,810432.0,86
150,151,151,Pat Perez,23,262.0,858155.0,91
151,152,152,John Huh,29,262.2,1434614.0,152
152,153,153,Austin Cook,29,262.3,1737628.0,184
153,T154,T154,Andrew Landry,27,262.4,1162037.0,123
154,T154,T154,Scott Piercy,26,262.4,1162075.0,123
155,156,156,Roberto Díaz,25,262.6,879182.0,93
156,T157,T157,Rickie Fowler,20,262.7,1248187.0,132
157,T157,T157,Charley Hoffman,25,262.7,1550832.0,164
158,159,159,Anirban Lahiri,24,263.1,1288068.0,136
159,160,160,Paul Casey,20,263.2,947441.0,100
160,T161,T161,C.T. Pan,30,263.3,1516642.0,160
161,T161,T161,Webb Simpson,26,263.3,1346090.0,142
162,T163,T163,Greg Chalmers,20,263.4,625925.0,66
163,T163,T163,Michael Kim,27,263.4,777515.0,82
164,T163,T163,Phil Mickelson,24,263.4,1450549.0,153
165,T163,T163,Aaron Wise,29,263.4,1649945.0,174
166,167,167,Cameron Tringale,26,263.6,806518.0,85
167,168,168,Daniel Berger,23,263.7,1376684.0,145
168,T169,T169,Matt Every,30,263.8,1358133.0,143
169,T169,T169,Andrew Putnam,28,263.8,1396136.0,147
170,T171,T171,Patrick Cantlay,23,263.9,1738539.0,183
171,T171,T171,Marc Leishman,25,263.9,1548295.0,163
172,T171,T171,Brian Stuard,32,263.9,902531.0,95
173,174,174,Patrick Reed,26,264.0,1434854.0,151
174,T175,T175,Retief Goosen,20,264.1,732046.0,77
175,T175,T175,Tyrrell Hatton,16,264.1,713203.0,75
176,177,177,Kyle Stanley,26,264.3,1351162.0,142
177,178,178,Alex Noren,18,264.5,1133291.0,119
178,179,179,Kevin Streelman,27,264.6,1695617.0,178
179,180,180,Satoshi Kodaira,18,266.3,613450.0,64
180,181,181,Ben Martin,20,266.9,1162402.0,121
181,182,182,Brian Harman,25,267.4,1280121.0,133
182,183,183,Xander Schauffele,27,267.7,1782906.0,185
183,T184,T184,Ben Crane,21,267.9,646057.0,67
184,T184,T184,Adam Hadwin,25,267.9,1465959.0,152
185,T186,T186,Kiradech Aphibarnrat,14,268.0,704283.0,73
186,T186,T186,Russell Henley,23,268.0,1157699.0,120
187,T186,T186,Denny McCarthy,22,268.0,1003297.0,104
188,189,189,Kevin Chappell,23,268.7,1586498.0,164
189,190,190,Matt Kuchar,24,269.0,1113865.0,115
190,191,191,Louis Oosthuizen,17,269.3,727237.0,75
191,192,192,Charl Schwartzel,20,271.4,967384.0,99
192,193,193,Francesco Molinari,20,274.2,1342539.0,136
