,Total_Hole_Outs_RANK THIS WEEK,Total_Hole_Outs_RANK LAST WEEK,Total_Hole_Outs_PLAYER NAME,Total_Hole_Outs_ROUNDS,Total_Hole_Outs_HOLE OUTS
125,T101,T101,Gary Woodland,96,10
126,T127,T127,Daniel Berger,81,9
127,T127,T127,Zac Blair,64,9
128,T127,T127,Charles Howell III,104,9
129,T127,T127,Stephan Jaeger,81,9
130,T127,T127,Anirban Lahiri,82,9
131,T127,T127,Nate Lashley,51,9
132,T127,T127,Hunter Mahan,67,9
133,T127,T127,Peter Malnati,87,9
134,T127,T127,Francesco Molinari,73,9
135,T127,T127,Pat Perez,82,9
136,T127,T127,Patrick Rodgers,97,9
137,T127,T127,J.J. Spaun,85,9
138,T127,T127,Robert Streb,78,9
139,T127,T127,Brian Stuard,103,9
140,T141,T141,Jonas Blixt,67,8
141,T141,T141,Jonathan Byrd,70,8
142,T141,T141,Patrick Cantlay,87,8
143,T141,T141,Greg Chalmers,56,8
144,T141,T141,Kevin Chappell,77,8
145,T141,T141,Rickie Fowler,74,8
146,T141,T141,Jim Furyk,50,8
147,T141,T141,Lucas Glover,65,8
148,T141,T141,Retief Goosen,60,8
149,T141,T141,J.J. Henry,81,8
150,T141,T141,Matt Kuchar,88,8
151,T141,T141,Ryan Moore,78,8
152,T141,T141,Cameron Percy,56,8
153,T141,T141,Ian Poulter,73,8
154,T141,T141,Justin Rose,70,8
155,T141,T141,Adam Schenk,86,8
156,T141,T141,Jordan Spieth,81,8
157,T141,T141,Brett Stegmaier,67,8
158,T141,T141,Peter Uihlein,83,8
159,T141,T141,Johnson Wagner,75,8
160,T161,T161,Jason Dufner,71,7
161,T161,T161,Branden Grace,67,7
162,T161,T161,Billy Horschel,86,7
163,T161,T161,Graeme McDowell,67,7
164,T161,T161,Adam Scott,78,7
165,T161,T161,Kyle Stanley,93,7
166,T161,T161,Michael Thompson,62,7
167,T161,T161,Tiger Woods,68,7
168,T169,T169,Blayne Barber,69,6
169,T169,T169,Chad Campbell,87,6
170,T169,T169,Zecheng Dou,53,6
171,T169,T169,David Hearn,66,6
172,T169,T169,Nicholas Lindheim,77,6
173,T169,T169,Rod Pampling,62,6
174,T169,T169,J.T. Poston,73,6
175,T169,T169,Xander Schauffele,96,6
176,T169,T169,Brendan Steele,74,6
177,T169,T169,Kyle Thompson,50,6
178,T179,T179,Rafa Cabrera Bello,75,5
179,T179,T179,Emiliano Grillo,94,5
180,T179,T179,Sung Kang,89,5
181,T179,T179,Shane Lowry,64,5
182,T179,T179,Denny McCarthy,71,5
183,T179,T179,Alex Noren,67,5
184,T179,T179,Louis Oosthuizen,62,5
185,T179,T179,D.A. Points,63,5
186,T179,T179,Hudson Swafford,73,5
187,T179,T179,Steve Wheatcroft,60,5
188,T179,T179,Andrew Yun,51,5
189,T190,T190,Satoshi Kodaira,51,4
190,T190,T190,Charl Schwartzel,65,4
191,192,192,Cameron Tringale,67,3
192,193,193,Henrik Stenson,60,1
