,Greens_or_Fringe_in_Regulation_RANK THIS WEEK,Greens_or_Fringe_in_Regulation_RANK LAST WEEK,Greens_or_Fringe_in_Regulation_PLAYER NAME,Greens_or_Fringe_in_Regulation_ROUNDS,Greens_or_Fringe_in_Regulation_%,Greens_or_Fringe_in_Regulation_TOTAL HIT,Greens_or_Fringe_in_Regulation_TOTAL ATTEMPTS,Greens_or_Fringe_in_Regulation_RTP SCORE
36,T37,T37,Jonathan Byrd,70,72.11,623,864,-152.0
37,T37,T37,Rafa Cabrera Bello,75,72.11,623,864,-176.0
38,39,39,Ryan Armour,109,72.05,1245,1728,-312.0
39,40,40,Keegan Bradley,98,72.01,1037,1440,-282.0
40,41,41,J.J. Spaun,85,71.99,920,1278,-247.0
41,42,42,Luke List,98,71.94,1010,1404,-260.0
42,43,43,James Hahn,85,71.9,893,1242,-221.0
43,44,44,Adam Hadwin,92,71.89,854,1188,-217.0
44,45,45,Webb Simpson,95,71.88,1048,1458,-294.0
45,46,46,Matt Jones,70,71.87,608,846,-156.0
46,47,47,Shawn Stefani,76,71.85,776,1080,-194.0
47,48,48,Russell Henley,77,71.84,750,1044,-198.0
48,T49,T49,Tommy Fleetwood,73,71.81,698,972,-228.0
49,T49,T49,Brendan Steele,74,71.81,698,972,-155.0
50,51,51,Ryan Moore,78,71.8,853,1188,-216.0
51,52,52,Charles Howell III,104,71.72,1007,1404,-248.0
52,53,53,Russell Knox,94,71.7,955,1332,-213.0
53,54,54,Bronson Burgoon,69,71.54,734,1026,-211.0
54,55,55,Justin Thomas,91,71.49,875,1224,-288.0
55,56,56,Chez Reavie,93,71.48,772,1080,-204.0
56,57,57,Hudson Swafford,73,71.47,669,936,-162.0
57,58,58,Chris Kirk,108,71.41,1234,1728,-342.0
58,T59,T59,Emiliano Grillo,94,71.39,938,1314,-269.0
59,T59,T59,Nick Watney,94,71.39,1028,1440,-282.0
60,61,61,Steve Wheatcroft,60,71.38,591,828,-149.0
61,62,62,Fabián Gómez,88,71.28,911,1278,-209.0
62,T63,T63,Brooks Koepka,64,71.27,692,971,-210.0
63,T63,T63,Vaughn Taylor,83,71.27,898,1260,-232.0
64,65,65,Chesson Hadley,103,71.22,1141,1602,-337.0
65,66,66,Shane Lowry,64,71.13,653,918,-157.0
66,67,67,Zach Johnson,94,71.06,921,1296,-260.0
67,68,68,William McGirt,84,71.04,959,1350,-226.0
68,T69,T69,Byeong Hun An,86,71.0,933,1314,-241.0
69,T69,T69,Marc Leishman,93,71.0,933,1314,-257.0
70,T69,T69,Tiger Woods,68,71.0,754,1062,-222.0
71,72,72,Stephan Jaeger,81,70.99,805,1134,-198.0
72,73,73,Conrad Shindler,60,70.96,562,792,-142.0
73,74,74,Tyrrell Hatton,58,70.9,536,756,-130.0
74,75,75,Beau Hossler,104,70.74,1146,1620,-326.0
75,76,76,Nicholas Lindheim,77,70.72,751,1062,-182.0
76,77,77,Kevin Chappell,77,70.7,789,1116,-207.0
77,78,78,Brian Harman,94,70.68,916,1296,-239.0
78,T79,T79,Stewart Cink,87,70.65,852,1206,-229.0
79,T79,T79,Nick Taylor,94,70.65,941,1332,-204.0
80,81,81,Rory McIlroy,64,70.59,648,918,-203.0
81,82,82,Xinjun Zhang,81,70.57,724,1026,-164.0
82,83,83,Daniel Berger,81,70.43,786,1116,-206.0
83,84,84,Abraham Ancer,98,70.35,1051,1494,-268.0
84,85,85,Bubba Watson,90,70.34,861,1224,-259.0
85,86,86,Ian Poulter,73,70.33,633,900,-169.0
86,87,87,Rory Sabbatini,91,70.3,949,1350,-255.0
87,88,88,Brian Stuard,103,70.2,1112,1584,-265.0
88,T89,T89,Paul Casey,74,70.18,619,882,-176.0
89,T89,T89,J.T. Poston,73,70.18,720,1026,-191.0
90,91,91,Robert Garrigus,80,70.1,858,1224,-218.0
91,92,92,Denny McCarthy,71,70.07,618,882,-157.0
92,T93,T93,Austin Cook,107,70.05,1160,1656,-320.0
93,T93,T93,Richy Werenski,98,70.05,933,1332,-231.0
94,95,95,Ryan Blaum,81,69.98,907,1296,-244.0
95,96,96,Harold Varner III,91,69.97,932,1332,-245.0
96,97,97,Kevin Tway,110,69.94,1133,1620,-322.0
97,T98,T98,Lanto Griffin,80,69.91,755,1080,-188.0
98,T98,T98,Matt Kuchar,88,69.91,818,1170,-209.0
99,100,100,Martin Laird,73,69.85,767,1098,-219.0
100,101,101,Adam Schenk,86,69.78,829,1188,-200.0
101,102,102,Tom Lovelady,87,69.73,866,1242,-249.0
102,103,103,John Huh,94,69.72,1029,1476,-283.0
103,104,104,Zac Blair,64,69.69,577,828,-160.0
104,105,105,Martin Flores,92,69.68,903,1296,-206.0
105,106,106,Mackenzie Hughes,80,69.53,851,1224,-227.0
106,107,107,Peter Uihlein,83,69.49,813,1170,-200.0
107,108,108,Brice Garnett,99,69.48,1013,1458,-237.0
108,109,109,Ryan Palmer,69,69.44,750,1080,-206.0
109,110,110,Ben Silverman,90,69.37,949,1368,-251.0
110,111,111,Charley Hoffman,87,69.36,849,1224,-226.0
111,112,112,Seamus Power,86,69.28,823,1188,-207.0
112,113,113,Andrew Landry,82,69.25,910,1314,-237.0
113,114,114,Pat Perez,82,69.17,635,918,-158.0
114,115,115,Lucas Glover,65,69.08,572,828,-129.0
115,116,116,Robert Streb,78,68.98,745,1080,-190.0
116,117,117,Alex Noren,67,68.93,608,882,-162.0
117,118,118,Brandt Snedeker,84,68.92,918,1332,-268.0
118,119,119,Kevin Kisner,89,68.89,806,1170,-209.0
119,120,120,Ethan Tracy,72,68.83,669,972,-167.0
120,121,121,Phil Mickelson,90,68.81,867,1260,-287.0
121,122,122,Jason Dufner,71,68.8,644,936,-152.0
122,123,123,Brandon Harkins,101,68.69,1051,1530,-305.0
123,T124,T124,Sam Saunders,80,68.66,828,1206,-250.0
124,T124,T124,Jhonattan Vegas,92,68.66,791,1152,-193.0
125,126,126,Scott Stallings,96,68.61,988,1440,-254.0
126,127,127,Aaron Baddeley,84,68.57,864,1260,-224.0
127,128,128,Graeme McDowell,67,68.48,567,828,-139.0
128,129,129,Patrick Rodgers,97,68.42,899,1314,-230.0
129,130,130,Cameron Tringale,67,68.41,628,918,-130.0
130,T131,T131,Louis Oosthuizen,62,68.36,566,828,-133.0
131,T131,T131,Kyle Thompson,50,68.36,443,648,-85.0
132,133,133,Branden Grace,67,68.18,540,792,-152.0
133,134,134,Chad Campbell,87,68.16,822,1206,-177.0
134,T135,T135,Jason Day,75,68.14,601,882,-197.0
135,T135,T135,J.B. Holmes,77,68.14,834,1224,-232.0
136,T135,T135,Tyrone Van Aswegen,101,68.14,1018,1494,-252.0
137,138,138,Xander Schauffele,96,68.13,883,1296,-261.0
138,139,139,Ben Crane,65,68.0,563,828,-149.0
139,140,140,Trey Mullinax,75,67.89,721,1062,-198.0
140,T141,T141,Jamie Lovemark,92,67.88,953,1404,-270.0
141,T141,T141,Troy Merritt,89,67.88,892,1314,-250.0
142,143,143,Kevin Na,91,67.78,854,1260,-268.0
143,144,144,Bill Haas,76,67.76,805,1188,-186.0
144,145,145,Patrick Reed,94,67.72,768,1134,-221.0
145,146,146,Kiradech Aphibarnrat,51,67.48,413,612,-108.0
146,147,147,Tom Hoge,101,67.47,1008,1494,-269.0
147,148,148,Scott Brown,102,67.35,982,1458,-255.0
148,149,149,Ricky Barnes,65,67.28,545,810,-163.0
149,150,150,Sean O'Hair,67,67.25,690,1026,-182.0
150,151,151,Danny Lee,88,67.22,847,1260,-233.0
151,152,152,Brian Gay,103,67.21,1113,1656,-319.0
152,153,153,Si Woo Kim,108,67.17,943,1404,-264.0
153,154,154,Jim Furyk,50,67.03,555,828,-123.0
154,155,155,Matt Atkins,56,66.81,481,720,-117.0
155,156,156,Rob Oppenheim,74,66.77,649,972,-157.0
156,157,157,Alex Cejka,77,66.67,720,1080,-192.0
157,158,158,Matt Every,79,66.58,731,1098,-187.0
158,159,159,David Lingmerth,82,66.51,826,1242,-241.0
159,160,160,Harris English,84,66.5,814,1224,-219.0
160,161,161,Bud Cauley,55,66.4,490,738,-127.0
161,T162,T162,Billy Hurley III,70,66.37,681,1026,-163.0
162,T162,T162,Kelly Kraft,94,66.37,884,1332,-225.0
163,164,164,Talor Gooch,78,66.31,740,1116,-186.0
164,165,165,Retief Goosen,60,66.25,477,720,-99.0
165,166,166,Andrew Yun,51,66.18,405,612,-88.0
166,167,167,Roberto Díaz,72,66.17,667,1008,-155.0
167,168,168,Charl Schwartzel,65,66.14,500,756,-120.0
168,169,169,"Ted Potter, Jr.",87,66.02,915,1386,-237.0
169,170,170,Jimmy Walker,81,65.91,783,1188,-222.0
170,171,171,Zecheng Dou,53,65.9,427,648,-91.0
171,172,172,Ben Martin,64,65.79,675,1026,-183.0
172,173,173,Grayson Murray,72,65.73,698,1062,-196.0
173,174,174,Peter Malnati,87,65.7,887,1350,-263.0
174,175,175,Anirban Lahiri,82,65.59,791,1206,-207.0
175,176,176,Ollie Schniederjans,91,65.51,908,1386,-272.0
176,177,177,Whee Kim,93,65.45,860,1314,-250.0
177,178,178,Sung Kang,89,65.42,789,1206,-209.0
178,179,179,Rod Pampling,62,65.31,529,810,-116.0
179,180,180,Jonas Blixt,67,65.16,563,864,-151.0
180,181,181,Dominic Bozzelli,65,65.12,715,1098,-201.0
181,T182,T182,Cameron Smith,85,64.85,712,1098,-209.0
182,T182,T182,Chris Stroud,81,64.85,677,1044,-192.0
183,184,184,Cody Gribble,71,64.71,629,972,-178.0
184,185,185,Derek Fathauer,84,64.46,789,1224,-216.0
185,T186,T186,Satoshi Kodaira,51,63.98,460,719,-95.0
186,T186,T186,Jonathan Randolph,71,63.98,691,1080,-163.0
187,188,188,Wesley Bryan,69,63.83,586,918,-160.0
188,189,189,D.A. Points,63,63.66,550,864,-138.0
189,190,190,Martin Piller,79,62.69,756,1206,-186.0
190,191,191,Michael Kim,74,62.65,609,972,-163.0
191,192,192,Greg Chalmers,56,60.57,447,738,-117.0
192,193,193,Daniel Summerhays,51,57.75,395,684,-109.0
