,Average_Approach_Distance_-_Birdie_or_Better_RANK THIS WEEK,Average_Approach_Distance_-_Birdie_or_Better_RANK LAST WEEK,Average_Approach_Distance_-_Birdie_or_Better_PLAYER NAME,Average_Approach_Distance_-_Birdie_or_Better_ROUNDS,Average_Approach_Distance_-_Birdie_or_Better_AVG (YARDS),Average_Approach_Distance_-_Birdie_or_Better_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Birdie_or_Better_NUMBER OF APPROACH SHOTS
46,T46,T46,Andrew Putnam,97,172.4,171956500.0,277
47,48,48,J.J. Spaun,85,172.5,172668700.0,278
48,T49,T49,Abraham Ancer,98,172.8,189082000.0,304
49,T49,T49,Kevin Na,91,172.8,181605200.0,292
50,T51,T51,Ryan Blaum,81,173.1,177005300.0,284
51,T51,T51,Hunter Mahan,67,173.1,122737300.0,197
52,T53,T53,Chesson Hadley,103,173.2,226280800.0,363
53,T53,T53,Tom Hoge,101,173.2,197708900.0,317
54,T53,T53,Nick Watney,94,173.2,186479400.0,299
55,T56,T56,Lanto Griffin,80,173.4,139169800.0,223
56,T56,T56,William McGirt,84,173.4,158575000.0,254
57,T56,T56,Robert Streb,78,173.4,131719100.0,211
58,59,59,Retief Goosen,60,173.5,74341900.0,119
59,60,60,Stewart Cink,87,173.7,155706900.0,249
60,T61,T61,Zac Blair,64,173.8,109485800.0,175
61,T61,T61,J.B. Holmes,77,173.8,160198600.0,256
62,T63,T63,Jason Day,75,173.9,129577600.0,207
63,T63,T63,Brice Garnett,99,173.9,169702600.0,271
64,T65,T65,Joel Dahmen,93,174.0,165976400.0,265
65,T65,T65,Rod Pampling,62,174.0,88329700.0,141
66,T65,T65,Sam Ryder,82,174.0,171600700.0,274
67,68,68,Hudson Swafford,73,174.5,121235500.0,193
68,T69,T69,Pat Perez,82,174.7,116361600.0,185
69,T69,T69,Chez Reavie,93,174.7,140858900.0,224
70,T71,T71,Scott Brown,102,174.8,174920800.0,278
71,T71,T71,Michael Kim,74,174.8,112661500.0,179
72,T71,T71,Matt Kuchar,88,174.8,146623800.0,233
73,74,74,Martin Piller,79,175.0,136717300.0,217
74,75,75,Cameron Tringale,67,175.1,102741200.0,163
75,T76,T76,Tyrrell Hatton,58,175.3,94685400.0,150
76,T76,T76,Satoshi Kodaira,51,175.3,75115700.0,119
77,T76,T76,Martin Laird,73,175.3,155243900.0,246
78,79,79,Patton Kizzire,92,175.4,182501000.0,289
79,80,80,Jimmy Walker,81,175.5,154783500.0,245
80,81,81,Conrad Shindler,60,175.6,99883800.0,158
81,82,82,Seamus Power,86,175.8,151242600.0,239
82,T83,T83,Michael Thompson,62,175.9,130429700.0,206
83,T83,T83,Richy Werenski,98,175.9,162773800.0,257
84,T85,T85,Jonas Blixt,67,176.0,103893300.0,164
85,T85,T85,Dominic Bozzelli,65,176.0,140027200.0,221
86,T85,T85,John Huh,94,176.0,193207400.0,305
87,T85,T85,Xinjun Zhang,81,176.0,126688200.0,200
88,T89,T89,Robert Garrigus,80,176.1,162255800.0,256
89,T89,T89,Troy Merritt,89,176.1,176229000.0,278
90,91,91,Brandon Harkins,101,176.3,215790000.0,340
91,92,92,Ben Crane,65,176.4,101600800.0,160
92,93,93,Stephan Jaeger,81,176.6,139867600.0,220
93,T94,T94,Tom Lovelady,87,176.8,175636300.0,276
94,T94,T94,Tiger Woods,68,176.8,156532700.0,246
95,96,96,Rory McIlroy,64,176.9,135005000.0,212
96,T97,T97,Anirban Lahiri,82,177.2,151205100.0,237
97,T97,T97,J.T. Poston,73,177.2,136489000.0,214
98,99,99,Kevin Kisner,89,177.3,139752300.0,219
99,T100,T100,Sung Kang,89,177.4,143035300.0,224
100,T100,T100,Adam Schenk,86,177.4,143717200.0,225
101,T102,T102,Shane Lowry,64,177.5,115028200.0,180
102,T102,T102,Scott Stallings,96,177.5,178261400.0,279
103,T102,T102,Daniel Summerhays,51,177.5,76047100.0,119
104,T102,T102,Peter Uihlein,83,177.5,150140100.0,235
105,T102,T102,Bubba Watson,90,177.5,173835400.0,272
106,107,107,Russell Henley,77,177.6,141284900.0,221
107,108,108,Tyler Duncan,97,177.8,188805700.0,295
108,109,109,Matt Jones,70,177.9,112076500.0,175
109,T110,T110,Charley Hoffman,87,178.0,158962300.0,248
110,T110,T110,Beau Hossler,104,178.0,224955500.0,351
111,T112,T112,Alex Cejka,77,178.1,134001200.0,209
112,T112,T112,Jason Dufner,71,178.1,118002900.0,184
113,T114,T114,D.A. Points,63,178.2,100741500.0,157
114,T114,T114,Harold Varner III,91,178.2,173830700.0,271
115,T116,T116,Fabián Gómez,88,178.3,148903200.0,232
116,T116,T116,C.T. Pan,104,178.3,198299900.0,309
117,T118,T118,Billy Horschel,86,178.5,201077700.0,313
118,T118,T118,Jordan Spieth,81,178.5,180520400.0,281
119,T120,T120,Ben Martin,64,178.6,129225500.0,201
120,T120,T120,Scott Piercy,84,178.6,162048400.0,252
121,122,122,Francesco Molinari,73,178.7,142199600.0,221
122,T123,T123,Harris English,84,178.8,156371300.0,243
123,T123,T123,Rory Sabbatini,91,178.8,185975800.0,289
124,T123,T123,Chris Stroud,81,178.8,137752500.0,214
125,126,126,Emiliano Grillo,94,178.9,193213000.0,300
126,127,127,Blayne Barber,69,179.0,144952400.0,225
127,128,128,Aaron Wise,90,179.1,214077700.0,332
128,129,129,Ryan Palmer,69,179.2,152924300.0,237
129,T130,T130,Louis Oosthuizen,62,179.5,100184600.0,155
130,T130,T130,Patrick Rodgers,97,179.5,164805900.0,255
131,T132,T132,Aaron Baddeley,84,179.7,157850800.0,244
132,T132,T132,Bud Cauley,55,179.7,93822000.0,145
133,T132,T132,Danny Lee,88,179.7,166942800.0,258
134,T135,T135,Matt Atkins,56,179.8,90640800.0,140
135,T135,T135,Cameron Smith,85,179.8,144950900.0,224
136,T137,T137,Rafa Cabrera Bello,75,180.1,122507600.0,189
137,T137,T137,Sam Saunders,80,180.1,176334600.0,272
138,139,139,Ricky Barnes,65,180.2,117442200.0,181
139,140,140,Keegan Bradley,98,180.3,198633000.0,306
140,141,141,Jamie Lovemark,92,180.4,193584700.0,298
141,142,142,Jon Rahm,71,180.6,146261700.0,225
142,143,143,Kevin Tway,110,180.8,225245200.0,346
143,144,144,Talor Gooch,78,181.1,140172300.0,215
144,145,145,Jonathan Byrd,70,181.2,109584000.0,168
145,146,146,Andrew Yun,51,181.4,71837900.0,110
146,147,147,Bill Haas,76,181.5,133933700.0,205
147,148,148,Derek Fathauer,84,181.7,154412000.0,236
148,149,149,Lucas Glover,65,181.9,103469100.0,158
149,T150,T150,Bronson Burgoon,69,182.0,146783300.0,224
150,T150,T150,Nick Taylor,94,182.0,166427200.0,254
151,152,152,Byeong Hun An,86,182.1,175039800.0,267
152,153,153,Ryan Moore,78,182.3,154884400.0,236
153,154,154,Kevin Streelman,94,182.4,193743800.0,295
154,T155,T155,Phil Mickelson,90,182.6,200466600.0,305
155,T155,T155,Justin Thomas,91,182.6,201785900.0,307
156,T157,T157,Sean O'Hair,67,182.7,134177100.0,204
157,T157,T157,Justin Rose,70,182.7,159812100.0,243
158,159,159,Austin Cook,107,182.8,238172600.0,362
159,160,160,Adam Scott,78,182.9,156686400.0,238
160,161,161,Grayson Murray,72,183.1,153624600.0,233
161,162,162,Kyle Stanley,93,183.2,173445500.0,263
162,163,163,Bryson DeChambeau,93,183.3,231635900.0,351
163,164,164,Keith Mitchell,99,183.4,219224900.0,332
164,165,165,Branden Grace,67,183.9,109878800.0,166
165,T166,T166,Nate Lashley,51,184.0,80799600.0,122
166,T166,T166,Graeme McDowell,67,184.0,107331500.0,162
167,168,168,Tommy Fleetwood,73,184.2,164485900.0,248
168,169,169,James Hahn,85,184.3,167883700.0,253
169,170,170,Xander Schauffele,96,184.7,191478200.0,288
170,171,171,Kevin Chappell,77,184.9,162452700.0,244
171,T172,T172,Paul Casey,74,185.0,127204400.0,191
172,T172,T172,Patrick Reed,94,185.0,159191800.0,239
173,T172,T172,Gary Woodland,96,185.0,193778600.0,291
174,175,175,Si Woo Kim,108,185.2,194061000.0,291
175,T176,T176,Daniel Berger,81,185.4,153478900.0,230
176,T176,T176,Cody Gribble,71,185.4,130173400.0,195
177,T176,T176,Adam Hadwin,92,185.4,163491900.0,245
178,T176,T176,Hideki Matsuyama,75,185.4,163496200.0,245
179,T180,T180,Marc Leishman,93,185.7,193191000.0,289
180,T180,T180,Charl Schwartzel,65,185.7,96936200.0,145
181,182,182,Rickie Fowler,74,186.0,162714400.0,243
182,T183,T183,Jason Kokrak,99,186.4,231506300.0,345
183,T183,T183,Jhonattan Vegas,92,186.4,152319600.0,227
184,185,185,Matt Every,79,186.5,142359400.0,212
185,T186,T186,Tony Finau,105,186.6,232421100.0,346
186,T186,T186,Henrik Stenson,60,186.6,108132600.0,161
187,188,188,Luke List,98,188.8,202507300.0,298
188,189,189,Kiradech Aphibarnrat,51,189.0,83026800.0,122
189,190,190,Denny McCarthy,71,189.1,117764800.0,173
190,191,191,Patrick Cantlay,87,189.5,178014100.0,261
191,192,192,Brendan Steele,74,193.4,129519400.0,186
192,193,193,Alex Noren,67,196.3,121544600.0,172
