,GIR_Percentage_from_Fairway_RANK THIS WEEK,GIR_Percentage_from_Fairway_RANK LAST WEEK,GIR_Percentage_from_Fairway_PLAYER NAME,GIR_Percentage_from_Fairway_ROUNDS,GIR_Percentage_from_Fairway_%,GIR_Percentage_from_Fairway_GREENS HIT,GIR_Percentage_from_Fairway_# OF HOLES
68,69,69,Phil Mickelson,90,79.1,511,646
69,T70,T70,James Hahn,85,79.07,578,731
70,T70,T70,Patrick Rodgers,97,79.07,627,793
71,72,72,Adam Hadwin,92,79.02,648,820
72,73,73,William McGirt,84,78.96,514,651
73,74,74,Chesson Hadley,103,78.85,656,832
74,75,75,Bryson DeChambeau,93,78.75,641,814
75,76,76,Stewart Cink,87,78.6,551,701
76,77,77,Francesco Molinari,73,78.59,503,640
77,78,78,Rory Sabbatini,91,78.57,605,770
78,79,79,J.J. Spaun,85,78.55,575,732
79,T80,T80,Lanto Griffin,80,78.5,449,572
80,T80,T80,Nick Watney,94,78.5,555,707
81,82,82,Mackenzie Hughes,80,78.49,500,637
82,83,83,Lucas Glover,65,78.48,434,553
83,T84,T84,Russell Henley,77,78.46,572,729
84,T84,T84,Webb Simpson,95,78.46,630,803
85,86,86,Chris Kirk,108,78.45,750,956
86,T87,T87,J.B. Holmes,77,78.39,468,597
87,T87,T87,Johnson Wagner,75,78.39,486,620
88,89,89,Adam Schenk,86,78.38,504,643
89,90,90,Bronson Burgoon,69,78.37,489,624
90,91,91,Hunter Mahan,67,78.36,449,573
91,92,92,Denny McCarthy,71,78.35,438,559
92,93,93,Joel Dahmen,93,78.33,618,789
93,T94,T94,Kevin Na,91,78.17,605,774
94,T94,T94,Harold Varner III,91,78.17,573,733
95,96,96,Alex Noren,67,78.12,407,521
96,97,97,Cameron Smith,85,78.08,488,625
97,98,98,Daniel Berger,81,78.0,539,691
98,99,99,Shawn Stefani,76,77.95,456,585
99,100,100,Jason Day,75,77.92,434,557
100,101,101,Nate Lashley,51,77.89,310,398
101,102,102,Fabián Gómez,88,77.79,592,761
102,103,103,Matt Every,79,77.76,451,580
103,104,104,Tom Lovelady,87,77.71,481,619
104,105,105,Ricky Barnes,65,77.63,302,389
105,106,106,Ollie Schniederjans,91,77.6,492,634
106,107,107,Brian Harman,94,77.53,659,850
107,108,108,Stephan Jaeger,81,77.52,476,614
108,109,109,Charley Hoffman,87,77.37,506,654
109,T110,T110,Bill Haas,76,77.33,457,591
110,T110,T110,Chez Reavie,93,77.33,672,869
111,112,112,Conrad Shindler,60,77.28,398,515
112,113,113,Ryan Palmer,69,77.26,401,519
113,114,114,Kevin Chappell,77,77.15,493,639
114,115,115,Bud Cauley,55,77.11,347,450
115,T116,T116,Branden Grace,67,77.07,437,567
116,T116,T116,Patrick Reed,94,77.07,511,663
117,118,118,Rob Oppenheim,74,77.01,412,535
118,T119,T119,Andrew Landry,82,76.91,543,706
119,T119,T119,Brandt Snedeker,84,76.91,553,719
120,121,121,Jamie Lovemark,92,76.82,537,699
121,122,122,Ian Poulter,73,76.81,457,595
122,123,123,Emiliano Grillo,94,76.8,695,905
123,124,124,Brian Stuard,103,76.76,743,968
124,125,125,Brice Garnett,99,76.7,655,854
125,126,126,Tyrrell Hatton,58,76.6,360,470
126,127,127,Ryan Moore,78,76.49,602,787
127,128,128,Martin Laird,73,76.48,439,574
128,129,129,Scott Brown,102,76.3,647,848
129,130,130,Whee Kim,93,76.28,579,759
130,131,131,Ethan Tracy,72,76.27,437,573
131,T132,T132,Ryan Blaum,81,76.25,533,699
132,T132,T132,Wesley Bryan,69,76.25,398,522
133,134,134,Billy Hurley III,70,76.18,403,529
134,135,135,Ryan Armour,109,76.16,840,1103
135,136,136,Steve Wheatcroft,60,76.15,431,566
136,137,137,Louis Oosthuizen,62,76.12,373,490
137,138,138,John Huh,94,76.09,611,803
138,139,139,Austin Cook,107,76.05,762,1002
139,140,140,Peter Malnati,87,76.02,501,659
140,141,141,Sung Kang,89,76.0,513,675
141,142,142,Dominic Bozzelli,65,75.99,383,504
142,143,143,Ben Silverman,90,75.94,584,769
143,144,144,Harris English,84,75.89,488,643
144,T145,T145,Robert Garrigus,80,75.88,453,597
145,T145,T145,Xinjun Zhang,81,75.88,519,684
146,147,147,Xander Schauffele,96,75.86,594,783
147,148,148,Grayson Murray,72,75.75,428,565
148,149,149,Anirban Lahiri,82,75.69,523,691
149,150,150,Abraham Ancer,98,75.64,646,854
150,151,151,Ben Martin,64,75.62,428,566
151,152,152,Jhonattan Vegas,92,75.59,548,725
152,153,153,Kevin Kisner,89,75.58,551,729
153,154,154,Danny Lee,88,75.56,569,753
154,155,155,Jason Dufner,71,75.31,430,571
155,156,156,Chris Stroud,81,75.24,480,638
156,157,157,Jimmy Walker,81,75.13,432,575
157,158,158,Vaughn Taylor,83,75.07,560,746
158,T159,T159,Talor Gooch,78,75.0,432,576
159,T159,T159,Daniel Summerhays,51,75.0,258,344
160,161,161,Troy Merritt,89,74.97,560,747
161,162,162,Aaron Baddeley,84,74.96,434,579
162,163,163,Jim Furyk,50,74.95,350,467
163,164,164,Derek Fathauer,84,74.79,445,595
164,165,165,"Ted Potter, Jr.",87,74.75,607,812
165,166,166,Roberto Díaz,72,74.71,449,601
166,167,167,Ben Crane,65,74.69,416,557
167,168,168,Sam Saunders,80,74.68,463,620
168,169,169,Kelly Kraft,94,74.59,631,846
169,170,170,Zac Blair,64,74.46,379,509
170,171,171,Retief Goosen,60,74.38,299,402
171,T172,T172,Rod Pampling,62,74.32,382,514
172,T172,T172,Kyle Thompson,50,74.32,301,405
173,174,174,Matt Atkins,56,74.16,310,418
174,175,175,Seamus Power,86,74.04,445,601
175,176,176,Michael Kim,74,74.03,399,539
176,177,177,Cody Gribble,71,74.01,373,504
177,178,178,Chad Campbell,87,73.77,526,713
178,179,179,Si Woo Kim,108,73.7,653,886
179,180,180,Jonathan Randolph,71,73.58,415,564
180,181,181,Brian Gay,103,73.19,737,1007
181,182,182,Tom Hoge,101,73.12,593,811
182,183,183,Charl Schwartzel,65,72.93,326,447
183,184,184,Graeme McDowell,67,72.8,388,533
184,185,185,Alex Cejka,77,72.77,465,639
185,186,186,Satoshi Kodaira,51,72.69,322,443
186,187,187,David Lingmerth,82,72.4,543,750
187,188,188,Jonas Blixt,67,72.39,375,518
188,189,189,Martin Piller,79,72.34,455,629
189,190,190,Kiradech Aphibarnrat,51,72.27,305,422
190,191,191,Andrew Yun,51,72.11,243,337
191,192,192,D.A. Points,63,70.02,362,517
192,193,193,Greg Chalmers,56,66.28,283,427
