,Left_Rough_Proximity_RANK THIS WEEK,Left_Rough_Proximity_RANK LAST WEEK,Left_Rough_Proximity_PLAYER NAME,Left_Rough_Proximity_ROUNDS,Left_Rough_Proximity_AVG,Left_Rough_Proximity_ATTEMPTS,Left_Rough_Proximity_TOTAL DISTANCE (FEET),Left_Rough_Proximity_RELATIVE TO PAR
44,T44,T44,Ethan Tracy,72,"42' 4""",96,4061.833,+12.00
45,T46,T46,Russell Knox,94,"42' 5""",85,3603.833,+5.00
46,T46,T46,Brandt Snedeker,84,"42' 5""",132,5602.6669999999995,+2.00
47,T48,T48,Stewart Cink,87,"42' 6""",114,4845.667,+8.00
48,T48,T48,Kyle Stanley,93,"42' 6""",68,2888.667,+7.00
49,T50,T50,David Lingmerth,82,"42' 7""",98,4172.167,+3.00
50,T50,T50,J.J. Spaun,85,"42' 7""",100,4254.167,+11.00
51,T52,T52,Patton Kizzire,92,"42' 8""",162,6911.4169999999995,+10.00
52,T52,T52,Rory Sabbatini,91,"42' 8""",115,4906.667,E
53,T52,T52,Conrad Shindler,60,"42' 8""",67,2858.75,+13.00
54,T55,T55,Abraham Ancer,98,"42' 9""",125,5347.25,+3.00
55,T55,T55,Tom Lovelady,87,"42' 9""",126,5390.3330000000005,+2.00
56,T55,T55,Rory McIlroy,64,"42' 9""",80,3417.75,+9.00
57,T55,T55,Kevin Na,91,"42' 9""",123,5259.3330000000005,+25.00
58,T55,T55,Cameron Smith,85,"42' 9""",128,5469.1669999999995,+6.00
59,T60,T60,Chris Kirk,108,"42' 10""",166,7113.1669999999995,+8.00
60,T60,T60,Jamie Lovemark,92,"42' 10""",153,6553.75,+7.00
61,T62,T62,Phil Mickelson,90,"43' 0""",182,7833.3330000000005,+4.00
62,T62,T62,Xander Schauffele,96,"43' 0""",101,4344.25,+16.00
63,T64,T64,David Hearn,66,"43' 1""",80,3449.083,+12.00
64,T64,T64,Scott Stallings,96,"43' 1""",138,5945.6669999999995,+16.00
65,66,66,Sam Ryder,82,"43' 2""",84,3623.083,+11.00
66,67,67,Beau Hossler,104,"43' 4""",145,6278.0830000000005,+16.00
67,T68,T68,John Huh,94,"43' 6""",124,5392.6669999999995,+4.00
68,T68,T68,Hunter Mahan,67,"43' 6""",82,3569.0,+6.00
69,70,70,Hideki Matsuyama,75,"43' 7""",98,4274.0,+14.00
70,T71,T71,Chesson Hadley,103,"43' 8""",149,6501.8330000000005,+21.00
71,T71,T71,Russell Henley,77,"43' 8""",76,3315.917,+10.00
72,T73,T73,Austin Cook,107,"43' 9""",133,5818.6669999999995,+9.00
73,T73,T73,Vaughn Taylor,83,"43' 9""",104,4547.583,+12.00
74,T73,T73,Aaron Wise,90,"43' 9""",116,5073.083,+27.00
75,T76,T76,Ryan Armour,109,"43' 10""",107,4692.083,+7.00
76,T76,T76,Shane Lowry,64,"43' 10""",92,4035.167,+17.00
77,T76,T76,Gary Woodland,96,"43' 10""",111,4868.083,+5.00
78,79,79,Corey Conners,97,"44' 0""",112,4930.5,+18.00
79,T80,T80,Keegan Bradley,98,"44' 1""",114,5028.417,+18.00
80,T80,T80,Marc Leishman,93,"44' 1""",115,5070.417,+27.00
81,T80,T80,Ryan Palmer,69,"44' 1""",105,4628.167,+27.00
82,83,83,Lucas Glover,65,"44' 2""",65,2873.5,+9.00
83,T84,T84,Nate Lashley,51,"44' 3""",72,3186.167,+8.00
84,T84,T84,Justin Thomas,91,"44' 3""",119,5270.0830000000005,-5.00
85,T86,T86,Brian Harman,94,"44' 4""",113,5009.917,+14.00
86,T86,T86,"Ted Potter, Jr.",87,"44' 4""",132,5856.1669999999995,+10.00
87,T88,T88,James Hahn,85,"44' 5""",96,4263.0,+20.00
88,T88,T88,Charles Howell III,104,"44' 5""",121,5373.0830000000005,+10.00
89,T88,T88,Peter Malnati,87,"44' 5""",127,5640.5830000000005,+24.00
90,T88,T88,Keith Mitchell,99,"44' 5""",178,7902.5830000000005,+10.00
91,T88,T88,Tyrone Van Aswegen,101,"44' 5""",153,6795.75,+18.00
92,T93,T93,Brice Garnett,99,"44' 6""",130,5779.75,+14.00
93,T93,T93,Talor Gooch,78,"44' 6""",123,5474.25,+17.00
94,T95,T95,Lanto Griffin,80,"44' 7""",131,5841.5,+13.00
95,T95,T95,Billy Horschel,86,"44' 7""",115,5125.583,+1.00
96,T95,T95,Matt Jones,70,"44' 7""",86,3831.833,+16.00
97,T95,T95,J.T. Poston,73,"44' 7""",109,4861.417,+18.00
98,T95,T95,Kyle Thompson,50,"44' 7""",56,2498.333,+10.00
99,T100,T100,Bronson Burgoon,69,"44' 8""",79,3529.667,+16.00
100,T100,T100,Luke List,98,"44' 8""",171,7638.8330000000005,+18.00
101,T100,T100,Denny McCarthy,71,"44' 8""",82,3663.167,+6.00
102,T100,T100,Troy Merritt,89,"44' 8""",122,5446.8330000000005,+16.00
103,T104,T104,Matt Every,79,"44' 9""",147,6582.5,+39.00
104,T104,T104,Chris Stroud,81,"44' 9""",94,4208.75,+17.00
105,T106,T106,Ben Crane,65,"44' 10""",66,2961.167,+14.00
106,T106,T106,Adam Scott,78,"44' 10""",80,3584.75,+16.00
107,T106,T106,Jhonattan Vegas,92,"44' 10""",122,5471.8330000000005,+3.00
108,T109,T109,Robert Garrigus,80,"45' 0""",127,5718.4169999999995,+10.00
109,T109,T109,Tyrrell Hatton,58,"45' 0""",58,2611.417,+8.00
110,T109,T109,Billy Hurley III,70,"45' 0""",154,6926.9169999999995,+37.00
111,T112,T112,Martin Flores,92,"45' 1""",128,5770.8330000000005,+24.00
112,T112,T112,Patrick Reed,94,"45' 1""",131,5902.5,+8.00
113,T112,T112,Steve Wheatcroft,60,"45' 1""",60,2704.083,+10.00
114,T115,T115,Ryan Moore,78,"45' 2""",64,2890.417,+8.00
115,T115,T115,Kevin Tway,110,"45' 2""",191,8626.917,+25.00
116,T117,T117,Roberto Díaz,72,"45' 3""",100,4524.25,+14.00
117,T117,T117,Branden Grace,67,"45' 3""",70,3169.417,+7.00
118,T117,T117,Mackenzie Hughes,80,"45' 3""",112,5063.333,+20.00
119,T120,T120,Louis Oosthuizen,62,"45' 4""",65,2948.5,+11.00
120,T120,T120,Adam Schenk,86,"45' 4""",123,5579.4169999999995,+11.00
121,T120,T120,Andrew Yun,51,"45' 4""",76,3446.667,+15.00
122,T123,T123,Nicholas Lindheim,77,"45' 5""",103,4681.583,+22.00
123,T123,T123,Seamus Power,86,"45' 5""",151,6862.0830000000005,+8.00
124,T125,T125,Sean O'Hair,67,"45' 6""",105,4773.667,+19.00
125,T125,T125,Jimmy Walker,81,"45' 6""",126,5733.8330000000005,+27.00
126,T127,T127,Rafa Cabrera Bello,75,"45' 7""",67,3053.083,+7.00
127,T127,T127,Brandon Harkins,101,"45' 7""",172,7847.0830000000005,+19.00
128,T127,T127,Jordan Spieth,81,"45' 7""",104,4744.25,+6.00
129,T130,T130,Patrick Cantlay,87,"45' 8""",103,4706.5,+2.00
130,T130,T130,Andrew Putnam,97,"45' 8""",133,6078.75,+7.00
131,T130,T130,Robert Streb,78,"45' 8""",156,7126.4169999999995,+18.00
132,133,133,Cody Gribble,71,"45' 10""",110,5038.25,+15.00
133,134,134,Henrik Stenson,60,"45' 11""",43,1973.0829999999999,-2.00
134,T135,T135,Derek Fathauer,84,"46' 1""",122,5620.3330000000005,+20.00
135,T135,T135,Kelly Kraft,94,"46' 1""",131,6039.1669999999995,+37.00
136,137,137,Kevin Kisner,89,"46' 2""",108,4986.667,+15.00
137,138,138,Ollie Schniederjans,91,"46' 4""",180,8340.417,+29.00
138,T139,T139,Tony Finau,105,"46' 5""",162,7523.8330000000005,+17.00
139,T139,T139,Fabián Gómez,88,"46' 5""",136,6310.0830000000005,+23.00
140,T139,T139,Johnson Wagner,75,"46' 5""",82,3807.833,+10.00
141,T142,T142,Dominic Bozzelli,65,"46' 6""",107,4979.833,+1.00
142,T142,T142,Anirban Lahiri,82,"46' 6""",120,5581.75,+22.00
143,T144,T144,Blayne Barber,69,"46' 7""",116,5398.8330000000005,+18.00
144,T144,T144,Tommy Fleetwood,73,"46' 7""",92,4286.5,+20.00
145,T144,T144,Hudson Swafford,73,"46' 7""",63,2936.833,-5.00
146,T147,T147,Danny Lee,88,"46' 8""",99,4618.917,+8.00
147,T147,T147,Jonathan Randolph,71,"46' 8""",112,5223.583,+21.00
148,149,149,Wesley Bryan,69,"46' 10""",121,5666.3330000000005,+18.00
149,T150,T150,Bud Cauley,55,"46' 11""",70,3282.75,+5.00
150,T150,T150,J.J. Henry,81,"46' 11""",102,4781.75,+17.00
151,T150,T150,Stephan Jaeger,81,"46' 11""",129,6049.6669999999995,+6.00
152,153,153,Ryan Blaum,81,"47' 0""",152,7138.9169999999995,+19.00
153,154,154,Cameron Tringale,67,"47' 1""",121,5693.75,+28.00
154,T155,T155,Jason Dufner,71,"47' 2""",88,4147.583,+1.00
155,T155,T155,Harold Varner III,91,"47' 2""",148,6982.1669999999995,+25.00
156,T157,T157,Tom Hoge,101,"47' 4""",130,6147.9169999999995,+21.00
157,T157,T157,Sam Saunders,80,"47' 4""",127,6014.5830000000005,+12.00
158,T157,T157,Webb Simpson,95,"47' 4""",146,6909.3330000000005,+6.00
159,160,160,Michael Kim,74,"47' 5""",80,3795.0,+15.00
160,T161,T161,Zach Johnson,94,"47' 6""",125,5939.4169999999995,+14.00
161,T161,T161,Richy Werenski,98,"47' 6""",125,5938.6669999999995,+28.00
162,T163,T163,Matt Atkins,56,"47' 8""",79,3762.917,+6.00
163,T163,T163,Francesco Molinari,73,"47' 8""",68,3242.75,+15.00
164,165,165,D.A. Points,63,"47' 9""",89,4246.667,+13.00
165,T166,T166,Martin Piller,79,"47' 11""",138,6614.75,+29.00
166,T166,T166,Ben Silverman,90,"47' 11""",132,6322.8330000000005,+27.00
167,168,168,Jason Day,75,"48' 0""",86,4126.917,+10.00
168,169,169,Kiradech Aphibarnrat,51,"48' 1""",50,2406.167,+13.00
169,170,170,Adam Hadwin,92,"48' 3""",81,3906.333,+24.00
170,T171,T171,Jonas Blixt,67,"48' 4""",89,4302.5,+4.00
171,T171,T171,Jim Furyk,50,"48' 4""",69,3335.25,+8.00
172,173,173,Brendan Steele,74,"48' 5""",102,4942.25,+21.00
173,174,174,Graeme McDowell,67,"48' 6""",75,3635.417,+2.00
174,175,175,Pat Perez,82,"48' 7""",81,3932.083,+11.00
175,176,176,Alex Noren,67,"48' 10""",64,3126.917,+9.00
176,177,177,Grayson Murray,72,"48' 11""",113,5526.6669999999995,+16.00
177,T178,T178,Scott Brown,102,"49' 4""",155,7641.4169999999995,+28.00
178,T178,T178,Brian Gay,103,"49' 4""",115,5670.6669999999995,+25.00
179,180,180,Harris English,84,"49' 8""",134,6658.25,+12.00
180,181,181,Whee Kim,93,"49' 11""",131,6538.25,+24.00
181,182,182,Xinjun Zhang,81,"50' 2""",89,4461.5,+13.00
182,T183,T183,Sung Kang,89,"51' 1""",116,5928.4169999999995,+45.00
183,T183,T183,Michael Thompson,62,"51' 1""",89,4544.833,+22.00
184,T185,T185,Emiliano Grillo,94,"51' 5""",94,4836.25,+2.00
185,T185,T185,Daniel Summerhays,51,"51' 5""",89,4575.5,+23.00
186,187,187,Greg Chalmers,56,"51' 7""",72,3711.083,+13.00
187,188,188,Daniel Berger,81,"51' 8""",76,3924.667,+6.00
188,189,189,Nick Taylor,94,"51' 11""",123,6382.6669999999995,+14.00
189,190,190,Ricky Barnes,65,"52' 1""",107,5570.25,+17.00
190,191,191,Patrick Rodgers,97,"52' 11""",133,7041.5,+32.00
191,192,192,Satoshi Kodaira,51,"53' 0""",58,3075.25,+17.00
192,193,193,Ben Martin,64,"54' 4""",83,4511.417,+14.00
