,Approaches_Left_Rough_RTP_Score_RANK THIS WEEK,Approaches_Left_Rough_RTP_Score_RANK LAST WEEK,Approaches_Left_Rough_RTP_Score_PLAYER NAME,Approaches_Left_Rough_RTP_Score_ROUNDS,Approaches_Left_Rough_RTP_Score_AVG RTP
52,T52,T52,Tiger Woods,68,+.065
53,54,54,Austin Cook,107,+.068
54,55,55,Stewart Cink,87,+.070
55,T56,T56,Bud Cauley,55,+.071
56,T56,T56,Shawn Stefani,76,+.071
57,T58,T58,Hunter Mahan,67,+.073
58,T58,T58,Denny McCarthy,71,+.073
59,60,60,Brooks Koepka,64,+.074
60,61,61,Rob Oppenheim,74,+.075
61,T62,T62,Matt Atkins,56,+.076
62,T62,T62,"Ted Potter, Jr.",87,+.076
63,64,64,Jon Rahm,71,+.078
64,T65,T65,Daniel Berger,81,+.079
65,T65,T65,Robert Garrigus,80,+.079
66,67,67,Danny Lee,88,+.081
67,68,68,Charles Howell III,104,+.083
68,69,69,Rickie Fowler,74,+.086
69,70,70,Alex Cejka,77,+.087
70,71,71,Adam Schenk,86,+.089
71,72,72,Harris English,84,+.090
72,73,73,Sam Saunders,80,+.094
73,74,74,Brian Stuard,103,+.098
74,75,75,Lanto Griffin,80,+.099
75,T76,T76,Branden Grace,67,+.100
76,T76,T76,Martin Laird,73,+.100
77,78,78,Kyle Stanley,93,+.103
78,79,79,Rafa Cabrera Bello,75,+.104
79,T80,T80,Tony Finau,105,+.105
80,T80,T80,Luke List,98,+.105
81,82,82,Brice Garnett,99,+.108
82,T83,T83,Brandon Harkins,101,+.110
83,T83,T83,Beau Hossler,104,+.110
84,T83,T83,J.J. Spaun,85,+.110
85,86,86,Nate Lashley,51,+.111
86,87,87,Zach Johnson,94,+.112
87,88,88,Rory McIlroy,64,+.113
88,89,89,Nick Taylor,94,+.114
89,T90,T90,Robert Streb,78,+.115
90,T90,T90,Vaughn Taylor,83,+.115
91,T92,T92,Jason Day,75,+.116
92,T92,T92,Jim Furyk,50,+.116
93,T92,T92,Scott Stallings,96,+.116
94,T95,T95,Kevin Chappell,77,+.118
95,T95,T95,Tyrone Van Aswegen,101,+.118
96,97,97,Johnson Wagner,75,+.122
97,98,98,Brian Harman,94,+.124
98,T99,T99,Ryan Blaum,81,+.125
99,T99,T99,Ryan Moore,78,+.125
100,T99,T99,Ethan Tracy,72,+.125
101,102,102,Charl Schwartzel,65,+.130
102,T103,T103,Troy Merritt,89,+.131
103,T103,T103,Sam Ryder,82,+.131
104,T103,T103,Kevin Tway,110,+.131
105,106,106,Russell Henley,77,+.132
106,107,107,Tyler Duncan,97,+.133
107,T108,T108,Cody Gribble,71,+.136
108,T108,T108,Rod Pampling,62,+.136
109,T108,T108,Pat Perez,82,+.136
110,T111,T111,Lucas Glover,65,+.138
111,T111,T111,Talor Gooch,78,+.138
112,T111,T111,Tyrrell Hatton,58,+.138
113,114,114,Kevin Kisner,89,+.139
114,115,115,Roberto Díaz,72,+.140
115,T116,T116,Chesson Hadley,103,+.141
116,T116,T116,Alex Noren,67,+.141
117,118,118,Grayson Murray,72,+.142
118,119,119,Hideki Matsuyama,75,+.143
119,120,120,C.T. Pan,104,+.144
120,121,121,Si Woo Kim,108,+.145
121,T122,T122,D.A. Points,63,+.146
122,T122,T122,Xinjun Zhang,81,+.146
123,124,124,Retief Goosen,60,+.148
124,125,125,Wesley Bryan,69,+.149
125,126,126,David Hearn,66,+.150
126,127,127,Byeong Hun An,86,+.154
127,128,128,Blayne Barber,69,+.155
128,T129,T129,Keegan Bradley,98,+.158
129,T129,T129,Xander Schauffele,96,+.158
130,T131,T131,Ricky Barnes,65,+.159
131,T131,T131,Jonathan Byrd,70,+.159
132,T133,T133,Corey Conners,97,+.161
133,T133,T133,Ollie Schniederjans,91,+.161
134,135,135,Tom Hoge,101,+.162
135,T136,T136,Derek Fathauer,84,+.164
136,T136,T136,Chez Reavie,93,+.164
137,138,138,J.T. Poston,73,+.165
138,T139,T139,J.J. Henry,81,+.167
139,T139,T139,Steve Wheatcroft,60,+.167
140,T141,T141,Fabián Gómez,88,+.169
141,T141,T141,Ben Martin,64,+.169
142,T141,T141,Louis Oosthuizen,62,+.169
143,T141,T141,Harold Varner III,91,+.169
144,145,145,Zac Blair,64,+.176
145,T146,T146,Mackenzie Hughes,80,+.179
146,T146,T146,Kyle Thompson,50,+.179
147,148,148,Zecheng Dou,53,+.180
148,T149,T149,Scott Brown,102,+.181
149,T149,T149,Greg Chalmers,56,+.181
150,T149,T149,Sean O'Hair,67,+.181
151,T149,T149,Chris Stroud,81,+.181
152,T153,T153,Whee Kim,93,+.183
153,T153,T153,Anirban Lahiri,82,+.183
154,155,155,Shane Lowry,64,+.185
155,156,156,Matt Jones,70,+.186
156,T157,T157,Martin Flores,92,+.188
157,T157,T157,Michael Kim,74,+.188
158,T157,T157,Jonathan Randolph,71,+.188
159,160,160,Peter Malnati,87,+.189
160,161,161,Conrad Shindler,60,+.194
161,162,162,Andrew Yun,51,+.197
162,163,163,Adam Scott,78,+.200
163,T164,T164,Bronson Burgoon,69,+.203
164,T164,T164,Kevin Na,91,+.203
165,166,166,Ben Silverman,90,+.205
166,T167,T167,Brendan Steele,74,+.206
167,T167,T167,Brett Stegmaier,67,+.206
168,T169,T169,Andrew Landry,82,+.207
169,T169,T169,Scott Piercy,84,+.207
170,171,171,James Hahn,85,+.208
171,172,172,Martin Piller,79,+.210
172,173,173,Ben Crane,65,+.212
173,T174,T174,Nicholas Lindheim,77,+.214
174,T174,T174,Jimmy Walker,81,+.214
175,T176,T176,Tommy Fleetwood,73,+.217
176,T176,T176,Brian Gay,103,+.217
177,178,178,Francesco Molinari,73,+.221
178,179,179,Richy Werenski,98,+.224
179,180,180,Cameron Tringale,67,+.231
180,181,181,Aaron Wise,90,+.233
181,182,182,Marc Leishman,93,+.235
182,183,183,Billy Hurley III,70,+.240
183,184,184,Patrick Rodgers,97,+.241
184,185,185,Michael Thompson,62,+.247
185,186,186,Ryan Palmer,69,+.257
186,187,187,Daniel Summerhays,51,+.258
187,188,188,Kiradech Aphibarnrat,51,+.260
188,189,189,Matt Every,79,+.265
189,190,190,Kelly Kraft,94,+.282
190,191,191,Satoshi Kodaira,51,+.293
191,192,192,Adam Hadwin,92,+.296
192,193,193,Sung Kang,89,+.388
