,Fairway_Approach_RTP_Score_RANK THIS WEEK,Fairway_Approach_RTP_Score_RANK LAST WEEK,Fairway_Approach_RTP_Score_PLAYER NAME,Fairway_Approach_RTP_Score_ROUNDS,Fairway_Approach_RTP_Score_AVG RTP
58,T59,T59,Conrad Shindler,60,-0.10400000000000001
59,T59,T59,Gary Woodland,96,-0.10400000000000001
60,61,61,Alex Noren,67,-0.10300000000000001
61,62,62,Patrick Reed,94,-0.102
62,T63,T63,Adam Scott,78,-0.10099999999999999
63,T63,T63,J.J. Spaun,85,-0.10099999999999999
64,T63,T63,Henrik Stenson,60,-0.10099999999999999
65,T66,T66,Ollie Schniederjans,91,-0.1
66,T66,T66,Harold Varner III,91,-0.1
67,T66,T66,Nick Watney,94,-0.1
68,69,69,Peter Malnati,87,-0.099
69,T70,T70,Adam Hadwin,92,-0.098
70,T70,T70,Ryan Moore,78,-0.098
71,T72,T72,Paul Casey,74,-0.09699999999999999
72,T72,T72,David Hearn,66,-0.09699999999999999
73,T72,T72,John Huh,94,-0.09699999999999999
74,T72,T72,Andrew Putnam,97,-0.09699999999999999
75,T72,T72,Michael Thompson,62,-0.09699999999999999
76,77,77,Sam Saunders,80,-0.096
77,78,78,Vaughn Taylor,83,-0.095
78,79,79,Russell Henley,77,-0.094
79,T80,T80,Ricky Barnes,65,-0.09300000000000001
80,T80,T80,Charles Howell III,104,-0.09300000000000001
81,T80,T80,Peter Uihlein,83,-0.09300000000000001
82,T83,T83,Corey Conners,97,-0.092
83,T83,T83,Brian Harman,94,-0.092
84,T83,T83,Jamie Lovemark,92,-0.092
85,T83,T83,Troy Merritt,89,-0.092
86,T83,T83,Ryan Palmer,69,-0.092
87,88,88,Blayne Barber,69,-0.091
88,T89,T89,Ian Poulter,73,-0.09
89,T89,T89,Jimmy Walker,81,-0.09
90,T89,T89,Steve Wheatcroft,60,-0.09
91,T92,T92,Ben Crane,65,-0.08900000000000001
92,T92,T92,Patton Kizzire,92,-0.08900000000000001
93,T92,T92,Nicholas Lindheim,77,-0.08900000000000001
94,T92,T92,Nick Taylor,94,-0.08900000000000001
95,T96,T96,Tom Hoge,101,-0.08800000000000001
96,T96,T96,Si Woo Kim,108,-0.08800000000000001
97,T96,T96,Nate Lashley,51,-0.08800000000000001
98,T96,T96,Luke List,98,-0.08800000000000001
99,T96,T96,Denny McCarthy,71,-0.08800000000000001
100,101,101,William McGirt,84,-0.087
101,T102,T102,Fabián Gómez,88,-0.086
102,T102,T102,Mackenzie Hughes,80,-0.086
103,T102,T102,Danny Lee,88,-0.086
104,T102,T102,Seamus Power,86,-0.086
105,T102,T102,Patrick Rodgers,97,-0.086
106,T102,T102,Rory Sabbatini,91,-0.086
107,108,108,Shane Lowry,64,-0.085
108,T109,T109,James Hahn,85,-0.084
109,T109,T109,Whee Kim,93,-0.084
110,T109,T109,Anirban Lahiri,82,-0.084
111,T112,T112,Ryan Blaum,81,-0.083
112,T112,T112,J.B. Holmes,77,-0.083
113,T112,T112,Tom Lovelady,87,-0.083
114,T115,T115,Kevin Kisner,89,-0.08199999999999999
115,T115,T115,Andrew Landry,82,-0.08199999999999999
116,T115,T115,Cameron Smith,85,-0.08199999999999999
117,118,118,Tyrrell Hatton,58,-0.081
118,T119,T119,Rob Oppenheim,74,-0.08
119,T119,T119,Scott Piercy,84,-0.08
120,T121,T121,Alex Cejka,77,-0.079
121,T121,T121,Keith Mitchell,99,-0.079
122,T123,T123,Kevin Chappell,77,-0.078
123,T123,T123,Richy Werenski,98,-0.078
124,T125,T125,Cody Gribble,71,-0.077
125,T125,T125,Ben Martin,64,-0.077
126,T125,T125,Kevin Streelman,94,-0.077
127,128,128,Ryan Armour,109,-0.076
128,T129,T129,Joel Dahmen,93,-0.075
129,T129,T129,David Lingmerth,82,-0.075
130,T129,T129,Chris Stroud,81,-0.075
131,T132,T132,Aaron Baddeley,84,-0.07400000000000001
132,T132,T132,Scott Stallings,96,-0.07400000000000001
133,T134,T134,Stewart Cink,87,-0.073
134,T134,T134,Talor Gooch,78,-0.073
135,T134,T134,Matt Kuchar,88,-0.073
136,T134,T134,Louis Oosthuizen,62,-0.073
137,T134,T134,Tyrone Van Aswegen,101,-0.073
138,139,139,Brian Stuard,103,-0.07200000000000001
139,T140,T140,Scott Brown,102,-0.069
140,T140,T140,Jonathan Byrd,70,-0.069
141,T140,T140,Brice Garnett,99,-0.069
142,T140,T140,Ethan Tracy,72,-0.069
143,T144,T144,Charley Hoffman,87,-0.068
144,T144,T144,Graeme McDowell,67,-0.068
145,T146,T146,Billy Hurley III,70,-0.067
146,T146,T146,"Ted Potter, Jr.",87,-0.067
147,T146,T146,Xinjun Zhang,81,-0.067
148,T149,T149,Dominic Bozzelli,65,-0.066
149,T149,T149,Bud Cauley,55,-0.066
150,T149,T149,Trey Mullinax,75,-0.066
151,T149,T149,Jhonattan Vegas,92,-0.066
152,T153,T153,Sean O'Hair,67,-0.065
153,T153,T153,Robert Streb,78,-0.065
154,T155,T155,Tyler Duncan,97,-0.064
155,T155,T155,Martin Flores,92,-0.064
156,T155,T155,Lucas Glover,65,-0.064
157,T158,T158,Derek Fathauer,84,-0.063
158,T158,T158,Pat Perez,82,-0.063
159,T160,T160,Robert Garrigus,80,-0.062
160,T160,T160,Kelly Kraft,94,-0.062
161,T160,T160,Adam Schenk,86,-0.062
162,163,163,Sung Kang,89,-0.061
163,164,164,Russell Knox,94,-0.057
164,T165,T165,Zecheng Dou,53,-0.055999999999999994
165,T165,T165,Jason Dufner,71,-0.055999999999999994
166,T165,T165,J.J. Henry,81,-0.055999999999999994
167,168,168,Harris English,84,-0.054000000000000006
168,169,169,Lanto Griffin,80,-0.052000000000000005
169,T170,T170,Matt Every,79,-0.051
170,T170,T170,Stephan Jaeger,81,-0.051
171,172,172,Kiradech Aphibarnrat,51,-0.048
172,173,173,Michael Kim,74,-0.047
173,174,174,Matt Atkins,56,-0.044000000000000004
174,175,175,Jim Furyk,50,-0.043
175,T176,T176,Roberto Díaz,72,-0.040999999999999995
176,T176,T176,Cameron Tringale,67,-0.040999999999999995
177,178,178,Jonathan Randolph,71,-0.039
178,179,179,Hudson Swafford,73,-0.038
179,180,180,Chad Campbell,87,-0.036000000000000004
180,181,181,Bill Haas,76,-0.034
181,182,182,Charl Schwartzel,65,-0.033
182,183,183,Martin Piller,79,-0.032
183,184,184,Jonas Blixt,67,-0.027999999999999997
184,185,185,Daniel Summerhays,51,-0.026000000000000002
185,186,186,Rod Pampling,62,-0.02
186,187,187,Brendan Steele,74,-0.018000000000000002
187,188,188,Kyle Thompson,50,-0.015
188,189,189,Retief Goosen,60,-0.013999999999999999
189,T190,T190,D.A. Points,63,-0.008
190,T190,T190,Andrew Yun,51,-0.008
191,192,192,Greg Chalmers,56,0.008
192,193,193,Satoshi Kodaira,51,0.036000000000000004
