,Average_Approach_Distance_-_Bogey_or_Worse_RANK THIS WEEK,Average_Approach_Distance_-_Bogey_or_Worse_RANK LAST WEEK,Average_Approach_Distance_-_Bogey_or_Worse_PLAYER NAME,Average_Approach_Distance_-_Bogey_or_Worse_ROUNDS,Average_Approach_Distance_-_Bogey_or_Worse_AVG (YARDS),Average_Approach_Distance_-_Bogey_or_Worse_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Bogey_or_Worse_NUMBER OF APPROACH SHOTS
43,44,44,Keith Mitchell,99,160.2,136640400.0,237
44,T45,T45,Derek Fathauer,84,160.4,129963800.0,225
45,T45,T45,Adam Schenk,86,160.4,115484300.0,200
46,T47,T47,Roberto Díaz,72,160.5,102279600.0,177
47,T47,T47,Hideki Matsuyama,75,160.5,81468300.0,141
48,T47,T47,Daniel Summerhays,51,160.5,79148100.0,137
49,T47,T47,Bubba Watson,90,160.5,110941400.0,192
50,T47,T47,Aaron Wise,90,160.5,134050200.0,232
51,52,52,Si Woo Kim,108,160.7,128989000.0,223
52,T53,T53,Danny Lee,88,160.8,103602300.0,179
53,T53,T53,Steve Wheatcroft,60,160.8,70038100.0,121
54,55,55,Bill Haas,76,161.0,106674100.0,184
55,56,56,Marc Leishman,93,161.1,115979000.0,200
56,T57,T57,Corey Conners,97,161.2,129377100.0,223
57,T57,T57,Charley Hoffman,87,161.2,114321900.0,197
58,T57,T57,Richy Werenski,98,161.2,127693900.0,220
59,60,60,Kevin Na,91,161.3,103372100.0,178
60,61,61,J.B. Holmes,77,161.4,112116500.0,193
61,62,62,Nick Watney,94,161.6,123341400.0,212
62,T63,T63,Dominic Bozzelli,65,161.7,104211100.0,179
63,T63,T63,Scott Brown,102,161.7,147312500.0,253
64,T63,T63,Jimmy Walker,81,161.7,112906200.0,194
65,66,66,Jonas Blixt,67,161.8,86188300.0,148
66,T67,T67,Jason Dufner,71,161.9,91498000.0,157
67,T67,T67,Webb Simpson,95,161.9,95565800.0,164
68,T69,T69,Jason Day,75,162.0,74069400.0,127
69,T69,T69,Mackenzie Hughes,80,162.0,120166500.0,206
70,71,71,Sung Kang,89,162.2,127883600.0,219
71,T72,T72,Andrew Landry,82,162.3,118588700.0,203
72,T72,T72,Andrew Yun,51,162.3,81197300.0,139
73,T74,T74,Jason Kokrak,99,162.4,141440400.0,242
74,T74,T74,Ryan Palmer,69,162.4,108719300.0,186
75,T74,T74,Shawn Stefani,76,162.4,95268200.0,163
76,T77,T77,Brian Gay,103,162.5,142761100.0,244
77,T77,T77,Xander Schauffele,96,162.5,121705900.0,208
78,T77,T77,Xinjun Zhang,81,162.5,103540300.0,177
79,T80,T80,Bud Cauley,55,162.6,66730300.0,114
80,T80,T80,Peter Malnati,87,162.6,123480200.0,211
81,T80,T80,Graeme McDowell,67,162.6,71994700.0,123
82,T83,T83,Brendan Steele,74,162.8,100199000.0,171
83,T83,T83,Kevin Tway,110,162.8,148900900.0,254
84,85,85,Alex Cejka,77,162.9,93856800.0,160
85,T86,T86,Anirban Lahiri,82,163.0,115592500.0,197
86,T86,T86,Jamie Lovemark,92,163.0,120902600.0,206
87,T88,T88,Harris English,84,163.1,122123300.0,208
88,T88,T88,Tommy Fleetwood,73,163.1,88678000.0,151
89,T88,T88,Ben Martin,64,163.1,98027600.0,167
90,T88,T88,Scott Piercy,84,163.1,120352800.0,205
91,T92,T92,Brice Garnett,99,163.3,141101500.0,240
92,T92,T92,Adam Hadwin,92,163.3,101113000.0,172
93,T92,T92,Louis Oosthuizen,62,163.3,70550900.0,120
94,T92,T92,Rory Sabbatini,91,163.3,118741800.0,202
95,T92,T92,Ollie Schniederjans,91,163.3,141120800.0,240
96,T92,T92,Johnson Wagner,75,163.3,67026600.0,114
97,98,98,Henrik Stenson,60,163.5,52385000.0,89
98,T99,T99,Russell Knox,94,163.6,116006300.0,197
99,T99,T99,Robert Streb,78,163.6,114273400.0,194
100,101,101,Emiliano Grillo,94,163.7,105490200.0,179
101,102,102,David Lingmerth,82,163.9,118588400.0,201
102,103,103,Lucas Glover,65,164.0,82076000.0,139
103,T104,T104,Tyler Duncan,97,164.2,150174200.0,254
104,T104,T104,J.J. Henry,81,164.2,109967900.0,186
105,T104,T104,Brian Stuard,103,164.2,137170200.0,232
106,T104,T104,Ethan Tracy,72,164.2,101084500.0,171
107,T104,T104,Cameron Tringale,67,164.2,99329000.0,168
108,T104,T104,Tiger Woods,68,164.2,82154500.0,139
109,T110,T110,Joel Dahmen,93,164.3,104662800.0,177
110,T110,T110,Martin Laird,73,164.3,102903800.0,174
111,T112,T112,Jonathan Byrd,70,164.4,76931600.0,130
112,T112,T112,Fabián Gómez,88,164.4,108308600.0,183
113,T112,T112,Retief Goosen,60,164.4,78701000.0,133
114,T112,T112,Cody Gribble,71,164.4,102359700.0,173
115,T112,T112,Gary Woodland,96,164.4,112446400.0,190
116,T117,T117,Vaughn Taylor,83,164.5,116670700.0,197
117,T117,T117,Kyle Thompson,50,164.5,74046600.0,125
118,T119,T119,Seamus Power,86,164.7,97813600.0,165
119,T119,T119,Ben Silverman,90,164.7,125107900.0,211
120,T121,T121,Satoshi Kodaira,51,164.8,102032100.0,172
121,T121,T121,Rob Oppenheim,74,164.8,96128100.0,162
122,T123,T123,Martin Piller,79,164.9,136504900.0,230
123,T123,T123,Jonathan Randolph,71,164.9,112783200.0,190
124,T123,T123,Chez Reavie,93,164.9,86655800.0,146
125,T123,T123,Justin Thomas,91,164.9,94988000.0,160
126,T127,T127,Austin Cook,107,165.0,140192100.0,236
127,T127,T127,Denny McCarthy,71,165.0,73649600.0,124
128,T127,T127,Scott Stallings,96,165.0,133095400.0,224
129,130,130,Tom Hoge,101,165.1,145043000.0,244
130,T131,T131,Kiradech Aphibarnrat,51,165.3,61870600.0,104
131,T131,T131,Tyrone Van Aswegen,101,165.3,149320200.0,251
132,T133,T133,Keegan Bradley,98,165.5,128704800.0,216
133,T133,T133,Robert Garrigus,80,165.5,124489700.0,209
134,T133,T133,Russell Henley,77,165.5,94116000.0,158
135,T133,T133,Charles Howell III,104,165.5,115003800.0,193
136,T133,T133,Kevin Kisner,89,165.5,96518300.0,162
137,138,138,Bryson DeChambeau,93,165.6,116281600.0,195
138,T139,T139,Phil Mickelson,90,165.8,113402900.0,190
139,T139,T139,Chris Stroud,81,165.8,101453900.0,170
140,T141,T141,Wesley Bryan,69,166.0,86640000.0,145
141,T141,T141,James Hahn,85,166.0,110581300.0,185
142,T143,T143,Lanto Griffin,80,166.1,109417100.0,183
143,T143,T143,Cameron Smith,85,166.1,101643000.0,170
144,145,145,Rickie Fowler,74,166.2,76581400.0,128
145,146,146,J.J. Spaun,85,166.3,120902700.0,202
146,T147,T147,Ryan Blaum,81,166.4,135380700.0,226
147,T147,T147,John Huh,94,166.4,141978500.0,237
148,T147,T147,Troy Merritt,89,166.4,132426900.0,221
149,T147,T147,Kyle Stanley,93,166.4,107796400.0,180
150,151,151,Kevin Streelman,94,166.6,121175700.0,202
151,152,152,Rod Pampling,62,166.7,87600900.0,146
152,T153,T153,Chad Campbell,87,166.8,121864200.0,203
153,T153,T153,Whee Kim,93,166.8,135748600.0,226
154,T155,T155,Billy Hurley III,70,166.9,111742100.0,186
155,T155,T155,Brandt Snedeker,84,166.9,115384100.0,192
156,157,157,Tony Finau,105,167.0,117844400.0,196
157,T158,T158,Jim Furyk,50,167.2,78244300.0,130
158,T158,T158,Billy Horschel,86,167.2,101707300.0,169
159,T160,T160,Matt Jones,70,167.3,77089200.0,128
160,T160,T160,C.T. Pan,104,167.3,122234400.0,203
161,T162,T162,Daniel Berger,81,167.4,98235600.0,163
162,T162,T162,Brian Harman,94,167.4,120561400.0,200
163,T162,T162,Matt Kuchar,88,167.4,97024600.0,161
164,T165,T165,Greg Chalmers,56,167.5,93482700.0,155
165,T165,T165,Michael Kim,74,167.5,116363600.0,193
166,T165,T165,"Ted Potter, Jr.",87,167.5,141718300.0,235
167,168,168,Hunter Mahan,67,167.7,82689500.0,137
168,T169,T169,Cameron Percy,56,167.8,59205700.0,98
169,T169,T169,Andrew Putnam,97,167.8,112932100.0,187
170,171,171,Patrick Reed,94,167.9,99131000.0,164
171,172,172,Stephan Jaeger,81,168.0,104026900.0,172
172,173,173,Hudson Swafford,73,168.5,96443700.0,159
173,T174,T174,Chris Kirk,108,168.7,139105500.0,229
174,T174,T174,Conrad Shindler,60,168.7,72875600.0,120
175,T174,T174,Jhonattan Vegas,92,168.7,114759800.0,189
176,T177,T177,Talor Gooch,78,168.9,116168200.0,191
177,T177,T177,Justin Rose,70,168.9,73580900.0,121
178,179,179,Nick Taylor,94,169.2,120596000.0,198
179,180,180,Kelly Kraft,94,169.3,133491300.0,219
180,181,181,Charl Schwartzel,65,169.4,85971300.0,141
181,T182,T182,Abraham Ancer,98,169.8,130813100.0,214
182,T182,T182,William McGirt,84,169.8,116133900.0,190
183,184,184,Ian Poulter,73,170.3,74179200.0,121
184,185,185,Ryan Armour,109,170.7,158552300.0,258
185,186,186,Sean O'Hair,67,171.1,107175100.0,174
186,T187,T187,Blayne Barber,69,171.9,100250100.0,162
187,T187,T187,Alex Noren,67,171.9,73028600.0,118
188,189,189,Ryan Moore,78,172.8,93920000.0,151
189,190,190,Adam Scott,78,173.8,103228600.0,165
190,191,191,Zac Blair,64,174.4,73473300.0,117
191,192,192,Tyrrell Hatton,58,175.7,66418700.0,105
192,193,193,Ben Crane,65,176.5,73692600.0,116
