,Rough_Proximity_RANK THIS WEEK,Rough_Proximity_RANK LAST WEEK,Rough_Proximity_PLAYER NAME,Rough_Proximity_ROUNDS,Rough_Proximity_AVG,Rough_Proximity_TOTAL DISTANCE (INCHES),Rough_Proximity_ATTEMPTS,Rough_Proximity_TOTAL DISTANCE (FEET),Rough_Proximity_RELATIVE TO PAR
177,178,178,Cameron Tringale,67,"48' 0""",133116,231,11093.0,+53.00
178,179,179,Branden Grace,67,"48' 4""",98589,170,8215.75,+32.00
179,180,180,Ben Silverman,90,"48' 5""",150354,259,12529.5,+47.00
180,181,181,Nick Taylor,94,"48' 6""",158346,272,13195.5,+37.00
181,182,182,Satoshi Kodaira,51,"49' 1""",73627,125,6135.5830000000005,+38.00
182,183,183,Harris English,84,"49' 2""",146793,249,12232.75,+9.00
183,184,184,Scott Brown,102,"49' 3""",178970,303,14914.167,+52.00
184,185,185,Emiliano Grillo,94,"49' 4""",121324,205,10110.333,+21.00
185,186,186,Cody Gribble,71,"49' 5""",136486,230,11373.833,+41.00
186,T187,T187,Greg Chalmers,56,"49' 8""",96516,162,8043.0,+22.00
187,T187,T187,Jim Furyk,50,"49' 8""",83437,140,6953.0830000000005,+13.00
188,T187,T187,Xinjun Zhang,81,"49' 8""",110830,186,9235.833,+32.00
189,190,190,Alex Noren,67,"49' 10""",101717,170,8476.417,+19.00
190,191,191,Sung Kang,89,"50' 6""",162409,268,13534.083,+69.00
191,192,192,Daniel Summerhays,51,"50' 8""",102790,169,8565.833,+33.00
192,193,193,Patrick Rodgers,97,"51' 11""",154509,248,12875.75,+46.00
