,Average_Approach_Shot_Distance_RANK THIS WEEK,Average_Approach_Shot_Distance_RANK LAST WEEK,Average_Approach_Shot_Distance_PLAYER NAME,Average_Approach_Shot_Distance_ROUNDS,Average_Approach_Shot_Distance_AVG,Average_Approach_Shot_Distance_TOTAL DIST OF APPR SHOT,Average_Approach_Shot_Distance_TOTAL HOLES
69,T69,T69,Ricky Barnes,65,165.2,4793270.0,806
70,T69,T69,William McGirt,84,165.2,7985124.0,1343
71,T69,T69,Ben Silverman,90,165.2,8005118.0,1346
72,73,73,Ollie Schniederjans,91,165.3,8180733.0,1375
73,T74,T74,Rory McIlroy,64,165.4,5401234.0,907
74,T74,T74,Louis Oosthuizen,62,165.4,4875384.0,819
75,T74,T74,Scott Piercy,84,165.4,7264160.0,1220
76,T74,T74,Daniel Summerhays,51,165.4,3966359.0,666
77,T78,T78,Greg Chalmers,56,165.5,4350006.0,730
78,T78,T78,Bill Haas,76,165.5,7036265.0,1181
79,T78,T78,Charles Howell III,104,165.5,8321272.0,1397
80,T78,T78,Sam Saunders,80,165.5,7089671.0,1190
81,T78,T78,Aaron Wise,90,165.5,8498345.0,1426
82,T83,T83,Ryan Palmer,69,165.6,6343621.0,1064
83,T83,T83,Hudson Swafford,73,165.6,5501754.0,923
84,T83,T83,Harold Varner III,91,165.6,7875607.0,1321
85,T83,T83,Richy Werenski,98,165.6,7879159.0,1322
86,T87,T87,Brooks Koepka,64,165.7,5719395.0,959
87,T87,T87,Jonathan Randolph,71,165.7,6363597.0,1067
88,T87,T87,Scott Stallings,96,165.7,8532682.0,1430
89,T90,T90,Byeong Hun An,86,165.8,7771180.0,1302
90,T90,T90,J.B. Holmes,77,165.8,7223569.0,1210
91,T90,T90,Whee Kim,93,165.8,7766769.0,1301
92,T93,T93,Joel Dahmen,93,165.9,7578126.0,1269
93,T93,T93,Shane Lowry,64,165.9,5429032.0,909
94,T95,T95,Grayson Murray,72,166.0,6207631.0,1039
95,T95,T95,J.J. Spaun,85,166.0,7583163.0,1269
96,T97,T97,Bud Cauley,55,166.1,4376093.0,732
97,T97,T97,Tom Hoge,101,166.1,8807873.0,1473
98,T97,T97,Martin Laird,73,166.1,6516465.0,1090
99,T97,T97,"Ted Potter, Jr.",87,166.1,8168126.0,1366
100,T97,T97,Adam Schenk,86,166.1,7055926.0,1180
101,T102,T102,Matt Kuchar,88,166.2,6951679.0,1162
102,T102,T102,Seamus Power,86,166.2,7018797.0,1173
103,T104,T104,Ben Crane,65,166.4,4900500.0,818
104,T104,T104,Robert Garrigus,80,166.4,7261829.0,1212
105,T104,T104,Brian Harman,94,166.4,7629628.0,1274
106,T104,T104,Kelly Kraft,94,166.4,7875035.0,1315
107,T104,T104,Kevin Na,91,166.4,7458776.0,1245
108,T104,T104,Jimmy Walker,81,166.4,7043728.0,1176
109,T110,T110,Bronson Burgoon,69,166.5,6108711.0,1019
110,T110,T110,Michael Kim,74,166.5,5761261.0,961
111,T112,T112,Jonas Blixt,67,166.6,5133919.0,856
112,T112,T112,Alex Cejka,77,166.6,6418543.0,1070
113,T112,T112,Pat Perez,82,166.6,5452221.0,909
114,T112,T112,Jordan Spieth,81,166.6,7059509.0,1177
115,T112,T112,Nick Taylor,94,166.6,7900304.0,1317
116,117,117,Chez Reavie,93,166.7,6432989.0,1072
117,T118,T118,Jonathan Byrd,70,166.9,5162376.0,859
118,T118,T118,Satoshi Kodaira,51,166.9,4307135.0,717
119,T118,T118,Sam Ryder,82,166.9,7509755.0,1250
120,T121,T121,Abraham Ancer,98,167.0,8887356.0,1478
121,T121,T121,Scott Brown,102,167.0,8661904.0,1441
122,T121,T121,Kevin Chappell,77,167.0,6650913.0,1106
123,T124,T124,Tyrrell Hatton,58,167.1,4512267.0,750
124,T124,T124,Webb Simpson,95,167.1,8692949.0,1445
125,T124,T124,Cameron Smith,85,167.1,6516771.0,1083
126,T127,T127,Si Woo Kim,108,167.2,8319433.0,1382
127,T127,T127,Rod Pampling,62,167.2,4804246.0,798
128,T127,T127,Robert Streb,78,167.2,6438882.0,1070
129,T130,T130,Ryan Blaum,81,167.3,7745771.0,1286
130,T130,T130,Jason Kokrak,99,167.3,9499106.0,1577
131,T130,T130,Ian Poulter,73,167.3,5371428.0,892
132,T130,T130,Kevin Tway,110,167.3,9660623.0,1604
133,T134,T134,Dominic Bozzelli,65,167.4,6536740.0,1085
134,T134,T134,Rafa Cabrera Bello,75,167.4,5176937.0,859
135,T134,T134,Graeme McDowell,67,167.4,4958821.0,823
136,137,137,Sung Kang,89,167.6,7181141.0,1190
137,T138,T138,Austin Cook,107,167.7,9913710.0,1642
138,T138,T138,Matt Every,79,167.7,6515701.0,1079
139,T140,T140,James Hahn,85,167.8,7458527.0,1235
140,T140,T140,Billy Horschel,86,167.8,8313514.0,1376
141,T140,T140,Phil Mickelson,90,167.8,7519340.0,1245
142,T140,T140,Kevin Streelman,94,167.8,8849028.0,1465
143,T140,T140,Chris Stroud,81,167.8,6209551.0,1028
144,145,145,Tyler Duncan,97,167.9,8756034.0,1449
145,T146,T146,Tony Finau,105,168.0,8744117.0,1446
146,T146,T146,Lucas Glover,65,168.0,4954433.0,819
147,T146,T146,Talor Gooch,78,168.0,6644799.0,1099
148,T146,T146,Sean O'Hair,67,168.0,6121651.0,1012
149,T146,T146,Andrew Putnam,97,168.0,8316614.0,1375
150,T151,T151,Bryson DeChambeau,93,168.1,8414083.0,1390
151,T151,T151,Derek Fathauer,84,168.1,7290523.0,1205
152,T153,T153,Branden Grace,67,168.3,4768668.0,787
153,T153,T153,Emiliano Grillo,94,168.3,7910732.0,1306
154,T153,T153,Charley Hoffman,87,168.3,7343976.0,1212
155,T153,T153,Jamie Lovemark,92,168.3,8377668.0,1383
156,T153,T153,Troy Merritt,89,168.3,7896811.0,1303
157,158,158,Justin Thomas,91,168.4,7379049.0,1217
158,159,159,Anirban Lahiri,82,168.5,7206892.0,1188
159,T160,T160,Russell Henley,77,168.6,6282345.0,1035
160,T160,T160,Denny McCarthy,71,168.6,5279288.0,870
161,162,162,Xinjun Zhang,81,168.7,6171543.0,1016
162,163,163,Brendan Steele,74,168.8,5893164.0,970
163,T164,T164,Cody Gribble,71,168.9,5789135.0,952
164,T164,T164,Danny Lee,88,168.9,7555943.0,1243
165,166,166,Harris English,84,169.0,7359690.0,1210
166,167,167,Ben Martin,64,169.1,6189308.0,1017
167,168,168,Patrick Cantlay,87,169.4,7318534.0,1200
168,169,169,Luke List,98,169.5,8500849.0,1393
169,170,170,C.T. Pan,104,169.6,8919513.0,1461
170,T171,T171,John Huh,94,169.7,8956809.0,1466
171,T171,T171,Justin Rose,70,169.7,5784146.0,947
172,173,173,Paul Casey,74,170.1,5377034.0,878
173,174,174,Kyle Stanley,93,170.3,7344695.0,1198
174,175,175,Marc Leishman,93,170.4,8023755.0,1308
175,T176,T176,Gary Woodland,96,170.5,7674165.0,1250
176,T176,T176,Tiger Woods,68,170.5,6474622.0,1055
177,178,178,Keegan Bradley,98,170.6,8781418.0,1430
178,179,179,Adam Scott,78,170.7,6586743.0,1072
179,T180,T180,Ryan Moore,78,170.9,7236585.0,1176
180,T180,T180,Jhonattan Vegas,92,170.9,7014294.0,1140
181,182,182,Rickie Fowler,74,171.0,6666329.0,1083
182,183,183,Patrick Reed,94,171.1,6910695.0,1122
183,T184,T184,Tommy Fleetwood,73,171.2,5959172.0,967
184,T184,T184,Xander Schauffele,96,171.2,7938441.0,1288
185,186,186,Francesco Molinari,73,171.3,6278121.0,1018
186,187,187,Hideki Matsuyama,75,171.5,6279576.0,1017
187,T188,T188,Kiradech Aphibarnrat,51,172.4,3724221.0,600
188,T188,T188,Daniel Berger,81,172.4,6881449.0,1109
189,190,190,Adam Hadwin,92,172.9,7356397.0,1182
190,191,191,Charl Schwartzel,65,173.4,4682885.0,750
191,192,192,Henrik Stenson,60,174.4,4934094.0,786
192,193,193,Alex Noren,67,174.9,5504405.0,874
