,Approaches_Right_Rough_RTP_Score_RANK THIS WEEK,Approaches_Right_Rough_RTP_Score_RANK LAST WEEK,Approaches_Right_Rough_RTP_Score_PLAYER NAME,Approaches_Right_Rough_RTP_Score_ROUNDS,Approaches_Right_Rough_RTP_Score_AVG RTP
64,T65,T65,Dominic Bozzelli,65,+.081
65,T65,T65,Lucas Glover,65,+.081
66,T65,T65,Chris Stroud,81,+.081
67,68,68,Ian Poulter,73,+.082
68,69,69,Troy Merritt,89,+.083
69,T70,T70,James Hahn,85,+.085
70,T70,T70,Andrew Putnam,97,+.085
71,72,72,Louis Oosthuizen,62,+.086
72,T73,T73,Marc Leishman,93,+.087
73,T73,T73,David Lingmerth,82,+.087
74,75,75,Chad Campbell,87,+.088
75,76,76,Tom Hoge,101,+.089
76,77,77,Seamus Power,86,+.090
77,78,78,Justin Rose,70,+.091
78,T79,T79,Bryson DeChambeau,93,+.092
79,T79,T79,Sean O'Hair,67,+.092
80,T81,T81,Blayne Barber,69,+.093
81,T81,T81,Ben Crane,65,+.093
82,T81,T81,Fabián Gómez,88,+.093
83,84,84,Alex Noren,67,+.094
84,85,85,Abraham Ancer,98,+.095
85,86,86,Kyle Thompson,50,+.096
86,T87,T87,Shawn Stefani,76,+.098
87,T87,T87,Nick Watney,94,+.098
88,89,89,Andrew Landry,82,+.099
89,90,90,Greg Chalmers,56,+.100
90,91,91,Aaron Baddeley,84,+.104
91,92,92,Daniel Berger,81,+.107
92,93,93,Corey Conners,97,+.108
93,94,94,Rory McIlroy,64,+.109
94,95,95,Byeong Hun An,86,+.110
95,96,96,Kevin Kisner,89,+.111
96,97,97,Nicholas Lindheim,77,+.112
97,98,98,Mackenzie Hughes,80,+.113
98,T99,T99,Jonathan Randolph,71,+.114
99,T99,T99,Sam Saunders,80,+.114
100,T101,T101,Brian Harman,94,+.115
101,T101,T101,Brooks Koepka,64,+.115
102,T101,T101,Peter Uihlein,83,+.115
103,104,104,Charl Schwartzel,65,+.117
104,105,105,Kevin Na,91,+.118
105,T106,T106,Tyler Duncan,97,+.120
106,T106,T106,Cameron Percy,56,+.120
107,T108,T108,Brandon Harkins,101,+.121
108,T108,T108,Hunter Mahan,67,+.121
109,T110,T110,Billy Hurley III,70,+.122
110,T110,T110,Chez Reavie,93,+.122
111,T110,T110,Patrick Rodgers,97,+.122
112,T110,T110,Ethan Tracy,72,+.122
113,T114,T114,Martin Flores,92,+.123
114,T114,T114,Russell Knox,94,+.123
115,T116,T116,Sam Ryder,82,+.125
116,T116,T116,Daniel Summerhays,51,+.125
117,T118,T118,Matt Every,79,+.126
118,T118,T118,Talor Gooch,78,+.126
119,120,120,Tom Lovelady,87,+.127
120,121,121,Retief Goosen,60,+.128
121,122,122,Rod Pampling,62,+.129
122,123,123,Charley Hoffman,87,+.132
123,124,124,Tommy Fleetwood,73,+.133
124,T125,T125,Alex Cejka,77,+.136
125,T125,T125,C.T. Pan,104,+.136
126,127,127,Ollie Schniederjans,91,+.137
127,128,128,Kevin Chappell,77,+.138
128,129,129,Vaughn Taylor,83,+.140
129,T130,T130,Jason Day,75,+.143
130,T130,T130,Trey Mullinax,75,+.143
131,T132,T132,Ryan Blaum,81,+.144
132,T132,T132,Derek Fathauer,84,+.144
133,T134,T134,David Hearn,66,+.148
134,T134,T134,Danny Lee,88,+.148
135,T134,T134,Conrad Shindler,60,+.148
136,137,137,Hideki Matsuyama,75,+.152
137,138,138,Anirban Lahiri,82,+.153
138,T139,T139,Bronson Burgoon,69,+.154
139,T139,T139,Nick Taylor,94,+.154
140,141,141,Francesco Molinari,73,+.155
141,T142,T142,Graeme McDowell,67,+.157
142,T142,T142,Ben Silverman,90,+.157
143,144,144,Sung Kang,89,+.158
144,145,145,J.J. Spaun,85,+.159
145,146,146,Grayson Murray,72,+.160
146,147,147,Billy Horschel,86,+.161
147,148,148,Scott Brown,102,+.162
148,T149,T149,William McGirt,84,+.163
149,T149,T149,Adam Schenk,86,+.163
150,151,151,Rafa Cabrera Bello,75,+.164
151,152,152,Jhonattan Vegas,92,+.167
152,153,153,Emiliano Grillo,94,+.171
153,154,154,Denny McCarthy,71,+.173
154,T155,T155,Zac Blair,64,+.174
155,T155,T155,Pat Perez,82,+.174
156,157,157,Xander Schauffele,96,+.177
157,158,158,Tyrone Van Aswegen,101,+.182
158,159,159,Michael Kim,74,+.183
159,160,160,Paul Casey,74,+.184
160,161,161,Richy Werenski,98,+.186
161,162,162,Matt Kuchar,88,+.189
162,T163,T163,J.T. Poston,73,+.190
163,T163,T163,Steve Wheatcroft,60,+.190
164,T163,T163,Tiger Woods,68,+.190
165,166,166,Xinjun Zhang,81,+.196
166,167,167,Austin Cook,107,+.199
167,168,168,Jon Rahm,71,+.208
168,169,169,Robert Streb,78,+.209
169,T170,T170,Rickie Fowler,74,+.211
170,T170,T170,Brian Gay,103,+.211
171,T170,T170,Brian Stuard,103,+.211
172,173,173,Matt Jones,70,+.214
173,174,174,Brice Garnett,99,+.216
174,175,175,Cody Gribble,71,+.217
175,176,176,Martin Piller,79,+.218
176,177,177,Ben Martin,64,+.221
177,178,178,Harold Varner III,91,+.224
178,179,179,Zecheng Dou,53,+.225
179,180,180,Cameron Tringale,67,+.227
180,181,181,Roberto Díaz,72,+.230
181,182,182,"Ted Potter, Jr.",87,+.233
182,183,183,John Huh,94,+.235
183,184,184,Whee Kim,93,+.236
184,185,185,Shane Lowry,64,+.239
185,186,186,Andrew Yun,51,+.247
186,187,187,Branden Grace,67,+.250
187,188,188,Jason Dufner,71,+.256
188,189,189,Russell Henley,77,+.260
189,190,190,Kyle Stanley,93,+.267
190,191,191,Rob Oppenheim,74,+.286
191,192,192,Satoshi Kodaira,51,+.313
192,193,193,Wesley Bryan,69,+.413
