,All-Around_Ranking_RANK THIS WEEK,All-Around_Ranking_RANK LAST WEEK,All-Around_Ranking_PLAYER NAME,All-Around_Ranking_EVENTS,All-Around_Ranking_TOTAL
86,87,87,Shigeki Maruyama,26,725
87,88,88,Mark Wilson,19,727
88,89,89,Tag Ridings,18,738
89,90,90,Notah Begay III,23,740
90,91,91,Dean Wilson,33,741
91,92,92,Brett Quigley,31,744
92,93,93,Jeff Sluman,28,746
93,94,94,Heath Slocum,31,747
94,95,95,Steve Allan,33,757
95,96,96,J.J. Henry,30,761
96,97,97,K.J. Choi,24,764
97,98,98,Chris Smith,33,767
98,99,99,Brian Gay,32,780
99,100,100,Paul Azinger,23,783
100,101,101,Glen Day,33,785
101,102,102,Chad Campbell,28,787
102,103,103,Shaun Micheel,27,789
103,104,104,Michael Allen,28,791
104,105,105,Tom Byrum,25,799
105,106,106,Tim Herron,26,804
106,107,107,Joe Ogilvie,32,805
107,108,108,John Rollins,29,807
108,109,109,Rory Sabbatini,26,809
109,110,110,Tim Petrovic,32,811
110,111,111,Hunter Mahan,30,814
111,112,112,Danny Briggs,28,815
112,113,113,Dudley Hart,23,820
113,114,114,Charles Howell III,30,824
114,115,115,Skip Kendall,29,828
115,116,116,Kevin Na,32,836
116,117,117,Patrick Sheehan,33,840
117,118,118,Stephen Leaney,24,841
118,119,119,Rich Beem,28,842
119,120,120,Billy Andrade,31,847
120,121,121,Alex Cejka,24,851
121,122,122,Jonathan Kaye,25,865
122,123,123,Scott Hend,29,868
123,124,124,Joey Sindelar,31,869
124,125,125,Jeff Brehaut,34,870
125,126,126,Kevin Sutherland,27,876
126,127,127,Hidemichi Tanaka,27,878
127,128,128,Steve Elkington,20,883
128,129,129,Roland Thatcher,23,886
129,130,130,Rocco Mediate,19,888
130,131,131,Bernhard Langer,15,895
131,132,132,Brad Faxon,28,899
132,T133,T133,Bob Estes,23,904
133,T133,T133,José María Olazábal,17,904
134,T135,T135,Mike Heinen,17,905
135,T135,T135,Steve Lowery,28,905
136,T135,T135,David Peoples,26,905
137,138,138,John Riegger,17,909
138,139,139,Roger Tambellini,28,910
139,140,140,Steve Pate,24,912
140,141,141,Matt Kuchar,28,916
141,142,142,D.J. Brigman,27,927
142,143,143,Billy Mayfair,32,929
143,144,144,Todd Fischer,33,936
144,145,145,Bob Burns,30,944
145,146,146,Chris Riley,23,947
146,147,147,Jay Delsing,26,950
147,148,148,Deane Pappas,22,953
148,149,149,Mark O'Meara,17,965
149,150,150,Craig Bowden,30,981
150,151,151,John Cook,19,982
151,152,152,Andre Stolz,20,984
152,153,153,Peter Lonard,23,988
153,154,154,Robert Damron,28,989
154,155,155,Aaron Baddeley,27,1000
155,156,156,Steve Stricker,27,1005
156,157,157,David Branshaw,30,1010
157,158,158,Russ Cochran,25,1020
158,159,159,Tommy Tolles,25,1023
159,160,160,David Frost,26,1033
160,161,161,Chris Couch,24,1037
161,162,162,Tom Carter,35,1044
162,163,163,Arjun Atwal,30,1056
163,164,164,David Morland IV,27,1060
164,165,165,Bob Tway,26,1061
165,T166,T166,Dan Forsman,28,1071
166,T166,T166,Len Mattiace,25,1071
167,T168,T168,Mathias Grönberg,32,1072
168,T168,T168,J.P. Hayes,27,1072
169,T168,T168,Scott Simpson,18,1072
170,171,171,Dan Olsen,31,1080
171,172,172,Omar Uresti,28,1081
172,173,173,Pat Bates,32,1082
173,174,174,Ben Curtis,20,1090
174,175,175,Grant Waite,29,1092
175,T176,T176,Ken Duke,30,1097
176,T176,T176,Todd Hamilton,27,1097
177,T178,T178,Tommy Armour III,28,1103
178,T178,T178,Craig Perks,27,1103
179,180,180,Spike McRoy,33,1114
180,181,181,Kris Cox,26,1132
181,182,182,Craig Parry,16,1138
182,183,183,Rich Barcelo,26,1148
183,184,184,Cliff Kresge,33,1153
184,185,185,Brian Kortan,24,1154
185,186,186,Esteban Toledo,36,1170
186,187,187,Tripp Isenhour,22,1175
187,188,188,Blaine McCallister,27,1188
188,189,189,Gene Sauers,30,1195
189,190,190,Kevin Muncrief,21,1208
190,191,191,Niclas Fasth,22,1224
191,192,192,Guy Boros,24,1238
192,193,193,Dicky Pride,23,1243
193,194,194,Hirofumi Miyase,27,1264
194,195,195,Mark Brooks,31,1307
195,196,196,David Gossett,25,1319
