,PGA_Championship_Points_RANK THIS WEEK,PGA_Championship_Points_RANK LAST WEEK,PGA_Championship_Points_PLAYER NAME,PGA_Championship_Points_EVENTS,PGA_Championship_Points_POINTS
146,147,147,Craig Parry,6,128518
147,148,148,Bob Burns,10,128176
148,149,149,Danny Briggs,11,127708
149,150,150,Jonathan Kaye,7,121312
150,151,151,David Duval,8,121044
151,152,152,Jay Delsing,9,120624
152,153,153,John Huston,6,118317
153,154,154,David Sutherland,6,117035
154,155,155,Peter Lonard,7,116000
155,156,156,Rocco Mediate,8,113344
156,157,157,David Branshaw,11,111710
157,158,158,Brenden Pappas,11,111261
158,159,159,Brian Davis,2,110250
159,160,160,Ken Duke,11,109461
160,161,161,Cliff Kresge,12,105767
161,162,162,Thomas Levet,3,105625
162,163,163,Craig Perks,8,101374
163,164,164,Fred Couples,3,99000
164,165,165,Steve Lowery,9,97763
165,166,166,Garrett Willis,7,84310
166,167,167,Ben Curtis,6,81323
167,168,168,Grant Waite,10,81119
168,169,169,Chris Couch,9,80280
169,170,170,Jean-Francois Remesy,2,76857
170,171,171,Brian Bateman,7,72593
171,172,172,Steve Stricker,9,70195
172,173,173,John Cook,6,65152
173,174,174,Bill Glasson,5,63850
174,175,175,Niclas Fasth,9,61094
175,176,176,Notah Begay III,2,60600
176,177,177,Aaron Baddeley,8,57898
177,178,178,Steve Elkington,6,57480
178,179,179,J.P. Hayes,9,56134
179,180,180,Steve Pate,8,53714
180,181,181,Roger Tambellini,9,48513
181,182,182,Paul Azinger,7,45870
182,183,183,Willie Wood,3,45080
183,184,184,Dudley Hart,9,44296
184,185,185,Mark Brooks,13,44126
185,186,186,Brian Kortan,10,43784
186,187,187,Blaine McCallister,8,42320
187,188,188,Casey Wittenberg,3,41400
188,189,189,Aaron Barber,6,41341
189,190,190,Nick Price,3,40750
190,191,191,David Edwards,4,40731
191,192,192,Rich Beem,8,39356
192,193,193,Mark O'Meara,3,37750
193,194,194,Len Mattiace,9,36205
194,195,195,Trevor Immelman,4,36038
195,196,196,Mike Heinen,5,35868
196,197,197,Guy Boros,9,35234
197,T198,T198,Miguel Angel Jiménez,3,34250
198,T198,T198,Nick O'Hern,2,34250
199,T198,T198,Chip Sullivan,1,34250
200,201,201,Esteban Toledo,12,31398
201,202,202,Tim Wilkinson,1,29820
202,203,203,David Morland IV,8,29605
203,204,204,Brad Bryant,3,26600
204,205,205,Ian Poulter,2,24688
205,206,206,Scott Hend,10,23512
206,207,207,Gene Sauers,11,22962
207,208,208,Kris Cox,10,22718
208,209,209,Tommy Tolles,8,21910
209,210,210,Dan Olsen,9,21549
210,T211,T211,Joel Edwards,4,21306
211,T211,T211,Jason Hartwick,1,21306
212,T211,T211,Tim Thelen,3,21306
213,214,214,Mike Springer,5,20825
214,215,215,Craig Bowden,9,20440
215,216,216,Ken Green,7,19500
216,217,217,Paul Goydos,2,19366
217,218,218,Trevor Dodds,7,19075
218,219,219,David Howell,2,18500
219,220,220,Jim McGovern,4,16035
220,221,221,Michael Clark II,5,15948
221,222,222,Larry Mize,5,15585
222,223,223,Jeff Maggert,2,15302
223,T224,T224,Michael Campbell,2,14660
224,T224,T224,Nick Faldo,1,14660
225,226,226,Jay Don Blake,6,14365
226,227,227,Brad Lardon,4,14025
227,228,228,S.K. Ho,3,13200
228,229,229,Shingo Katayama,2,12650
229,230,230,Scott Drummond,3,12350
230,231,231,Colin Montgomerie,2,12000
231,232,232,Roy Biancalana,1,11900
232,233,233,Jim Rutledge,1,11898
233,234,234,Jeff Coston,1,11800
234,T235,T235,Rich Barcelo,8,11211
235,T235,T235,Donnie Hammond,4,11211
236,237,237,Peter Jacobsen,2,11050
237,238,238,Chris Nallen,2,10366
238,239,239,Chris Stroud,1,10350
239,240,240,Matt Weibring,1,9324
240,241,241,Jim Carter,5,9225
241,242,242,Dirk Ayers,1,8550
242,T243,T243,Russ Cochran,7,8526
243,T243,T243,Hirofumi Miyase,10,8526
244,T245,T245,Jim Benepe,1,8080
245,T245,T245,Gabriel Hjertstedt,3,8080
246,T245,T245,Brian Watts,4,8080
247,248,248,Chez Reavie,1,7840
248,249,249,Adam Meyer,1,7490
249,250,250,Kevin Muncrief,8,7140
250,251,251,Brandel Chamblee,1,6580
251,252,252,Phil Tataurangi,6,6540
252,T253,T253,Jyoti Randhawa,2,6360
253,T253,T253,Mark Wiebe,3,6360
254,T255,T255,Michael Bradley,3,6180
255,T255,T255,Nick Flanagan,5,6180
256,257,257,Kelly Gibson,4,6030
